Timestamp, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagnetometerX, MagnetometerY, MagnetometerZ, DMUserAccelerationX, DMUserAccelerationY, DMUserAccelerationZ, DMGravityX, DMGravityY, DMGravityZ, DMMagX, DMMagY, DMMagZ, DMAttitudeX, DMAttitudeY, DMAttitudeZ, DMAttitudeW 
424170060.645443, 0.12243652, -0.56413269, -0.75759888, -0.07911879, 0.04927887, -0.02910036, -157.75807190, 152.62493896, 234.97996521, 0.13043423, -0.52914149, -0.83844870, 0.00069980, -0.01578038, 0.06171528, 0.00000000, 0.00000000, 0.00000000, 0.08321405, 0.27175556, 0.82291609, 0.49196895
424170060.659237, 0.12243652, -0.56413269, -0.75759888, -0.11772717, 0.06110437, -0.03861690, -158.27139282, 152.11161804, 235.47920227, 0.13117962, -0.52837449, -0.83881605, -0.00904826, -0.02544327, 0.07456431, 0.00000000, 0.00000000, 0.00000000, 0.08262832, 0.27159630, 0.82306817, 0.49190120
424170060.675084, 0.15788269, -0.56365967, -0.75953674, -0.14150467, 0.04965863, -0.02276151, -157.58697510, 152.45382690, 236.47770691, 0.13205476, -0.52673471, -0.83970952, 0.00461821, -0.03105035, 0.07333686, 0.00000000, 0.00000000, 0.00000000, 0.08176686, 0.27103396, 0.82328846, 0.49198666
424170060.691893, 0.15670776, -0.55535889, -0.74972534, -0.17715081, 0.03245461, -0.00479902, -158.95579529, 152.11161804, 235.47920227, 0.13350788, -0.52627116, -0.83977038, 0.03555950, -0.03401628, 0.09093004, 0.00000000, 0.00000000, 0.00000000, 0.08098045, 0.27121390, 0.82332173, 0.49196190
424170060.706686, 0.12857056, -0.54666138, -0.75050354, -0.21238230, 0.03732873, -0.00275744, -159.46911621, 151.59831238, 236.97695923, 0.13392143, -0.52392346, -0.84117138, 0.02278633, -0.03143546, 0.09144603, 0.00000000, 0.00000000, 0.00000000, 0.08006013, 0.27019379, 0.82377528, 0.49191460
424170060.723112, 0.12316895, -0.53890991, -0.76913452, -0.28275793, 0.05172445, -0.00208765, -156.56034851, 150.74278259, 235.81204224, 0.13433199, -0.52256215, -0.84195232, -0.00576143, -0.02409926, 0.09144881, 0.00000000, 0.00000000, 0.00000000, 0.07939020, 0.26966836, 0.82414274, 0.49169596
424170060.738598, 0.12316895, -0.53890991, -0.76913452, -0.34846637, 0.06496329, 0.00443097, -157.41586304, 151.94052124, 234.31430054, 0.13474995, -0.51897556, -0.84410119, -0.00854450, -0.02081935, 0.09642052, 0.00000000, 0.00000000, 0.00000000, 0.07810810, 0.26804577, 0.82479230, 0.49169935
424170060.755175, 0.12792969, -0.53385925, -0.83480835, -0.32266647, 0.13253914, 0.00699240, -157.41586304, 151.94052124, 234.31430054, 0.13540365, -0.51441997, -0.84678090, -0.01591207, -0.01911883, 0.04450431, 0.00000000, 0.00000000, 0.00000000, 0.07643106, 0.26602224, 0.82560289, 0.49170147
424170060.769960, 0.13589478, -0.51725769, -0.87466431, -0.25344239, 0.19046981, -0.00179284, -156.90255737, 152.11161804, 234.14787292, 0.13645366, -0.51027793, -0.84911531, -0.00739482, -0.01468545, -0.01906399, 0.00000000, 0.00000000, 0.00000000, 0.07463302, 0.26433359, 0.82645670, 0.49145395
424170060.786125, 0.16191101, -0.52717590, -0.85966492, -0.20598539, 0.21954035, 0.02246536, -156.38923645, 151.94052124, 236.31129456, 0.13849004, -0.50636488, -0.85112584, -0.00259525, -0.01089283, -0.02353850, 0.00000000, 0.00000000, 0.00000000, 0.07245516, 0.26303487, 0.82725755, 0.49112915
