Timestamp, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagnetometerX, MagnetometerY, MagnetometerZ, DMUserAccelerationX, DMUserAccelerationY, DMUserAccelerationZ, DMGravityX, DMGravityY, DMGravityZ, DMMagX, DMMagY, DMMagZ, DMAttitudeX, DMAttitudeY, DMAttitudeZ, DMAttitudeW 
424170329.490511, 0.07324219, -0.34165955, -0.88484192, -0.03499900, -0.06550471, -0.05383394, -157.24476624, 145.95187378, 235.47920227, 0.08102616, -0.31237292, -0.94649774, -0.00778397, -0.02928663, 0.06165579, 0.00000000, 0.00000000, 0.00000000, 0.15808536, -0.04195430, -0.48436131, 0.85944341
424170329.507150, 0.12727356, -0.35917664, -0.96421814, 0.00838949, -0.14024473, -0.02087652, -157.75807190, 144.41192627, 234.97996521, 0.08161968, -0.31317160, -0.94618273, 0.04565388, -0.04600505, -0.01803540, 0.00000000, 0.00000000, 0.00000000, 0.15857849, -0.04197009, -0.48473237, 0.85914254
424170329.522108, 0.09031677, -0.34313965, -0.98335266, 0.05622892, -0.08903906, -0.00322802, -156.38923645, 146.12297058, 234.64712524, 0.07990458, -0.31283703, -0.94643974, 0.03912923, -0.04266222, -0.03993413, 0.00000000, 0.00000000, 0.00000000, 0.15798200, -0.04268257, -0.48499001, 0.85907193
424170329.538225, 0.08296204, -0.34724426, -0.95787048, 0.05493143, -0.09242021, 0.01532410, -159.98242188, 145.95187378, 235.14637756, 0.07805771, -0.31419006, -0.94614565, 0.00145584, -0.03296264, -0.01645506, 0.00000000, 0.00000000, 0.00000000, 0.15812740, -0.04385090, -0.48502265, 0.85896790
424170329.555906, 0.08296204, -0.34724426, -0.95787048, 0.03287779, -0.07002143, 0.03176192, -159.46911621, 145.43855286, 236.97695923, 0.07676052, -0.31488085, -0.94602215, 0.00620152, -0.03236341, -0.01184835, 0.00000000, 0.00000000, 0.00000000, 0.15811769, -0.04458396, -0.48493638, 0.85898066
424170329.571223, 0.07806396, -0.35025024, -0.90542603, -0.01181991, 0.00135874, 0.02084856, -159.29800415, 145.26745605, 236.47770691, 0.07518075, -0.31541055, -0.94597256, 0.00288321, -0.03483970, 0.04054651, 0.00000000, 0.00000000, 0.00000000, 0.15796884, -0.04538255, -0.48476001, 0.85906577
424170329.586262, 0.05810547, -0.34400940, -0.89328003, -0.05765398, -0.00089189, -0.00643606, -160.49574280, 146.12297058, 235.97845459, 0.07460482, -0.31706369, -0.94546533, -0.01649936, -0.02694571, 0.05218533, 0.00000000, 0.00000000, 0.00000000, 0.15859006, -0.04600561, -0.48443137, 0.85910356
424170329.601693, 0.05447388, -0.33964539, -0.92469788, -0.11236170, 0.03797668, 0.00178885, -160.49574280, 146.12297058, 235.97845459, 0.07453518, -0.31617105, -0.94576973, -0.02379970, -0.02689230, 0.04304450, 0.00000000, 0.00000000, 0.00000000, 0.15817545, -0.04577843, -0.48429497, 0.85926902
424170329.617243, 0.08038330, -0.33895874, -0.99449158, -0.05818501, 0.04239646, 0.00941134, -157.92918396, 144.92524719, 238.14187622, 0.07452258, -0.31522045, -0.94608796, -0.00890979, -0.02357043, -0.00711332, 0.00000000, 0.00000000, 0.00000000, 0.15775004, -0.04550759, -0.48413802, 0.85945003
424170329.632985, 0.08038330, -0.33895874, -0.99449158, 0.01783412, 0.01518561, 0.01789724, -157.92918396, 145.60966492, 236.81053162, 0.07507936, -0.31378478, -0.94652110, 0.00950011, -0.01957399, -0.06818836, 0.00000000, 0.00000000, 0.00000000, 0.15724854, -0.04485913, -0.48397100, 0.85967007
424170329.649545, 0.09185791, -0.32989502, -1.00299072, 0.02483211, 0.01285588, 0.02491467, -158.44248962, 145.43855286, 236.31129456, 0.07526200, -0.31355309, -0.94658339, 0.01659591, -0.01634193, -0.05640734, 0.00000000, 0.00000000, 0.00000000, 0.15720042, -0.04468040, -0.48376133, 0.85980618
424170329.664724, 0.07917786, -0.32730103, -0.96519470, 0.02437565, -0.02355779, -0.01294190, -158.61360168, 145.60966492, 236.81053162, 0.07567918, -0.31394473, -0.94642031, 0.00349868, -0.01335630, -0.01877441, 0.00000000, 0.00000000, 0.00000000, 0.15749607, -0.04455157, -0.48350214, 0.85990454
424170329.680331, 0.09974670, -0.34089661, -0.92372131, -0.01056662, 0.00481872, 0.01509986, -158.27139282, 145.95187378, 235.14637756, 0.07535504, -0.31410950, -0.94639146, 0.01195575, -0.02126342, -0.00217114, 0.00000000, 0.00000000, 0.00000000, 0.15749304, -0.04472362, -0.48343080, 0.85993628
424170329.696409, 0.07814026, -0.33676147, -0.91705322, -0.04634247, 0.05060352, 0.02596609, -157.41586304, 145.09634399, 236.31129456, 0.07576218, -0.31521013, -0.94599295, 0.01698074, -0.02750227, 0.03278494, 0.00000000, 0.00000000, 0.00000000, 0.15810512, -0.04479170, -0.48321811, 0.85993996
424170329.713061, 0.07814026, -0.33676147, -0.91705322, -0.07018841, 0.10083740, 0.01142549, -157.41586304, 145.09634399, 236.31129456, 0.07607319, -0.31446454, -0.94621611, -0.00063374, -0.02223590, 0.02717924, 0.00000000, 0.00000000, 0.00000000, 0.15785927, -0.04441168, -0.48294677, 0.86015724
424170329.727918, 0.07124329, -0.33560181, -0.92648315, -0.07167126, 0.08217450, 0.01226226, -157.92918396, 144.24082947, 234.81353760, 0.07726326, -0.31332040, -0.94649917, -0.00601997, -0.02228141, 0.02001604, 0.00000000, 0.00000000, 0.00000000, 0.15765378, -0.04353952, -0.48265932, 0.86040082
424170329.743751, 0.08718872, -0.33406067, -0.97451782, -0.03327034, 0.05750883, 0.02156255, -158.78469849, 145.78076172, 234.64712524, 0.07827004, -0.31252402, -0.94667971, 0.00891868, -0.02153664, -0.02783808, 0.00000000, 0.00000000, 0.00000000, 0.15755954, -0.04283830, -0.48237179, 0.86061450
