Trial10
Date:,2014/06/11
Time:,11:06:00
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
18,393.249451,-12.066733,14.497336,-10.573245,-13.085156,15.680835,389.837280,566.489319,24.337326,-12.430419,564.532349,19.259865,138.796082,485.305786,33.941540,131.112503,642.555237,32.341022,232.362152,491.320160,34.639278,218.491074,651.092346,33.416229
19,393.245667,-12.061691,14.490576,-10.574769,-13.097183,15.681763,389.846832,566.496948,24.337616,-12.432775,564.529968,19.257717,138.792343,485.299561,33.930546,131.110443,642.556946,32.332451,232.368439,491.318695,34.639870,218.501724,651.094727,33.419006
20,393.205170,-12.055671,14.503510,-10.570922,-13.085143,15.681838,389.853821,566.500244,24.337751,-12.427255,564.537476,19.259638,138.794601,485.305176,33.933372,131.113586,642.555237,32.335560,232.365387,491.315369,34.636967,218.496307,651.095398,33.423553
21,393.132172,-12.169808,14.532393,-10.580266,-13.078080,15.677803,389.840271,566.500549,24.331409,-12.432451,564.530884,19.254036,138.784393,485.303406,33.925770,131.113831,642.558350,32.336914,232.361496,491.321991,34.631332,218.499496,651.100708,33.428448
22,393.241119,-12.074142,14.497917,-10.580611,-13.078735,15.678885,389.838440,566.508362,24.340816,-12.436150,564.529175,19.259378,138.798569,485.302643,33.932777,131.117767,642.556641,32.332142,232.378616,491.330902,34.636341,218.494675,651.100830,33.420601
23,393.212189,-12.092152,14.588986,-10.585915,-13.089181,15.685939,389.850555,566.503906,24.337788,-12.433738,564.533630,19.257477,138.797424,485.311462,33.929508,131.118317,642.552002,32.342567,232.378891,491.328247,34.631393,218.502075,651.093140,33.426838
24,393.207550,-12.099084,14.581594,-10.563350,-13.079005,15.683648,389.846100,566.497070,24.345423,-12.438601,564.521179,19.255001,138.801102,485.306000,33.937820,131.129318,642.549988,32.344723,232.384918,491.319855,34.641514,218.503006,651.092407,33.423172
25,393.249115,-12.069457,14.499163,-10.569246,-13.092606,15.677409,389.843628,566.498108,24.341888,-12.429999,564.529785,19.254633,138.805862,485.301636,33.937862,131.133575,642.548706,32.340637,232.377502,491.314758,34.645641,218.513260,651.096619,33.427303
26,393.211365,-12.104609,14.585529,-10.569530,-13.100454,15.690517,389.838898,566.491394,24.339285,-12.429213,564.528076,19.259737,138.794067,485.301270,33.939644,131.136093,642.554138,32.349724,232.376129,491.311584,34.639599,218.504807,651.092773,33.419456
27,393.248260,-12.067331,14.500590,-10.564349,-13.084685,15.687899,389.846375,566.493164,24.343296,-12.422454,564.521301,19.258011,138.789490,485.304382,33.931496,131.133621,642.552917,32.339531,232.368149,491.321838,34.638351,218.502731,651.093384,33.423691
28,393.246796,-12.073318,14.498860,-10.572863,-13.089548,15.677154,389.841064,566.500427,24.335522,-12.430836,564.526794,19.257360,138.805313,485.301392,33.930416,131.122986,642.555054,32.325142,232.366333,491.321655,34.635452,218.506897,651.090515,33.424103
29,393.249054,-12.073333,14.496024,-10.572386,-13.090011,15.679559,389.839050,566.494385,24.338631,-12.426003,564.520081,19.257750,138.790543,485.296509,33.934937,131.113190,642.554138,32.329662,232.366501,491.315857,34.627773,218.505020,651.088989,33.420414
30,393.162231,-12.095104,14.580474,-10.579653,-13.083156,15.685714,389.840454,566.478455,24.343109,-12.421827,564.523743,19.259884,138.783356,485.301910,33.927364,131.117950,642.558960,32.331394,232.367767,491.317993,34.640823,218.500381,651.086365,33.417023
31,393.243561,-12.067170,14.501892,-10.592228,-13.090244,15.683017,389.841644,566.485046,24.334883,-12.433043,564.525208,19.259748,138.790314,485.299164,33.932755,131.115814,642.551697,32.331532,232.368652,491.316162,34.637466,218.498871,651.092163,33.418800
32,393.246002,-12.062691,14.490379,-10.578650,-13.092171,15.684352,389.835785,566.490784,24.338543,-12.437352,564.526367,19.256599,138.789337,485.296234,33.925770,131.120453,642.558289,32.333534,232.373734,491.318878,34.644485,218.504120,651.091858,33.422432
33,393.250549,-12.056859,14.497312,-10.583114,-13.085680,15.680197,389.839142,566.487000,24.336967,-12.431546,564.537476,19.254932,138.785660,485.296814,33.931396,131.121597,642.561584,32.327225,232.379639,491.320343,34.636311,218.500488,651.102783,33.418411
34,393.161194,-12.085572,14.585063,-10.581478,-13.092486,15.676749,389.842346,566.492249,24.335684,-12.428341,564.522217,19.254810,138.786850,485.304504,33.926105,131.118729,642.557495,32.324429,232.381439,491.317963,34.631050,218.498123,651.094421,33.414532
35,393.126648,-12.098448,14.696479,-10.583787,-13.091290,15.679225,389.833405,566.492920,24.330557,-12.423639,564.526917,19.256327,138.786148,485.300598,33.934555,131.112137,642.559265,32.321980,232.381149,491.334106,34.629623,218.501266,651.098999,33.420803
36,393.237244,-12.069269,14.497055,-10.573839,-13.081791,15.682269,389.839050,566.499634,24.338072,-12.425689,564.530701,19.260973,138.794678,485.299103,33.933605,131.120697,642.560242,32.332184,232.372070,491.314423,34.631142,218.504517,651.095215,33.420967
37,393.254425,-12.068673,14.495822,-10.589662,-13.095905,15.685551,389.846741,566.495300,24.340368,-12.433983,564.521545,19.256109,138.794296,485.306458,33.928425,131.133286,642.556030,32.329872,232.372849,491.319366,34.636822,218.500717,651.090149,33.419338
38,393.215179,-12.098742,14.582350,-10.590705,-13.084153,15.678696,389.845764,566.491882,24.341627,-12.433462,564.524780,19.259527,138.790848,485.301361,33.930763,131.129852,642.553406,32.331806,232.381042,491.319366,34.645035,218.502289,651.094604,33.417168
39,393.137421,-12.167281,14.535953,-10.581239,-13.078010,15.680337,389.848999,566.502197,24.339159,-12.433840,564.522949,19.257761,138.795593,485.303284,33.939251,131.129852,642.556458,32.334625,232.376755,491.317963,34.640873,218.505127,651.092041,33.418087
40,393.212280,-12.104373,14.586383,-10.575091,-13.094707,15.679260,389.848053,566.496460,24.330378,-12.434244,564.527771,19.256668,138.801132,485.303955,33.925251,131.131439,642.555725,32.328194,232.383255,491.317261,34.640388,218.500977,651.088867,33.420574
41,393.253754,-12.061956,14.507935,-10.576211,-13.094634,15.677067,389.842773,566.499695,24.335285,-12.428410,564.534668,19.258947,138.794861,485.292969,33.925716,131.130081,642.542847,32.328484,232.375992,491.311035,34.635395,218.508560,651.088440,33.422066
42,393.145203,-12.169289,14.534393,-10.580989,-13.092093,15.685919,389.837280,566.500854,24.333509,-12.425883,564.531006,19.255960,138.800293,485.302429,33.929176,131.122269,642.549927,32.322308,232.371536,491.315369,34.635548,218.501236,651.090759,33.416000
43,393.203522,-12.103462,14.579597,-10.579653,-13.090102,15.679242,389.846710,566.503052,24.332182,-12.426247,564.526245,19.251154,138.790268,485.298187,33.927032,131.115982,642.555115,32.328651,232.380905,491.320038,34.643936,218.501434,651.089050,33.419788
44,393.252411,-12.065690,14.503335,-10.581365,-13.093133,15.683834,389.835480,566.489502,24.342648,-12.423411,564.532166,19.256672,138.771652,485.296326,33.929695,131.111908,642.560791,32.323826,232.370667,491.322815,34.633205,218.504272,651.091309,33.418190
45,393.163513,-12.091218,14.581774,-10.589344,-13.094755,15.677652,389.834778,566.489258,24.339436,-12.428885,564.525574,19.257050,138.787186,485.298218,33.930248,131.110153,642.566711,32.316437,232.360519,491.311584,34.636692,218.494492,651.090149,33.412811
46,393.196838,-12.060246,14.503499,-10.588288,-13.097283,15.693030,389.847565,566.499084,24.340111,-12.437248,564.523499,19.257870,138.793503,485.306763,33.933304,131.112106,642.566467,32.314213,232.365112,491.318542,34.646099,218.497482,651.097229,33.414433
47,393.249329,-12.063256,14.499544,-10.588655,-13.095531,15.684770,389.840118,566.498291,24.342020,-12.430643,564.528015,19.258028,138.783249,485.292328,33.937706,131.121185,642.561157,32.318630,232.369278,491.318146,34.635715,218.497528,651.099487,33.416416
48,393.170929,-12.086290,14.582050,-10.580802,-13.085808,15.683728,389.846588,566.498047,24.336098,-12.431009,564.528198,19.259115,138.791611,485.300079,33.932858,131.124771,642.558044,32.327847,232.368225,491.325134,34.636913,218.503204,651.095703,33.414982
49,393.205658,-12.099874,14.586023,-10.582956,-13.090217,15.681095,389.841431,566.498108,24.334913,-12.424711,564.529785,19.253756,138.800354,485.304504,33.930210,131.119492,642.554688,32.314327,232.369553,491.322235,34.638176,218.503021,651.088623,33.415405
50,393.141266,-12.172491,14.535135,-10.572461,-13.082681,15.679311,389.849213,566.507263,24.336493,-12.428384,564.535095,19.256495,138.805618,485.308563,33.923779,131.122284,642.561829,32.316986,232.378754,491.314636,34.631367,218.503098,651.095642,33.415489
51,393.242676,-12.082897,14.495548,-10.574516,-13.096567,15.689485,389.833954,566.491211,24.334618,-12.424623,564.527588,19.252028,138.799622,485.300812,33.932606,131.119980,642.561218,32.322445,232.378769,491.319702,34.641285,218.495071,651.092407,33.415974
52,393.209015,-12.090785,14.580007,-10.560196,-13.100318,15.678328,389.834442,566.489990,24.334267,-12.430140,564.526184,19.259846,138.804214,485.309265,33.936554,131.116211,642.556580,32.321846,232.367111,491.315094,34.632206,218.496231,651.082336,33.416637
53,393.251740,-12.066386,14.502527,-10.559214,-13.090773,15.663651,389.840240,566.490906,24.343874,-12.426666,564.523071,19.255024,138.790817,485.300842,33.933323,131.120255,642.555054,32.319515,232.383987,491.305176,34.633884,218.499619,651.084839,33.412876
54,393.251770,-12.062885,14.493149,-10.560707,-13.086042,15.670056,389.840240,566.496765,24.335205,-12.428113,564.530334,19.253874,138.802109,485.302673,33.924000,131.120834,642.561523,32.313618,232.371811,491.312897,34.637917,218.505417,651.094177,33.414818
55,393.207977,-12.088380,14.584691,-10.551821,-13.090587,15.671258,389.836548,566.491577,24.335035,-12.431997,564.534668,19.252983,138.811905,485.317627,33.938431,131.124985,642.559143,32.310452,232.373398,491.320068,34.627937,218.504196,651.096802,33.410782
56,393.248199,-12.055507,14.502584,-10.556293,-13.085458,15.673352,389.845062,566.504700,24.341904,-12.430035,564.530518,19.254492,138.805664,485.308960,33.938316,131.115143,642.555176,32.310139,232.388382,491.316864,34.626034,218.505753,651.088562,33.416443
57,393.252808,-12.059412,14.497141,-10.565660,-13.081524,15.663346,389.851654,566.502747,24.342417,-12.422214,564.529297,19.256760,138.805939,485.305145,33.931694,131.119461,642.556152,32.318527,232.377640,491.315521,34.631432,218.505966,651.095398,33.413532
58,393.248749,-12.068180,14.502506,-10.588458,-13.101175,15.671694,389.838806,566.490967,24.340006,-12.429114,564.529663,19.258331,138.794571,485.295746,33.928295,131.119400,642.563965,32.314754,232.372437,491.322754,34.633484,218.503708,651.088623,33.413834
59,393.203644,-12.064469,14.500091,-10.586434,-13.093562,15.680611,389.840820,566.489807,24.342894,-12.428997,564.533936,19.255350,138.796936,485.299500,33.928234,131.112045,642.565796,32.312222,232.361862,491.320099,34.641762,218.500519,651.094177,33.415710
60,393.248230,-12.070989,14.504630,-10.617751,-13.110419,15.681873,389.840698,566.489502,24.339418,-12.436188,564.522095,19.256870,138.782928,485.301544,33.930901,131.112228,642.566162,32.313030,232.375961,491.322906,34.636688,218.497711,651.090271,33.413200
61,393.249329,-12.066468,14.502310,-10.647015,-13.106222,15.689150,389.843964,566.489807,24.339764,-12.429368,564.527954,19.258095,138.795731,485.302399,33.930302,131.107086,642.565918,32.307083,232.375275,491.316010,34.630932,218.496582,651.091003,33.410030
62,393.249054,-12.076899,14.495790,-10.764639,-13.147373,15.706375,389.843414,566.495972,24.337957,-12.433168,564.518738,19.257267,138.801498,485.301331,33.928917,131.112717,642.563599,32.315594,232.371674,491.318268,34.640873,218.500534,651.095032,33.413506
63,393.253021,-12.064437,14.504664,-10.851004,-13.129338,15.691401,389.845581,566.497986,24.336967,-12.424152,564.525330,19.255058,138.789551,485.305389,33.930573,131.117783,642.560730,32.308838,232.382858,491.318268,34.633781,218.501770,651.085327,33.410145
64,393.137878,-12.169292,14.529984,-11.156159,-13.191540,15.753581,389.847382,566.497253,24.344482,-12.422608,564.534424,19.250259,138.797043,485.305359,33.929306,131.117813,642.562927,32.314743,232.375671,491.325714,34.644180,218.502258,651.092163,33.411968
65,393.099396,-12.205503,14.615628,-11.309866,-13.250001,15.796742,389.846100,566.488342,24.340401,-12.421900,564.527283,19.251152,138.797623,485.302429,33.928486,131.121674,642.562988,32.321350,232.377640,491.318878,34.638645,218.504761,651.088135,33.414780
66,393.250244,-12.065270,14.512974,-11.525170,-13.323105,15.885736,389.850861,566.493713,24.337275,-12.428326,564.531494,19.257427,138.802902,485.299622,33.928219,131.123306,642.560730,32.316143,232.376175,491.307495,34.641388,218.507278,651.088989,33.413860
67,393.252899,-12.065829,14.501677,-11.928661,-13.392007,15.915388,389.839691,566.502930,24.339022,-12.430158,564.527283,19.258307,138.793213,485.297577,33.927475,131.123016,642.557800,32.316681,232.374969,491.319824,34.628235,218.506470,651.091614,33.409248
68,393.251740,-12.067397,14.503440,-11.910543,-13.384151,15.899043,389.839691,566.492676,24.340828,-12.438796,564.521179,19.252798,138.799820,485.303467,33.931545,131.118790,642.558777,32.309380,232.385422,491.320374,34.633308,218.503082,651.093567,33.413910
69,393.147217,-12.164757,14.534612,-11.847516,-13.410220,15.944121,389.834808,566.487061,24.335430,-12.435795,564.516479,19.250566,138.801834,485.304993,33.929237,131.118134,642.562805,32.308929,232.387512,491.310486,34.636494,218.501328,651.082642,33.409786
70,393.242249,-12.068818,14.497426,-11.800027,-13.354693,15.882345,389.837158,566.484802,24.344473,-12.434031,564.525024,19.256454,138.787033,485.298248,33.921894,131.110687,642.560669,32.306423,232.374573,491.317627,34.635120,218.497726,651.088196,33.408066
71,393.251373,-12.067503,14.501133,-11.708989,-13.343183,15.878881,389.846924,566.494385,24.346272,-12.431848,564.533081,19.257843,138.792480,485.294434,33.928284,131.116989,642.566772,32.307964,232.372375,491.310791,34.639923,218.495529,651.091736,33.408466
72,393.093018,-12.170552,14.540811,-11.722794,-13.371758,15.908775,389.847534,566.488159,24.342562,-12.422324,564.532043,19.260437,138.777908,485.296539,33.924477,131.105927,642.567993,32.308975,232.370163,491.322052,34.632504,218.497223,651.089172,33.408459
73,393.098663,-12.211905,14.614770,-11.793097,-13.361820,15.893528,389.845947,566.494263,24.335400,-12.421391,564.537109,19.256844,138.789505,485.293152,33.933044,131.106567,642.569031,32.306622,232.369888,491.316650,34.637428,218.496109,651.090637,33.409870
74,393.245331,-12.069297,14.500398,-11.834844,-13.364940,15.885197,389.845337,566.495667,24.329222,-12.428608,564.527832,19.255894,138.798462,485.302338,33.933239,131.105881,642.574890,32.300716,232.366302,491.320679,34.633213,218.497742,651.089172,33.412926
75,393.207947,-12.051835,14.498781,-11.931766,-13.384686,15.912607,389.845245,566.503113,24.336082,-12.430997,564.535217,19.255054,138.804672,485.307526,33.928867,131.119324,642.566223,32.299404,232.378723,491.319550,34.628876,218.496857,651.087463,33.406937
76,393.200531,-12.054626,14.506307,-11.656785,-13.354001,15.912449,389.839691,566.496155,24.333639,-12.441055,564.529846,19.251587,138.803558,485.308319,33.932648,131.111359,642.564575,32.296402,232.370758,491.325134,34.628597,218.496979,651.093872,33.409115
77,393.244263,-12.073047,14.496058,-11.502894,-13.332410,15.894599,389.836395,566.488037,24.333889,-12.429336,564.529480,19.253510,138.797394,485.302216,33.931881,131.117599,642.565369,32.299911,232.370270,491.320923,34.639458,218.499573,651.092834,33.411907
78,393.248108,-12.063485,14.497050,-11.253004,-13.228085,15.786151,389.839172,566.484802,24.341730,-12.429008,564.527222,19.253429,138.789612,485.301361,33.935211,131.117783,642.563843,32.308750,232.375427,491.317078,34.638832,218.499237,651.091125,33.409451
79,393.207153,-12.098182,14.584165,-11.142287,-13.189725,15.755230,389.846985,566.501587,24.345255,-12.427351,564.523682,19.254025,138.802322,485.300385,33.922367,131.118622,642.561768,32.306671,232.388062,491.323303,34.640785,218.507568,651.087402,33.413624
80,393.245483,-12.065180,14.498927,-10.875503,-13.126874,15.686283,389.845734,566.503235,24.334003,-12.424344,564.536377,19.253082,138.807602,485.299622,33.932220,131.124069,642.566528,32.307247,232.385361,491.325165,34.626740,218.500015,651.093384,33.410824
81,393.251495,-12.064988,14.498182,-10.809210,-13.128721,15.694095,389.848083,566.504395,24.334787,-12.428246,564.531189,19.252741,138.805145,485.301758,33.928886,131.122787,642.560608,32.306213,232.379456,491.315460,34.634258,218.500702,651.088867,33.411293
82,393.252319,-12.064769,14.499139,-10.730839,-13.126622,15.709332,389.850586,566.506958,24.342079,-12.425810,564.531311,19.250628,138.799225,485.307129,33.925369,131.126740,642.560852,32.298725,232.374817,491.316711,34.628159,218.501205,651.091370,33.407127
83,393.247559,-12.070539,14.494438,-10.645745,-13.119998,15.696569,389.842438,566.493713,24.343750,-12.431062,564.533264,19.256056,138.792816,485.305542,33.933300,131.119965,642.561035,32.304077,232.385269,491.324524,34.631134,218.498001,651.088806,33.399971
84,393.247345,-12.069724,14.500665,-10.613784,-13.096852,15.690564,389.839355,566.490051,24.340223,-12.433474,564.522949,19.253693,138.790115,485.309265,33.930336,131.115768,642.565857,32.306999,232.372330,491.317993,34.631115,218.502594,651.089844,33.407410
85,393.251160,-12.062867,14.497896,-10.601675,-13.091137,15.677174,389.834351,566.485107,24.334614,-12.431151,564.522217,19.253290,138.795074,485.302521,33.941093,131.114670,642.560486,32.303902,232.371582,491.320129,34.633976,218.495789,651.085571,33.407928
86,393.250977,-12.065081,14.505239,-10.584548,-13.097327,15.672947,389.845795,566.483337,24.334356,-12.429679,564.526001,19.256088,138.787262,485.300446,33.931438,131.106155,642.568726,32.297878,232.366959,491.320282,34.639614,218.501266,651.083191,33.406399
87,393.248383,-12.066404,14.501234,-10.578089,-13.093341,15.676150,389.837189,566.488220,24.332264,-12.428546,564.528564,19.253738,138.789337,485.299896,33.930279,131.104828,642.561523,32.291157,232.372864,491.323761,34.629025,218.488068,651.087219,33.404930
88,393.253143,-12.064380,14.500898,-10.558786,-13.092316,15.675091,389.845459,566.486450,24.340382,-12.433682,564.525330,19.255718,138.800079,485.301971,33.932343,131.111893,642.572632,32.294678,232.365829,491.310730,34.634644,218.488480,651.091858,33.403568
89,393.246857,-12.062999,14.495611,-10.553498,-13.084642,15.672893,389.835938,566.484375,24.341532,-12.434203,564.518372,19.251852,138.797195,485.309570,33.929657,131.109070,642.571533,32.297611,232.371765,491.315796,34.623020,218.494339,651.094116,33.402515
90,393.250946,-12.073779,14.503938,-10.553547,-13.084534,15.671149,389.840363,566.486877,24.333155,-12.430799,564.532166,19.259230,138.778503,485.298065,33.921318,131.108231,642.572632,32.292912,232.374725,491.327484,34.630894,218.498596,651.092834,33.411552
91,393.169037,-12.077670,14.595531,-10.554252,-13.079407,15.665766,389.846222,566.500916,24.341042,-12.426414,564.527588,19.257626,138.784195,485.298431,33.930202,131.110367,642.570679,32.293026,232.382996,491.325745,34.638256,218.499756,651.084656,33.407455
92,393.245941,-12.062948,14.504248,-10.565053,-13.084893,15.681564,389.849457,566.490967,24.346842,-12.434320,564.527527,19.253881,138.809509,485.307831,33.935211,131.120621,642.561218,32.303040,232.361191,491.321259,34.642677,218.500671,651.085083,33.407200
93,393.253204,-12.059804,14.497672,-10.568236,-13.092500,15.686950,389.842316,566.490845,24.339668,-12.424681,564.531677,19.250759,138.805832,485.300964,33.934944,131.112930,642.565186,32.300198,232.385666,491.323273,34.632320,218.499771,651.087097,33.406750
94,393.206482,-12.094995,14.578736,-10.573103,-13.090410,15.693949,389.848541,566.497864,24.337465,-12.431188,564.524841,19.255253,138.798981,485.306610,33.929771,131.128616,642.556519,32.300007,232.395401,491.321991,34.635086,218.500000,651.088013,33.407452
95,393.249359,-12.069733,14.503057,-10.566383,-13.091635,15.677001,389.844849,566.489319,24.339134,-12.431713,564.520264,19.253979,138.796219,485.308899,33.935020,131.124069,642.563171,32.295574,232.376358,491.314697,34.633656,218.501404,651.096924,33.410564
96,393.252014,-12.062362,14.502492,-10.574626,-13.088053,15.681406,389.847809,566.491760,24.336645,-12.428528,564.535706,19.254408,138.807541,485.309174,33.930012,131.117737,642.557861,32.289345,232.371552,491.320068,34.643574,218.497665,651.092346,33.403095
97,393.138123,-12.098730,14.692426,-10.561196,-13.090051,15.681163,389.845184,566.508911,24.337349,-12.424529,564.527100,19.254398,138.795090,485.306122,33.931164,131.114197,642.564453,32.295834,232.395737,491.326294,34.629707,218.499802,651.096497,33.398613
98,393.212250,-12.091884,14.573318,-10.568836,-13.100362,15.695541,389.843933,566.492920,24.339508,-12.434564,564.531494,19.257328,138.801971,485.307404,33.922901,131.117996,642.565918,32.292831,232.386169,491.321930,34.637581,218.499893,651.088501,33.404640
99,393.250580,-12.062092,14.497032,-10.575903,-13.092880,15.689362,389.850952,566.488464,24.338696,-12.431392,564.532227,19.253046,138.783676,485.297028,33.930664,131.104904,642.570007,32.294800,232.377289,491.321106,34.627972,218.497742,651.092163,33.403294
100,393.201721,-12.043694,14.494715,-10.578534,-13.092657,15.685308,389.845490,566.494812,24.338245,-12.425053,564.531494,19.255108,138.794907,485.305969,33.927097,131.107224,642.576355,32.289627,232.371552,491.327820,34.622860,218.495773,651.088074,33.406414
101,393.248810,-12.069834,14.498596,-10.577145,-13.100327,15.688756,389.839294,566.487000,24.335022,-12.434392,564.526917,19.256315,138.794205,485.312927,33.918697,131.107483,642.576538,32.282063,232.386017,491.325012,34.627289,218.499176,651.099731,33.401379
102,393.208588,-12.094062,14.584922,-10.581558,-13.096043,15.684755,389.837006,566.491455,24.336714,-12.433394,564.535400,19.254410,138.792191,485.303680,33.926079,131.108337,642.566040,32.282791,232.381714,491.317352,34.630058,218.494247,651.089478,33.403683
103,393.134827,-12.173352,14.537354,-10.580745,-13.093217,15.675867,389.839996,566.485840,24.337433,-12.433200,564.514282,19.247974,138.780884,485.294312,33.920731,131.103485,642.569275,32.287102,232.370865,491.318848,34.632011,218.492340,651.090881,33.407635
104,393.189636,-12.063477,14.491714,-10.589855,-13.098907,15.676275,389.831604,566.478088,24.342695,-12.432360,564.525696,19.256527,138.783951,485.300903,33.921589,131.111588,642.569641,32.286095,232.369904,491.318268,34.639214,218.492722,651.086975,33.400799
105,393.194458,-12.052760,14.498996,-10.592351,-13.085177,15.683976,389.839508,566.491028,24.336113,-12.432373,564.527100,19.251900,138.781891,485.305969,33.935143,131.109344,642.573425,32.296185,232.365707,491.321442,34.635113,218.497269,651.086914,33.406731
106,393.244598,-12.062016,14.500230,-10.587123,-13.095712,15.675410,389.838379,566.488342,24.333477,-12.431671,564.521057,19.251032,138.789078,485.300385,33.922100,131.116760,642.569641,32.287483,232.376144,491.327179,34.640720,218.505707,651.088867,33.410088
107,393.026123,-12.197255,14.726281,-10.585965,-13.095950,15.680605,389.838989,566.489075,24.337202,-12.432914,564.533752,19.259342,138.797699,485.304413,33.921257,131.117538,642.568115,32.289673,232.374298,491.323059,34.644272,218.503159,651.095764,33.405479
108,393.127625,-12.177033,14.538125,-10.588745,-13.082658,15.683105,389.847931,566.503113,24.341259,-12.431341,564.531006,19.252779,138.799850,485.301270,33.933010,131.119415,642.564392,32.289936,232.383804,491.327942,34.635338,218.495529,651.086792,33.404892
