Trial06
Date:,2014/06/11
Time:,10:54:53
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20,393.095306,-12.325668,12.902364,-10.673252,-12.904402,16.208076,389.731842,566.011597,24.700314,-12.327880,564.475952,19.564402,165.486847,462.617157,34.063560,,,,259.380524,464.126404,34.780319,253.268875,624.404053,35.029678
21,393.093567,-12.329766,12.912827,-10.671794,-12.908273,16.216583,389.736664,566.019409,24.688618,-12.320992,564.475098,19.567215,165.496582,462.630920,34.065311,,,,259.419556,464.083191,34.754425,253.269806,624.398438,35.041988
22,393.093384,-12.329968,12.912047,-10.674478,-12.911078,16.209808,389.733063,566.018677,24.693573,-12.367624,564.448730,19.510479,165.501175,462.636200,34.059235,,,,259.423401,464.083893,34.756702,253.252548,624.400452,35.033104
23,393.102661,-12.328715,12.909331,-10.667720,-12.901085,16.210417,389.741943,566.028015,24.696959,-12.331556,564.472717,19.561197,165.495956,462.623932,34.057850,,,,259.404999,464.143372,34.750439,253.277161,624.411926,35.032791
24,393.092987,-12.329322,12.904637,-10.677283,-12.912020,16.214005,389.739227,566.015869,24.700237,-12.368699,564.455200,19.505447,165.503540,462.632416,34.064007,,,,259.396088,464.133636,34.776939,253.300095,624.409668,35.035412
25,393.099915,-12.324345,12.902619,-10.674325,-12.906361,16.218601,389.757111,566.024353,24.693293,-12.328487,564.477234,19.551981,165.510513,462.619263,34.062504,,,,259.410126,464.141022,34.757545,253.299164,624.403503,35.034908
26,393.098022,-12.329986,12.912196,-10.673389,-12.918881,16.210831,389.749207,566.020203,24.697346,-12.334879,564.475159,19.554424,165.521561,462.618378,34.079449,,,,259.401154,464.127777,34.777222,253.309204,624.415649,35.045441
27,393.103058,-12.330562,12.921777,-10.669267,-12.907465,16.213459,389.728119,565.999390,24.737484,-12.329407,564.482300,19.557955,165.505966,462.624298,34.074348,,,,259.409241,464.146301,34.757248,253.302490,624.407898,35.046341
28,393.087585,-12.316450,12.902241,-10.668159,-12.908549,16.215179,389.747589,566.021729,24.692787,-12.370298,564.445496,19.497110,165.510254,462.618530,34.066933,,,,259.392426,464.136414,34.782143,253.292419,624.401978,35.038498
29,393.091797,-12.318069,12.904804,-10.668996,-12.909290,16.213326,389.746796,566.021362,24.697701,-12.336397,564.474976,19.554333,165.501221,462.630096,34.077839,,,,259.423981,464.091003,34.754120,253.297226,624.424561,35.030506
30,393.091431,-12.316344,12.912113,-10.666569,-12.905273,16.212837,389.749237,566.025391,24.692982,-12.328668,564.478943,19.557526,165.497772,462.622314,34.075642,,,,259.433258,464.090668,34.741707,253.288696,624.407776,35.031254
31,393.095764,-12.309933,12.909136,-10.982511,-12.703856,16.182327,389.733154,566.016968,24.701918,-12.371064,564.457397,19.507202,165.491287,462.631012,34.072510,,,,259.415649,464.080109,34.750858,253.281097,624.408325,35.044640
32,393.084625,-12.324424,12.901619,-10.690534,-12.910875,16.211006,389.736969,566.015076,24.694427,-12.331619,564.476318,19.560366,165.483856,462.622955,34.066284,,,,259.392578,464.129059,34.776459,253.267868,624.389771,35.035255
33,393.100311,-12.331215,12.913123,-10.670489,-12.909122,16.212902,389.738739,566.013306,24.699829,-12.335782,564.479431,19.557421,165.499435,462.615601,34.059635,,,,259.409637,464.085205,34.749584,253.265778,624.393433,35.041546
34,393.096069,-12.328604,12.908220,-10.677910,-12.904134,16.214478,389.730957,566.015076,24.699991,-12.331267,564.477417,19.562523,165.503616,462.628784,34.056236,,,,259.392242,464.131592,34.749886,253.271423,624.388123,35.025505
35,393.085571,-12.323592,12.906021,-10.671004,-12.899031,16.208509,389.732727,566.014343,24.691969,-12.375560,564.449280,19.509157,165.506332,462.614410,34.053772,,,,259.401154,464.139496,34.747780,253.265488,624.384521,35.021713
36,393.095490,-12.326291,12.916243,-10.675650,-12.910599,16.212883,389.737518,566.023804,24.693651,-12.364964,564.445313,19.507059,165.506638,462.616699,34.059021,,,,259.408905,464.086273,34.747314,253.281296,624.393738,35.030556
37,393.094177,-12.321299,12.903791,-10.674244,-12.914198,16.206846,389.747131,566.035095,24.694126,-12.365503,564.449951,19.506504,165.490875,462.628876,34.070087,,,,259.396027,464.141144,34.757450,253.280884,624.407104,35.028980
38,393.089569,-12.327273,12.902252,-10.667987,-12.906131,16.205879,389.753235,566.031921,24.696270,-12.330821,564.476929,19.561144,165.496796,462.632599,34.073769,,,,259.418365,464.087402,34.761181,253.290283,624.418091,35.033138
39,393.110382,-12.317647,12.922384,-10.663250,-12.896115,16.210602,389.741150,566.029846,24.701740,-12.324448,564.477661,19.559797,165.496353,462.630981,34.073803,,,,259.399353,464.146423,34.779011,253.295898,624.415222,35.037334
40,393.093536,-12.317158,12.904430,-10.672029,-12.911786,16.210751,389.750397,566.028076,24.696995,-12.368905,564.450256,19.501457,165.517868,462.630859,34.078926,,,,259.399750,464.141998,34.778351,253.301392,624.419312,35.042824
41,393.097443,-12.323716,12.903965,-10.675444,-12.908391,16.211958,389.754944,566.019470,24.695082,-12.328651,564.471191,19.557142,165.505768,462.614624,34.062157,,,,259.403015,464.141663,34.778801,253.307663,624.427246,35.037735
42,393.103729,-12.321050,12.916864,-10.670145,-12.904165,16.209787,389.747467,566.022339,24.694174,-12.329486,564.470581,19.559408,165.511185,462.616791,34.072830,,,,259.398834,464.133820,34.772530,253.301651,624.411499,35.028141
43,393.096252,-12.312030,12.912541,-10.670143,-12.917160,16.212173,389.749878,566.018127,24.701832,-12.323869,564.474854,19.553474,165.510422,462.632935,34.073334,,,,259.388702,464.149719,34.780621,253.287476,624.395996,35.022846
44,393.091644,-12.315755,12.907051,-10.673807,-12.920843,16.216166,389.750366,566.018982,24.697197,-12.327391,564.478333,19.555191,165.506317,462.620697,34.070667,,,,259.388245,464.143311,34.774498,253.276947,624.392212,35.032425
45,393.101532,-12.318375,12.912724,-10.672997,-12.910514,16.209894,389.735474,566.017822,24.695927,-12.324476,564.471802,19.567247,165.509186,462.629974,34.062149,,,,259.390015,464.139801,34.783978,253.274384,624.395813,35.030045
46,393.094269,-12.327689,12.897282,-10.983606,-12.704825,16.173420,389.731232,566.007568,24.692530,-12.329615,564.469360,19.560165,165.504578,462.626343,34.063381,,,,259.383942,464.143799,34.766174,253.269485,624.380981,35.022449
47,393.082062,-12.313385,12.906299,-10.687051,-12.903225,16.214134,389.739075,566.028076,24.687332,-12.329835,564.469238,19.559797,165.490143,462.613068,34.064697,,,,259.407501,464.137299,34.755001,253.276627,624.391846,35.023800
48,393.093170,-12.313353,12.910062,-10.673269,-12.915840,16.210209,389.731964,566.015381,24.701061,-12.321957,564.480957,19.564278,165.495483,462.628082,34.075451,,,,259.415985,464.084198,34.749065,253.272995,624.398987,35.028343
49,393.095428,-12.317483,12.902974,-10.681032,-12.917207,16.213600,389.734650,566.022644,24.690138,-12.329239,564.476868,19.568430,165.492386,462.617432,34.062149,,,,259.378662,464.138611,34.776188,253.271286,624.386719,35.030418
50,393.088501,-12.325166,12.914150,-10.673699,-12.905718,16.210495,389.745941,566.031494,24.692986,-12.325256,564.475342,19.571301,165.486115,462.626892,34.063133,,,,259.414215,464.085358,34.760075,253.268845,624.386963,35.031559
51,393.094025,-12.329458,12.905563,-10.666452,-12.900331,16.209110,389.737183,566.025879,24.696672,-12.318249,564.477356,19.568266,165.499542,462.621277,34.068729,,,,259.382233,464.141663,34.770451,253.262939,624.388245,35.030071
52,393.089264,-12.319396,12.918477,-10.666470,-12.917163,16.214252,389.744659,566.026001,24.691002,-12.324831,564.471924,19.566385,165.511780,462.620636,34.067177,,,,259.421722,464.096619,34.759903,253.287918,624.403442,35.032429
53,393.101227,-12.325356,12.916290,-10.674001,-12.918860,16.213417,389.743347,566.015564,24.693434,-12.325488,564.484863,19.563789,165.503052,462.622498,34.064312,,,,259.409546,464.143280,34.760521,253.288696,624.397034,35.031086
54,393.107697,-12.328416,12.918306,-10.679227,-12.908341,16.214945,389.753601,566.019714,24.696735,-12.325919,564.466125,19.549753,165.506699,462.626312,34.066448,,,,259.391937,464.134796,34.771198,253.279556,624.399231,35.025822
55,393.105133,-12.325017,12.909348,-10.669655,-12.904885,16.213236,389.759125,566.022827,24.698370,-12.330695,564.467529,19.558567,165.515717,462.625092,34.059616,,,,259.426788,464.084656,34.749512,253.308472,624.414978,35.029346
56,393.098846,-12.311861,12.915486,-10.678426,-12.906138,16.215218,389.730896,566.002136,24.741528,-12.335184,564.471436,19.555704,165.512390,462.634308,34.075756,,,,259.419647,464.091339,34.757614,253.290344,624.405273,35.032475
57,393.091400,-12.326672,12.909464,-10.662473,-12.896348,16.208744,389.741669,566.022278,24.702217,-12.332397,564.469604,19.556818,165.515991,462.622833,34.080086,,,,259.393951,464.144745,34.774979,253.293732,624.419373,35.033054
58,393.092926,-12.318734,12.909547,-10.670509,-12.911131,16.208023,389.750183,566.026489,24.698450,-12.326747,564.474487,19.562172,165.503815,462.631744,34.065807,,,,259.410675,464.151337,34.760990,253.292877,624.423401,35.033165
59,393.091858,-12.327863,12.910781,-10.670838,-12.907416,16.208164,389.745239,566.023560,24.694330,-12.328570,564.470581,19.557987,165.510880,462.624695,34.065727,,,,259.422607,464.086395,34.757641,253.275681,624.392944,35.027279
60,393.096161,-12.321955,12.911429,-10.672021,-12.909454,16.214521,389.740265,566.019958,24.695301,-12.326803,564.477966,19.558912,165.502640,462.628265,34.067753,,,,259.417175,464.075836,34.752258,253.269608,624.408325,35.028355
61,393.092010,-12.318556,12.899659,-10.675274,-12.913627,16.210669,389.738892,566.017212,24.693958,-12.334800,564.483643,19.563126,165.498657,462.623657,34.067238,,,,259.393677,464.136627,34.748745,253.270142,624.397583,35.021626
62,393.083527,-12.320298,12.899704,-10.670649,-12.905188,16.212769,389.734680,566.004822,24.701231,-12.332076,564.471802,19.555933,165.495682,462.629913,34.068001,,,,259.395630,464.143188,34.762714,253.263611,624.394348,35.022530
63,393.087402,-12.323754,12.904748,-10.679383,-12.910706,16.213446,389.741272,566.019348,24.695576,-12.378941,564.447205,19.501974,165.496246,462.611176,34.064880,,,,259.416016,464.083618,34.743374,253.265961,624.390808,35.025127
64,393.092346,-12.325153,12.897373,-10.670986,-12.902543,16.212645,389.737213,566.016479,24.702967,-12.378606,564.448242,19.504173,165.504700,462.615448,34.061398,,,,259.377808,464.144714,34.782814,253.270966,624.395325,35.022545
65,393.097900,-12.312102,12.913869,-10.675107,-12.896671,16.207430,389.743347,566.027466,24.695831,-12.378390,564.447571,19.499321,165.494232,462.633514,34.067635,,,,259.382050,464.146698,34.774536,253.280350,624.404846,35.030567
66,393.095795,-12.315903,12.911775,-10.675713,-12.906553,16.211153,389.741577,566.032715,24.697502,-12.379270,564.455933,19.499941,165.497818,462.630341,34.069412,,,,259.385620,464.145844,34.770443,253.280304,624.406677,35.024212
67,393.109924,-12.325097,12.915831,-10.661934,-12.897505,16.212376,389.749481,566.030701,24.697199,-12.331556,564.482178,19.554144,165.509018,462.623932,34.069008,,,,259.416779,464.096161,34.754623,253.277054,624.402832,35.026810
68,393.115784,-12.324532,12.928196,-10.666801,-12.904375,16.213619,389.750427,566.022705,24.693596,-12.326379,564.466187,19.547102,165.508102,462.625824,34.074089,,,,259.393982,464.142609,34.776272,253.279892,624.379700,35.026642
69,393.090240,-12.325421,12.915496,-10.665893,-12.905002,16.213825,389.756409,566.018860,24.699375,-12.336286,564.476440,19.560366,165.521957,462.617157,34.067913,,,,259.411285,464.136963,34.763474,253.294037,624.388611,35.036919
70,393.098480,-12.328583,12.912802,-10.671345,-12.914499,16.213957,389.754486,566.022278,24.694418,-12.332614,564.475891,19.559484,165.519638,462.621033,34.058769,,,,259.412018,464.145111,34.752518,253.295456,624.392273,35.026871
71,393.097168,-12.325803,12.914536,-10.671326,-12.918035,16.215521,389.740601,566.016541,24.698204,-12.334562,564.474304,19.562599,165.510010,462.617828,34.070446,,,,259.416351,464.135864,34.749306,253.285538,624.395142,35.027767
72,393.086182,-12.322400,12.893834,-10.671426,-12.911014,16.216955,389.745819,566.018738,24.694544,-12.331717,564.474182,19.557720,165.511185,462.619720,34.076839,,,,259.404510,464.143707,34.760498,253.283737,624.392639,35.023037
73,393.082611,-12.320560,12.901587,-10.678070,-12.917680,16.217009,389.739136,566.025635,24.695393,-12.332444,564.479797,19.565680,165.500977,462.631226,34.069668,,,,259.398438,464.147095,34.750206,253.262421,624.379822,35.024258
74,393.096832,-12.314385,12.907696,-10.677973,-12.915294,16.208189,389.746490,566.031067,24.694658,-12.335699,564.479126,19.561817,165.498840,462.618225,34.063049,,,,259.385345,464.156250,34.780136,253.278091,624.397522,35.021114
75,393.089081,-12.309484,12.900986,-10.676250,-12.917167,16.203363,389.743683,566.015015,24.700348,-12.324674,564.469849,19.558290,165.493256,462.623657,34.076878,,,,259.385468,464.143158,34.782703,253.263565,624.383728,35.029980
76,393.095306,-12.321993,12.898527,-10.670454,-12.908080,16.210882,389.732208,566.010620,24.699923,-12.319324,564.475037,19.553623,165.495804,462.617096,34.070553,,,,259.385376,464.145905,34.780716,253.265594,624.387512,35.025269
77,393.090179,-12.322860,12.905784,-10.676949,-12.897330,16.217472,389.738007,566.014465,24.701345,-12.302260,564.452637,19.529976,165.493713,462.612457,34.068687,,,,259.383698,464.137329,34.785503,253.264374,624.390869,35.021477
78,393.094910,-12.327661,12.903200,-10.680276,-12.912717,16.215269,389.737946,566.020752,24.693539,-12.278679,564.459534,19.514051,165.487259,462.626892,34.072529,,,,259.406708,464.161346,34.759842,253.258072,624.392822,35.019146
79,393.103638,-12.326523,12.908245,-10.674809,-12.909415,16.206339,389.738220,566.020447,24.694981,-12.295863,564.429138,19.427792,165.512634,462.629303,34.055367,,,,259.405090,464.144775,34.758389,253.280136,624.408081,35.021690
80,393.095215,-12.320363,12.915794,-10.673336,-12.906012,16.213545,389.738892,566.016846,24.693558,-12.234296,564.455322,19.459522,165.499786,462.618256,34.059433,,,,259.423645,464.093750,34.740959,253.283508,624.402954,35.011990
81,393.092377,-12.328651,12.899783,-10.673043,-12.904473,16.211552,389.743103,566.030884,24.697361,-12.223991,564.458130,19.446146,165.517471,462.627319,34.069611,,,,259.408325,464.147522,34.752403,253.278900,624.407410,35.023277
82,393.094238,-12.329962,12.918363,-10.676211,-12.914761,16.213322,389.750061,566.027161,24.698862,-12.225929,564.450256,19.450409,165.518295,462.627808,34.060875,,,,259.400574,464.137573,34.778156,253.311508,624.416504,35.023708
83,393.095825,-12.314329,12.918464,-10.662526,-12.896864,16.211649,389.747589,566.014648,24.701912,-12.203588,564.404663,19.496927,165.505829,462.626678,34.078266,,,,259.395172,464.139313,34.792519,253.295059,624.416077,35.031811
84,393.096985,-12.312137,12.917375,-10.669984,-12.903734,16.213928,389.749603,566.018188,24.703722,-12.113262,564.269409,19.538172,165.503174,462.618927,34.071617,,,,259.394073,464.134857,34.791294,253.287399,624.388611,35.038425
85,393.098907,-12.322320,12.911939,-10.673141,-12.912191,16.204054,389.746948,566.020447,24.694979,-12.182346,564.218628,19.544455,165.508514,462.629150,34.075558,,,,259.383881,464.134094,34.783249,253.272186,624.394714,35.023033
86,393.098724,-12.326391,12.904526,-10.670244,-12.900405,16.209364,389.748291,566.027832,24.693882,-12.164670,564.249207,19.613485,165.489426,462.630493,34.069839,,,,259.421722,464.084503,34.747379,253.280533,624.404846,35.019882
87,393.090729,-12.308528,12.903885,-10.676754,-12.906235,16.209742,389.739258,566.018372,24.689293,-12.182133,564.265259,19.615961,165.495316,462.629272,34.053490,,,,259.432220,464.085449,34.750584,253.264023,624.394409,35.016724
88,393.091156,-12.323442,12.907177,-10.676888,-12.915877,16.212767,389.743469,566.016663,24.693789,-12.197271,564.201904,19.592051,165.491333,462.627106,34.065075,,,,259.398407,464.139587,34.749718,253.260895,624.385620,35.017403
89,393.093781,-12.329504,12.907364,-10.985222,-12.713681,16.181686,389.734833,566.016418,24.697313,-12.029931,564.127930,19.615826,165.491974,462.634033,34.074406,,,,259.393311,464.141174,34.763321,253.271286,624.382263,35.019154
90,393.100494,-12.319530,12.912151,-10.682570,-12.899811,16.209923,389.732819,566.007568,24.698364,-12.088576,564.113037,19.551153,165.487579,462.623566,34.067768,,,,259.391357,464.128876,34.780369,253.271088,624.383850,35.023098
91,393.100769,-12.311856,12.910053,-10.671375,-12.915075,16.213636,389.740479,566.016418,24.700882,-12.057281,564.149902,19.592951,165.490845,462.626221,34.070961,,,,259.378235,464.130798,34.781132,253.269745,624.388977,35.034111
92,393.090820,-12.322493,12.903854,-10.671206,-12.907506,16.218800,389.750702,566.033875,24.701519,-12.133582,564.255371,19.591793,165.493668,462.630737,34.066830,,,,259.417450,464.089142,34.757698,253.268829,624.402649,35.024887
93,393.101807,-12.323191,12.913221,-10.670380,-12.903289,16.213707,389.746704,566.019531,24.692492,-12.071140,564.155518,19.618668,165.496353,462.613800,34.069744,,,,259.423035,464.087372,34.756306,253.275314,624.408936,35.018688
94,393.089203,-12.329423,12.901330,-10.681117,-12.908700,16.215534,389.745148,566.026367,24.698099,-12.237338,564.337219,19.586586,165.516251,462.635132,34.069580,,,,259.426788,464.088318,34.749119,253.273239,624.407837,35.013100
95,393.106964,-12.326108,12.919276,-10.671621,-12.905850,16.213156,389.746460,566.036255,24.694839,-12.247841,564.364014,19.590277,165.515335,462.637909,34.070839,,,,259.412567,464.089294,34.760994,253.279144,624.403076,35.022106
96,393.100922,-12.329769,12.922668,-10.681188,-12.913488,16.212658,389.751038,566.017273,24.703764,-12.238302,564.366150,19.592762,165.501312,462.621368,34.067570,,,,259.392914,464.149353,34.785019,253.275620,624.383179,35.025494
97,393.088715,-12.319357,12.910768,-10.676328,-12.912752,16.213902,389.751129,566.018555,24.697414,-12.233135,564.347046,19.585812,165.498657,462.621155,34.072968,,,,259.398499,464.141754,34.781349,253.283630,624.394836,35.022156
98,393.097473,-12.326758,12.910707,-10.665566,-12.904725,16.215796,389.739716,566.009644,24.701159,-12.281947,564.332214,19.523630,165.502014,462.626831,34.066319,,,,259.425690,464.084259,34.747753,253.280396,624.383850,35.013241
99,393.094727,-12.322290,12.917027,-10.667217,-12.908044,16.212568,389.743073,566.026917,24.692270,-12.240982,564.357361,19.595865,165.509995,462.626923,34.055798,,,,259.421936,464.077515,34.752670,253.280823,624.399719,35.021584
100,393.099487,-12.320509,12.914027,-10.669991,-12.915416,16.215199,389.741974,566.027466,24.695000,-12.242841,564.358032,19.587790,165.489471,462.619843,34.063484,,,,259.427551,464.088898,34.737156,253.267975,624.392151,35.012211
101,393.096497,-12.324829,12.908790,-10.668467,-12.914858,16.213139,389.748657,566.022827,24.691881,-12.290218,564.338501,19.516548,165.485489,462.630310,34.071808,,,,259.409180,464.154449,34.757027,253.268845,624.396301,35.009876
102,393.095856,-12.330902,12.911607,-10.671793,-12.905015,16.214790,389.738586,566.023071,24.702583,-12.247506,564.353699,19.583031,165.493698,462.629730,34.070797,,,,259.385162,464.138306,34.779079,253.267975,624.394592,35.024036
103,393.086700,-12.320489,12.908944,-10.982801,-12.705148,16.172817,389.734070,566.016296,24.698784,-12.283777,564.339966,19.529535,165.490631,462.634674,34.075424,,,,259.387695,464.146179,34.781158,253.273270,624.395325,35.026066
104,393.095398,-12.317414,12.913529,-10.682737,-12.908668,16.207436,389.746948,566.023621,24.706179,-12.244714,564.356445,19.595053,165.483322,462.632355,34.079227,,,,259.385742,464.146637,34.771423,253.258331,624.373596,35.023762
105,393.095306,-12.329645,12.896025,-10.976933,-12.705029,16.174366,389.743744,566.027832,24.694567,-12.241173,564.361084,19.590763,165.495026,462.635284,34.070930,,,,259.382965,464.135315,34.783836,253.276581,624.391235,35.012161
106,393.089935,-12.326276,12.899863,-10.685946,-12.901633,16.216038,389.743591,566.010925,24.691355,-12.242375,564.357117,19.593130,165.492188,462.629242,34.065166,,,,259.423279,464.081696,34.749435,253.269669,624.401978,35.012856
107,393.100800,-12.325705,12.908253,-10.666696,-12.917451,16.209249,389.746552,566.022766,24.687151,-12.285268,564.334778,19.529858,165.504837,462.624817,34.062706,,,,259.422089,464.079529,34.735390,253.273361,624.398254,35.016190
108,393.099579,-12.324518,12.907312,-10.672241,-12.902903,16.216732,389.743805,566.021423,24.692276,-12.248221,564.359436,19.593185,165.505051,462.623138,34.058964,,,,259.405731,464.137939,34.762192,253.270508,624.389282,35.013878
109,393.089050,-12.326396,12.901138,-10.672214,-12.899338,16.210934,389.741516,566.021729,24.701565,-12.292459,564.340027,19.523579,165.501251,462.630554,34.072845,,,,259.408600,464.138916,34.758575,253.279922,624.392334,35.015923
110,393.098328,-12.331208,12.906229,-10.676216,-12.911274,16.211714,389.742096,566.009399,24.699226,-12.290846,564.338501,19.520512,165.504562,462.623260,34.072586,,,,259.382141,464.149445,34.785278,253.267044,624.385193,35.022118
111,393.099701,-12.330189,12.912623,-10.665215,-12.907836,16.209242,389.744568,566.026794,24.699854,-12.242534,564.357910,19.590897,165.512344,462.625000,34.072899,,,,259.388214,464.146027,34.783730,253.278137,624.389282,35.018040
112,393.089600,-12.310089,12.906946,-10.668715,-12.901931,16.211287,389.741089,566.027039,24.698309,-12.238750,564.350403,19.591871,165.515823,462.630127,34.070923,,,,259.424255,464.089966,34.749962,253.277618,624.398376,35.021313
113,393.094177,-12.321997,12.908558,-10.667381,-12.910595,16.206768,389.745392,566.030823,24.697044,-12.238517,564.340637,19.581675,165.502518,462.622833,34.069481,,,,259.432648,464.079376,34.755386,253.268738,624.385071,35.014465
114,393.094391,-12.329521,12.905619,-10.672624,-12.902245,16.207750,389.742218,566.019775,24.689835,-12.240400,564.359924,19.589157,165.503723,462.632233,34.065228,,,,259.424133,464.077301,34.743431,253.275192,624.393127,35.012177
115,393.090942,-12.338178,12.906121,-10.984296,-12.713617,16.172260,389.735504,566.014832,24.700111,-12.244430,564.350098,19.588074,165.496902,462.624268,34.076653,,,,259.395508,464.131744,34.779156,253.286728,624.393433,35.014950
116,393.090973,-12.320382,12.904894,-10.683157,-12.909794,16.213076,389.749268,566.022522,24.701496,-12.290765,564.331238,19.525248,165.496750,462.629517,34.081417,,,,259.399994,464.143280,34.785088,253.264130,624.377563,35.023846
117,393.096191,-12.328242,12.904860,-10.976375,-12.716076,16.168304,389.734314,566.010681,24.705046,-12.244832,564.357300,19.583263,165.498154,462.631622,34.068119,,,,259.390869,464.142273,34.779278,253.277496,624.386902,35.021317
118,393.089325,-12.330569,12.919253,-10.685205,-12.903986,16.219648,389.734711,566.025269,24.704472,-12.248991,564.361328,19.588875,165.489777,462.615753,34.074501,,,,259.386719,464.136200,34.780872,253.269531,624.390625,35.018726
119,393.108398,-12.318663,12.920732,-10.669343,-12.904560,16.211964,389.744263,566.035583,24.690147,-12.246219,564.358154,19.587688,165.494385,462.619812,34.063545,,,,259.425537,464.094299,34.752033,253.282867,624.408081,35.012936
