Trial07
Date:,2014/06/11
Time:,10:59:01
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
35,393.080811,-12.309856,12.886862,-10.693646,-12.909060,16.183115,389.708832,566.054932,24.656742,-12.356056,564.510742,19.261017,137.266998,483.660400,33.807770,142.134003,640.935486,33.930042,230.836349,481.989014,34.719872,230.031708,642.307739,34.566010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,393.080048,-12.308399,12.884994,-10.686265,-12.906843,16.177517,389.716553,566.038940,24.654999,-12.363108,564.488892,19.256718,137.266937,483.658508,33.818718,142.132996,640.933044,33.928673,230.849991,482.056183,34.569118,230.018173,642.319031,34.564919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,393.087646,-12.313143,12.884111,-10.685732,-12.904096,16.180241,389.706116,566.048157,24.661812,-12.352539,564.513916,19.265024,137.274811,483.667877,33.816547,142.127106,640.937439,33.931808,230.842987,481.990143,34.714302,230.021866,642.309937,34.565559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,393.076843,-12.311570,12.880289,-10.687583,-12.907787,16.171049,389.710144,566.038696,24.668659,-12.356933,564.494080,19.255817,137.276794,483.663605,33.810532,142.129349,640.938477,33.933552,230.878448,481.976959,34.650463,230.013443,642.313843,34.564087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,393.077667,-12.307740,12.881875,-10.683225,-12.900732,16.178440,389.710876,566.040344,24.661087,-12.368109,564.496033,19.257954,137.275620,483.668060,33.808720,142.112640,640.944153,33.926216,230.837219,481.983826,34.718506,230.015167,642.316895,34.564365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,393.069000,-12.290536,12.873648,-10.694518,-12.904623,16.176231,389.702484,566.044617,24.655575,-12.364189,564.499390,19.251905,137.429871,483.636505,33.863060,142.113281,640.947205,33.928802,230.862411,481.993591,34.650299,230.016678,642.311951,34.553020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,393.077942,-12.321619,12.880784,-10.695249,-12.900344,16.175901,389.694061,566.050537,24.659565,-12.366534,564.504883,19.251652,137.259079,483.668762,33.805637,142.120041,640.940063,33.925396,230.820892,481.986084,34.722237,230.008026,642.316956,34.560673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,393.078033,-12.309126,12.880105,-10.695704,-12.914091,16.177952,389.693665,566.054565,24.653902,-12.363186,564.497925,19.254314,137.262604,483.662994,33.808674,142.123428,640.943237,33.927475,230.877777,481.980011,34.656601,230.017242,642.307129,34.556801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,393.071869,-12.310119,12.867570,-10.691439,-12.918309,16.173090,389.691589,566.042480,24.652525,-12.366426,564.491089,19.253775,137.255188,483.663452,33.796120,142.123230,640.938843,33.915958,230.838043,481.975067,34.718716,230.017883,642.310608,34.553059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,393.075989,-12.303987,12.881151,-10.695594,-12.920034,16.170998,389.687103,566.030090,24.660229,-12.371049,564.487976,19.250540,137.255157,483.667633,33.805740,142.124374,640.938599,33.924232,230.870285,481.967651,34.654705,230.018295,642.306885,34.557266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,393.079437,-12.304812,12.882734,-10.693725,-12.912628,16.178780,389.687744,566.039001,24.657534,-12.359948,564.488281,19.250725,137.259048,483.672089,33.808304,142.115982,640.942078,33.924896,230.832367,481.956482,34.713436,230.012146,642.307434,34.562893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,393.080383,-12.307129,12.887060,-10.693910,-12.923469,16.173681,389.702271,566.036621,24.658110,-12.365334,564.489258,19.251842,137.261856,483.664886,33.813145,142.126114,640.938354,33.923500,230.873795,481.968414,34.654617,230.016800,642.309631,34.559410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,393.074249,-12.307721,12.868973,-10.695312,-12.918108,16.176712,389.695007,566.038391,24.654243,-12.359389,564.496643,19.251511,137.260925,483.662994,33.810833,142.115448,640.940002,33.924034,230.828384,481.983124,34.719139,230.019730,642.316528,34.565159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,393.079193,-12.309654,12.876585,-10.687932,-12.914438,16.173067,389.711273,566.046875,24.654497,-12.362517,564.510132,19.254654,137.265656,483.668030,33.810642,142.129608,640.938843,33.924698,230.837631,481.973236,34.714870,230.033417,642.311401,34.555115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,393.081604,-12.307451,12.878769,-10.685001,-12.902329,16.175667,389.718536,566.043518,24.662680,-12.355195,564.510620,19.259954,137.437622,483.635468,33.854725,142.125259,640.937866,33.925888,230.845566,482.056580,34.561985,230.029770,642.309265,34.567280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,393.074249,-12.307239,12.876610,-10.686839,-12.900470,16.177540,389.719269,566.037048,24.663538,-12.358906,564.500488,19.259819,137.440735,483.630035,33.856976,142.136505,640.932861,33.923019,230.845078,482.057220,34.563576,230.036163,642.315491,34.563725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,393.076508,-12.301104,12.873043,-10.683033,-12.901791,16.170380,389.720673,566.044556,24.664015,-12.354572,564.503235,19.257814,137.283615,483.667450,33.812317,142.129822,640.937378,33.922630,230.850616,481.980988,34.721951,230.029083,642.308655,34.557693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,393.077271,-12.316271,12.882583,-10.687703,-12.909564,16.174284,389.710602,566.047485,24.659428,-12.358216,564.509949,19.263105,137.434906,483.640411,33.859768,142.131348,640.934021,33.921600,230.890198,481.984131,34.652836,230.021759,642.312927,34.564274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,393.079742,-12.309728,12.878588,-10.687364,-12.914407,16.174969,389.704346,566.039673,24.656097,-12.376760,564.491882,19.260983,137.282349,483.667328,33.814796,142.127472,640.937378,33.922199,230.837097,481.993500,34.716286,230.016541,642.307251,34.548695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,393.082764,-12.310646,12.888478,-10.699932,-12.919102,16.171934,389.692780,566.041260,24.661280,-12.381771,564.489929,19.253122,137.258118,483.657043,33.803303,142.120041,640.938354,33.918766,230.825302,481.978210,34.720322,230.015335,642.312134,34.557396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,393.074188,-12.302107,12.878056,-10.693916,-12.911733,16.178350,389.696198,566.033936,24.650972,-12.384584,564.489319,19.252785,137.262283,483.671906,33.807941,142.121460,640.938171,33.917671,230.826813,481.976379,34.715099,230.019928,642.316406,34.552212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,393.069092,-12.297893,12.874301,-10.695394,-12.915337,16.177208,389.681152,566.035645,24.656559,-12.364166,564.455688,19.273237,137.264206,483.660309,33.807278,142.120621,640.945251,33.916161,230.874390,481.963684,34.657776,230.001434,642.313232,34.554626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,393.069336,-12.299695,12.876162,-10.694862,-12.912710,16.175055,389.691559,566.034058,24.653372,-12.387493,564.481812,19.248013,137.255615,483.663879,33.804924,142.115997,640.942078,33.924297,230.869217,481.972076,34.651855,230.014359,642.317932,34.556042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,393.071960,-12.310531,12.870364,-10.695910,-12.915631,16.176216,389.689758,566.043884,24.658388,-12.376184,564.441528,19.260681,137.253433,483.670319,33.799099,142.122955,640.939697,33.917839,230.871979,481.972351,34.655956,230.016556,642.315674,34.553658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,393.073212,-12.312227,12.878986,-10.690492,-12.916683,16.178068,389.696320,566.040710,24.651232,-12.403327,564.482788,19.243687,137.260254,483.673920,33.807339,142.119339,640.940063,33.919670,230.878784,481.969238,34.654301,230.015839,642.310547,34.549389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,393.078918,-12.307345,12.883022,-10.678160,-12.908569,16.175385,389.710480,566.032410,24.656061,-12.410952,564.477661,19.245743,137.264984,483.674377,33.803993,142.130157,640.939148,33.919258,230.866943,481.970215,34.649281,230.028122,642.311340,34.556709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,393.080475,-12.311273,12.880018,-10.686123,-12.910606,16.175617,389.709198,566.030762,24.658440,-12.435518,564.470215,19.235910,137.268845,483.665253,33.809277,142.120682,640.937012,33.918030,230.844467,481.981567,34.721882,230.023346,642.306213,34.560204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,393.079224,-12.306386,12.882833,-10.688605,-12.900991,16.175316,389.707153,566.036865,24.657370,-12.441661,564.481812,19.216812,137.262711,483.657013,33.801853,142.128937,640.937256,33.917263,230.887390,481.968903,34.656094,230.028122,642.319092,34.560131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,393.080811,-12.304573,12.886409,-10.689900,-12.909926,16.179344,389.714539,566.033386,24.665346,-12.445738,564.487366,19.209539,137.273392,483.663422,33.807819,142.127792,640.933655,33.921848,230.847916,481.980225,34.724815,230.017059,642.314819,34.563297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,393.086914,-12.310384,12.885571,-10.690080,-12.903443,16.178951,389.712585,566.046204,24.662588,-12.479798,564.498169,19.197226,137.436142,483.638062,33.859257,142.127899,640.933777,33.915154,230.841675,482.047241,34.563915,230.021774,642.305969,34.558804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,393.085907,-12.308048,12.883939,-10.692986,-12.907039,16.180515,389.706482,566.048706,24.660994,-12.514320,564.470398,19.189960,137.281494,483.668518,33.803825,142.129791,640.932251,33.918098,230.839645,481.975647,34.714317,230.028137,642.312256,34.563499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,393.076721,-12.303839,12.878657,-10.690310,-12.909416,16.175364,389.716034,566.048401,24.662033,-12.533400,564.458740,19.179115,137.268814,483.667572,33.807499,142.123596,640.938293,33.914516,230.886505,481.966522,34.660713,230.022110,642.309753,34.556938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,393.078217,-12.305052,12.874907,-10.684020,-12.910512,16.179705,389.719086,566.045105,24.656511,-12.579047,564.466370,19.176449,137.266342,483.665344,33.805515,142.123734,640.941101,33.918343,230.834671,481.988251,34.702282,230.016754,642.321350,34.543827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,393.074829,-12.298445,12.880992,-10.682415,-12.899614,16.176279,389.698975,566.037842,24.657385,-12.608515,564.426453,19.174963,137.282410,483.671326,33.807533,142.116638,640.945374,33.914196,230.877655,481.982117,34.645626,230.026108,642.320129,34.556351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,393.077637,-12.310092,12.874730,-10.689939,-12.899526,16.180540,389.703217,566.025879,24.661051,-12.650942,564.409912,19.176039,137.262527,483.670563,33.801708,142.111862,640.948303,33.909210,230.872940,481.978912,34.656929,230.007156,642.308044,34.555866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,393.073792,-12.298562,12.874238,-10.700336,-12.919682,16.185280,389.694763,566.021667,24.653635,-12.644345,564.420044,19.174551,137.256165,483.657623,33.801689,142.105438,640.943970,33.907944,230.867371,481.974884,34.654987,229.998077,642.313416,34.554428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,393.075439,-12.302873,12.875380,-10.705641,-12.919297,16.174423,389.688782,566.033752,24.660295,-12.632030,564.429504,19.164690,137.253464,483.673157,33.805328,142.110611,640.945496,33.910767,230.880737,481.963928,34.658688,230.004333,642.304321,34.556496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,393.076477,-12.309757,12.881227,-10.697680,-12.905733,16.175636,389.696869,566.034729,24.651846,-12.939272,564.277832,19.146641,137.251526,483.672516,33.797035,142.128113,640.942078,33.912380,230.821686,481.960815,34.716190,230.011108,642.305969,34.553783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,393.072205,-12.315658,12.882302,-10.691272,-12.910427,16.180464,389.692902,566.039490,24.654184,-12.956774,564.236206,19.188652,137.248398,483.666229,33.799084,142.124680,640.939026,33.913044,230.838120,481.977539,34.725346,230.012054,642.304749,34.557610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,393.075867,-12.301302,12.879809,-10.691561,-12.910958,16.174755,389.703400,566.038879,24.648317,-13.235790,564.098328,19.180403,137.262436,483.669800,33.809090,142.132050,640.933472,33.918011,230.880447,481.967743,34.656006,230.016266,642.314148,34.556908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,393.081696,-12.319969,12.886797,-10.689218,-12.902325,16.177351,389.710541,566.035400,24.662291,-13.259380,564.280823,18.958727,137.264755,483.661224,33.811687,142.121155,640.934631,33.915249,230.886459,481.967651,34.653385,230.011337,642.311584,34.564266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,393.082642,-12.313783,12.882534,-10.684648,-12.904874,16.170721,389.708740,566.034119,24.658926,-12.290848,564.751892,18.973318,137.264206,483.664520,33.800358,142.119339,640.940002,33.910759,230.842133,481.975006,34.722218,230.010666,642.311646,34.564640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,393.081879,-12.315239,12.883760,-10.685703,-12.910112,16.174532,389.718536,566.041138,24.665525,-12.218151,564.806091,18.990107,137.279953,483.663055,33.812191,142.118958,640.937988,33.913277,230.890717,481.973236,34.661617,230.022049,642.324219,34.559715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,393.078308,-12.310697,12.878781,-10.688511,-12.910893,16.178165,389.726440,566.041016,24.661865,-12.234778,564.800354,18.984560,137.204315,483.649872,33.740437,142.119370,640.937317,33.906544,230.843811,481.978149,34.715317,230.026733,642.310791,34.556438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,393.078583,-12.320176,12.879654,-10.687241,-12.913798,16.182915,389.713867,566.039490,24.657280,-12.242228,564.776184,18.983608,137.427170,483.636108,33.857544,142.123871,640.932190,33.916225,230.843246,481.972717,34.714191,230.024139,642.310791,34.555347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,393.071533,-12.319254,12.867550,-10.695786,-12.927284,16.178354,389.706207,566.040222,24.655334,-12.264571,564.775024,18.983620,137.442429,483.633392,33.857502,142.127518,640.934937,33.910564,230.888596,481.961884,34.655064,230.027222,642.307800,34.555344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,393.080963,-12.310275,12.883986,-10.686047,-12.906663,16.177061,389.705017,566.034302,24.659990,-12.252114,564.778381,18.992725,137.260025,483.663330,33.798336,142.127487,640.938904,33.911896,230.807007,482.044098,34.625328,230.022675,642.316345,34.542816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,393.076355,-12.308382,12.875786,-10.696531,-12.916043,16.176798,389.700653,566.037537,24.657986,-12.264006,564.770874,18.979712,137.253616,483.660034,33.800964,142.112381,640.944458,33.907696,230.889664,481.981445,34.654884,230.014084,642.305786,34.559155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,393.077545,-12.316560,12.878363,-10.691587,-12.905703,16.174246,389.693176,566.040527,24.656141,-12.268593,564.781311,18.973701,137.257126,483.671967,33.805157,142.105682,640.947144,33.905277,230.824646,481.977905,34.719784,230.008850,642.310242,34.548103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,393.073029,-12.299119,12.877405,-10.692245,-12.914349,16.180956,389.697144,566.035583,24.656202,-12.276139,564.776001,18.980740,137.251404,483.662201,33.801029,142.109955,640.948242,33.907188,230.820724,481.972504,34.721790,230.012741,642.310425,34.557053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,393.071777,-12.303546,12.875133,-10.699895,-12.914046,16.175455,389.694214,566.033447,24.650208,-12.283278,564.768616,18.973583,137.243256,483.666321,33.793945,142.105148,640.948303,33.902542,230.883255,481.976135,34.653816,229.999298,642.311218,34.552433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,393.078491,-12.305072,12.887028,-10.692645,-12.918553,16.182606,389.690277,566.037415,24.653254,-12.275350,564.772949,18.968737,137.250656,483.664063,33.800240,142.107834,640.945190,33.906055,230.834763,481.969727,34.715542,230.012314,642.314941,34.557762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
