Timestamp, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagnetometerX, MagnetometerY, MagnetometerZ, DMUserAccelerationX, DMUserAccelerationY, DMUserAccelerationZ, DMGravityX, DMGravityY, DMGravityZ, DMMagX, DMMagY, DMMagZ, DMAttitudeX, DMAttitudeY, DMAttitudeZ, DMAttitudeW 
424170167.505399, 0.12365723, -0.24566650, -0.87861633, -0.04422605, 0.01018260, -0.09223832, -163.23341370, 139.62101746, 237.64262390, 0.13637732, -0.20882703, -0.96839684, -0.01272009, -0.03683947, 0.08978054, 0.00000000, 0.00000000, 0.00000000, -0.08504010, 0.09257292, 0.97867742, -0.16244674
424170167.522179, 0.14057922, -0.24794006, -0.96115112, -0.00605443, 0.04748203, -0.06677610, -161.86457825, 139.27880859, 237.64262390, 0.13682736, -0.20818484, -0.96847165, -0.00137510, -0.03609312, 0.04458249, 0.00000000, 0.00000000, 0.00000000, -0.08515307, 0.09226661, 0.97879477, -0.16185372
424170167.536924, 0.13389587, -0.23320007, -1.00694275, 0.05389732, 0.04365587, -0.06621444, -162.03567505, 138.76548767, 236.47770691, 0.13743657, -0.20840430, -0.96833819, 0.00131160, -0.03199792, -0.03742964, 0.00000000, 0.00000000, 0.00000000, -0.08543801, 0.09236479, 0.97882971, -0.16143571
424170167.553150, 0.14419556, -0.25442505, -0.94972229, 0.03433986, 0.07539436, -0.04726605, -163.57562256, 138.93659973, 236.64411926, 0.13823059, -0.20887218, -0.96812433, -0.00433471, -0.02432788, -0.03881842, 0.00000000, 0.00000000, 0.00000000, -0.08583898, 0.09257163, 0.97884086, -0.16103644
424170167.568950, 0.15103149, -0.25213623, -0.94252014, 0.00917699, 0.05231807, -0.02580017, -163.57562256, 139.96322632, 237.30978394, 0.13938610, -0.20939645, -0.96784538, 0.00480946, -0.04502860, 0.01812307, 0.00000000, 0.00000000, 0.00000000, -0.08643472, 0.09277046, 0.97882000, -0.16072989
424170167.584096, 0.15103149, -0.25213623, -0.94252014, -0.03464080, 0.03864620, -0.01019138, -163.57562256, 139.96322632, 237.30978394, 0.14073746, -0.21119252, -0.96725935, 0.01029404, -0.04094371, 0.02473923, 0.00000000, 0.00000000, 0.00000000, -0.08725967, 0.09357385, 0.97868613, -0.16063359
424170167.600492, 0.13533020, -0.24942017, -0.92718506, -0.07911666, 0.05527950, -0.00223093, -162.89120483, 140.30543518, 237.97544861, 0.14142255, -0.21076283, -0.96725315, 0.00027055, -0.03925243, 0.03579565, 0.00000000, 0.00000000, 0.00000000, -0.08757207, 0.09329817, 0.97867337, -0.16070164
424170167.616734, 0.13592529, -0.23713684, -0.94129944, -0.10267338, 0.05544941, 0.00450953, -164.26002502, 140.98985291, 237.64262390, 0.14223011, -0.21120338, -0.96703863, -0.00287159, -0.03435631, 0.03436042, 0.00000000, 0.00000000, 0.00000000, -0.08803331, 0.09343884, 0.97858781, -0.16088885
424170167.632141, 0.13417053, -0.23326111, -0.98971558, -0.10007494, 0.07061132, 0.00478970, -164.26002502, 140.30543518, 238.64111328, 0.14300890, -0.20969050, -0.96725297, -0.01138659, -0.02459295, 0.00724628, 0.00000000, 0.00000000, 0.00000000, -0.08831301, 0.09259760, 0.97860494, -0.16111757
424170167.648769, 0.12225342, -0.21421814, -1.03569031, -0.04365560, 0.06560884, 0.00063969, -163.91783142, 139.96322632, 238.30828857, 0.14401567, -0.20798549, -0.96747172, -0.00984513, -0.02527562, -0.02224386, 0.00000000, 0.00000000, 0.00000000, -0.08869437, 0.09163760, 0.97861516, -0.16139465
