Trial09
Date:,2014/06/11
Time:,11:03:21
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
275,392.975250,-12.113691,14.159424,-10.556388,-13.132541,15.792650,390.011566,566.437317,24.478981,-13.448706,563.642700,20.571527,,,,114.468987,670.772644,119.032021,225.535706,526.341431,120.986198,201.300247,685.208740,114.049957,,,,,,,,,,,,,,,
276,392.967010,-12.121878,14.143838,-10.543203,-13.124953,15.791999,390.012756,566.437378,24.482679,-13.421110,563.655579,20.546999,,,,114.038643,672.187073,121.345909,224.469421,527.538269,122.846123,200.940933,685.991150,116.264816,,,,,,,,,,,,,,,
277,393.027191,-12.142979,14.159142,-10.546142,-13.133932,15.800509,390.013336,566.438354,24.480930,-13.389915,563.702759,20.537218,,,,113.662994,673.591797,123.315689,223.396927,528.417664,124.804832,200.503555,687.246338,118.330330,,,,,,,,,,,,,,,
278,392.977783,-12.116894,14.147371,-10.542661,-13.133993,15.796888,390.010162,566.438538,24.465132,-14.324984,563.634949,20.249352,,,,113.101242,675.039429,125.502914,222.280777,529.265076,126.843056,200.223953,688.168518,120.342117,,,,,,,,,,,,,,,
279,392.961426,-12.116690,14.143479,-10.557592,-13.135509,15.793477,390.001831,566.438232,24.457474,-14.067521,564.059326,19.903500,,,,112.682549,676.564636,127.399010,221.415085,530.444702,128.727982,199.859177,689.358093,122.339355,,,,,,,,,,,,,,,
280,392.957703,-12.118552,14.129287,-10.551968,-13.141609,15.791345,390.002869,566.427307,24.468985,-14.047438,564.099060,19.845362,,,,112.377106,677.786987,129.533051,220.327255,531.448975,130.447006,199.550156,690.525269,124.248344,,,,,,,,,,,,,,,
281,392.958771,-12.123331,14.118150,-10.552774,-13.137428,15.797169,390.005310,566.417114,24.453550,-14.056761,564.148071,19.908867,,,,111.943352,679.153259,131.818146,219.458908,532.524902,131.968079,198.993179,691.485779,126.264854,,,,,,,,,,,,,,,
282,393.040192,-12.125717,14.144638,-10.566006,-13.129766,15.798365,389.809875,566.410828,24.129841,-13.827322,563.793884,20.343777,,,,111.443848,680.613831,133.778732,218.542923,533.293396,133.627853,198.748322,692.424866,128.353577,,,,,,,,,,,,,,,
283,393.046600,-12.121593,14.145448,-10.556283,-13.138266,15.791352,389.835022,566.469910,24.192991,-13.586489,563.728516,20.497303,,,,111.122398,681.958374,136.177780,217.873703,534.568604,135.271927,198.401566,693.900208,130.275589,,,,,,,,,,,,,,,
284,393.035370,-12.127798,14.143623,-10.549119,-13.141873,15.785433,389.874420,566.401245,24.253952,-13.451395,563.771973,20.501976,,,,110.826340,683.167969,138.489365,217.189453,535.718201,136.785614,197.905869,694.789001,132.472168,,,,,,,,,,,,,,,
285,392.971710,-12.120913,14.128036,-10.550828,-13.134315,15.795093,389.887146,566.492188,24.190283,-13.024134,564.025818,20.274008,,,,110.324608,684.488892,140.509201,216.636353,536.615234,138.585754,197.584534,696.104126,134.723831,,,,,,,,,,,,,,,
286,392.969421,-12.121589,14.152638,-10.560948,-13.130155,15.793412,389.969147,566.378845,24.384745,-12.721271,563.904602,19.989626,118.301163,550.121765,135.129089,109.852814,685.729675,142.742416,215.748962,537.817322,140.724533,197.171326,697.274536,136.984421,,,,,,,,,,,,,,,
287,393.038605,-12.134678,14.148782,-10.555711,-13.127170,15.796293,389.974548,566.379211,24.397064,-12.622208,564.483398,20.249664,119.872993,547.009277,137.615402,109.615753,687.026245,145.118149,215.395309,538.813293,142.923889,196.891159,698.368652,139.250381,,,,,,,,,,,,,,,
288,392.968933,-12.118154,14.155255,-10.558331,-13.129272,15.793413,389.960724,566.376465,24.398167,-12.705378,564.575745,20.362289,119.229385,545.660217,139.962509,109.300133,688.533508,147.371765,214.590424,540.002075,144.747238,196.549164,699.475403,141.579468,,,,,,,,,,,,,,,
289,393.031006,-12.141776,14.176259,-10.549388,-13.137496,15.799081,389.968414,566.368225,24.399414,-12.715413,564.575867,20.345726,118.608925,548.432556,140.851547,109.052208,689.313660,149.807922,214.255524,541.057190,146.732147,196.378448,700.541809,143.963165,,,,,,,,,,,,,,,
290,392.976532,-12.138850,14.134622,-10.557995,-13.156168,15.796229,389.963165,566.364990,24.388777,-12.718287,564.588684,20.354082,118.582527,548.707336,143.288147,108.745224,690.847961,151.931900,214.023895,542.312622,148.660751,196.070450,701.829163,146.108887,,,,,,,,,,,,,,,
291,393.045868,-12.136331,14.149034,-10.545573,-13.139589,15.786345,389.973389,566.376526,24.395334,-12.707355,564.590881,20.352470,117.624306,549.866699,145.245193,108.634270,691.856140,153.911972,213.469574,543.416992,150.930420,195.994385,702.777832,148.277466,,,,,,,,,,,,,,,
292,392.976959,-12.127991,14.133092,-10.543689,-13.147335,15.799662,389.959015,566.371887,24.389746,-12.701285,564.602173,20.351810,117.108208,551.034424,145.884827,108.277084,693.010742,155.899704,213.134247,544.477661,153.773026,195.752975,704.098328,150.439606,,,,,,,,,,,,,,,
293,392.976990,-12.112351,14.132879,-10.544989,-13.146951,15.801949,389.972778,566.366760,24.368628,-12.684895,564.610474,20.350084,115.105019,556.680298,147.784714,107.820137,694.214050,157.819077,212.763214,545.762939,156.205551,195.331863,705.246704,152.740082,,,,,,,,,,,,,,,
294,392.970886,-12.116724,14.128749,-10.550880,-13.135143,15.800415,389.972351,566.379028,24.373280,-12.669083,564.650330,20.358608,115.684158,556.635803,150.033020,107.619659,695.241455,159.999222,212.260437,546.736572,158.637909,194.935806,706.329468,155.142426,,,,,,,,,,,,,,,
295,392.990448,-12.111629,14.091674,-10.553649,-13.134986,15.795795,389.973145,566.386230,24.384602,-12.659060,564.653809,20.365309,116.242851,554.633911,153.396332,107.248825,696.445862,162.343246,211.984009,547.964539,161.402161,194.732635,707.387695,157.429001,,,,,,,,,,,,,,,
296,392.964630,-12.112256,14.122378,-10.556693,-13.124112,15.792934,389.980194,566.384827,24.381990,-12.639725,564.668457,20.362528,115.535225,556.340271,155.779709,106.802475,697.622803,164.460266,211.406998,548.955322,164.518082,194.117035,708.413025,159.889999,,,,,,,,,,,,,,,
297,393.024536,-12.136181,14.131873,-10.556462,-13.123061,15.795676,389.958008,566.368835,24.379038,-12.616528,564.670471,20.330194,113.887230,559.700317,158.155365,106.145233,698.614197,166.697952,210.754776,549.965210,167.787338,193.862137,709.602539,162.433746,,,,,,,,,,,,,,,
298,393.043701,-12.121974,14.150661,-10.550557,-13.141121,15.793412,389.964355,566.376221,24.394070,-12.617799,564.674988,20.335390,116.945717,542.461365,171.005310,105.884438,699.934448,168.958252,210.229935,550.970154,171.185165,193.337860,710.479614,165.230743,,,,,,,,,,,,,,,
299,393.039612,-12.128403,14.148359,-10.554857,-13.134335,15.792524,389.970917,566.369263,24.391245,-12.592056,564.688538,20.316349,116.204185,543.919556,174.206879,105.385384,701.096680,171.335052,209.544739,552.088257,174.647858,192.938614,711.432922,167.654938,,,,,,,,,,,,,,,
300,393.029358,-12.150655,14.154180,-10.555591,-13.141244,15.788801,389.970978,566.373230,24.396393,-12.594038,564.669434,20.291710,115.520538,544.894409,177.798965,105.091034,702.287964,173.744003,208.695862,552.882080,178.065491,192.531525,712.430054,170.334610,,,,,,,,,,,,,,,
301,392.968262,-12.126607,14.133693,-10.557340,-13.137766,15.787477,389.966675,566.368530,24.392000,-12.595798,564.657898,20.284393,114.789017,546.160400,181.467117,104.766876,703.129944,176.400131,207.985367,553.644897,181.661087,192.328934,713.229126,172.881012,,,,,,,,,,,,,,,
302,393.035889,-12.157830,14.151543,-10.546218,-13.145740,15.791288,389.963013,566.369507,24.392250,-12.598167,564.564270,20.229404,114.568687,546.942017,185.470200,104.605972,704.227539,179.096954,207.709427,554.603882,184.930344,192.138000,713.882324,175.542770,,,,,,,,,,,,,,,
303,393.043793,-12.136866,14.156982,-10.547707,-13.141581,15.799811,389.960205,566.370544,24.395199,-12.545622,564.599792,20.242264,114.249107,547.947571,189.372116,104.472267,705.087830,181.873718,207.314499,555.448364,188.469284,191.828354,714.711304,178.095825,,,,,,,,,,,,,,,
304,392.979828,-12.123396,14.140177,-10.544906,-13.145068,15.792618,389.973724,566.371277,24.383505,-12.555038,564.546570,20.268362,114.090546,548.784180,192.978546,104.261810,705.766968,184.677017,207.192368,556.089233,191.935272,191.798141,715.832764,180.531067,,,,,,,,,,,,,,,
305,393.043884,-12.150834,14.143053,-10.549913,-13.139313,15.797091,389.964325,566.388855,24.377695,-12.564928,564.555786,20.282816,114.059135,549.665161,196.528931,104.114792,706.513794,187.444992,207.363266,556.968201,195.541718,191.638153,716.320801,183.330658,,,,,,,,,,,,,,,
306,392.978027,-12.121165,14.137917,-10.551276,-13.131384,15.792791,389.965942,566.381958,24.380186,-12.569089,564.558655,20.300135,114.382851,550.248596,199.842392,104.064667,707.011353,190.093216,207.475327,557.773315,199.222382,191.514282,716.802185,186.005325,,,,,,,,,,,,,,,
307,392.956604,-12.101490,14.135803,-10.549865,-13.141541,15.791015,389.968048,566.377563,24.383667,-12.581693,564.540649,20.319740,114.583260,550.611145,202.822830,104.133667,707.632385,192.473083,207.710190,558.593384,203.042297,191.440323,717.740540,188.641937,,,,,,,,,,,,,,,
308,392.963470,-12.128882,14.122937,-10.556495,-13.121619,15.794181,389.818085,566.391968,24.165894,-12.574292,564.559692,20.323677,114.711617,551.204224,205.908768,104.131569,708.075439,194.789917,207.846024,559.476074,206.438126,191.482864,718.359985,191.242355,,,,,,,,,,,,,,,
309,393.027924,-12.147118,14.129924,-10.556446,-13.136318,15.797836,389.833710,566.433411,24.165461,-12.576672,564.556213,20.340040,114.978424,551.848999,208.899292,104.061623,708.423767,197.261459,207.865250,560.096924,209.943497,191.323746,718.883362,193.827087,,,,,,,,,,,,,,,
310,392.963501,-12.114702,14.128838,-10.548087,-13.138034,15.796838,389.867981,566.434021,24.201763,-12.576407,564.541138,20.328451,115.215996,552.340942,212.054672,104.137825,708.946594,199.675430,208.252579,560.848755,213.283768,191.305130,719.419128,196.331711,,,,,,,,,,,,,,,
311,392.967102,-12.117457,14.137181,-10.556748,-13.137113,15.792518,389.882996,566.432922,24.229019,-12.581689,564.522888,20.321259,115.464622,552.822144,215.416824,104.149132,709.405029,202.252823,208.442993,561.428772,216.352722,191.459900,720.149353,198.868073,,,,,,,,,,,,,,,
312,393.030518,-12.131661,14.145326,-10.551259,-13.133684,15.797047,389.869690,566.408508,24.217796,-12.569058,564.531250,20.331980,116.001335,553.517273,218.541840,104.345161,709.967896,205.084427,208.822052,562.108337,218.910278,191.489594,720.700073,201.176285,,,,,,,,,,,,,,,
313,392.966858,-12.127816,14.134557,-10.545333,-13.145597,15.794498,389.888245,566.437622,24.216864,-12.588372,564.416382,20.293549,116.267670,553.906250,221.997467,104.518135,710.315063,207.873032,209.327438,562.705444,221.688431,191.650436,721.069031,203.807571,,,,,,,,,,,,,,,
314,393.025574,-12.133187,14.158612,-10.554928,-13.137603,15.794259,389.879425,566.435364,24.228756,-12.589732,564.469238,20.340744,116.593010,554.507874,225.396194,104.743553,710.947449,210.894577,209.774506,563.131226,224.013641,191.888626,721.722656,206.209854,,,,,,,,,,,,,,,
315,393.024017,-12.142087,14.151069,-10.556965,-13.132312,15.799788,389.875031,566.422424,24.227623,-12.603921,564.449463,20.374832,117.088524,555.077942,228.786835,104.957306,711.603027,214.139282,210.168427,563.777954,226.459427,192.094452,722.262451,208.664459,,,,,,,,,,,,,,,
316,392.968048,-12.129462,14.128224,-10.550937,-13.133445,15.793362,389.865662,566.419983,24.210482,-12.654803,564.420471,20.414116,117.161911,555.548035,232.249695,105.210167,711.994995,217.397430,210.119064,564.075745,228.548096,192.277634,722.610535,211.117538,,,,,,,,,,,,,,,
317,392.975616,-12.122591,14.137004,-10.550020,-13.140367,15.790060,389.885284,566.444092,24.229380,-12.677444,564.393127,20.442093,117.118439,556.235901,235.540253,105.325058,712.483948,220.701157,209.960220,564.345825,230.748779,192.399796,722.999390,213.716721,,,,,,,,,,,,,,,
318,393.038696,-12.143859,14.151870,-10.550398,-13.127375,15.791568,389.888611,566.445984,24.234631,-12.691811,564.355591,20.474451,117.044868,556.996948,238.750488,105.589050,713.097351,223.962906,209.981491,564.654053,232.952347,192.481094,723.452271,216.618820,,,,,,,,,,,,,,,
319,393.032471,-12.140821,14.136113,-10.545074,-13.139941,15.799111,389.877533,566.436829,24.214190,-12.724863,564.341797,20.515854,117.050758,557.364807,241.818893,105.709885,713.625122,227.406372,209.887955,564.888855,235.358139,192.585052,723.912048,219.462769,,,,,,,,,,,,,,,
320,393.040161,-12.154467,14.144139,-10.552478,-13.129025,15.795491,389.871948,566.440002,24.226383,-12.807796,564.303711,20.535677,116.742073,557.776001,244.850632,105.461716,714.242065,230.880035,209.595413,565.213440,238.003036,192.616501,724.092896,222.330048,,,,,,,,,,,,,,,
321,392.957062,-12.112010,14.132462,-10.556490,-13.151607,15.795658,389.876984,566.435669,24.217924,-13.059944,564.213684,20.537621,116.393448,558.149780,247.662064,105.567123,715.068542,233.867386,209.257523,565.636169,240.658768,192.556213,724.325317,225.301529,,,,,,,,,,,,,,,
322,392.958069,-12.114677,14.142596,-10.553555,-13.136314,15.795058,389.868256,566.437317,24.214394,-13.284075,564.119385,20.596727,115.472137,558.624939,250.595383,105.614677,715.631226,237.282028,208.719574,565.803345,243.505417,192.652420,724.832581,228.268127,,,,,,,,,,,,,,,
323,393.035553,-12.138102,14.140152,-10.547698,-13.142356,15.795463,389.875946,566.442322,24.220114,-13.548187,564.184509,20.429148,115.216576,559.425537,253.456223,105.620773,716.124329,240.707474,208.233566,566.215332,246.225418,192.700378,725.216797,231.224579,,,,,,,,,,,,,,,
324,393.039825,-12.140486,14.148695,-10.557624,-13.143144,15.796481,389.870361,566.438538,24.218245,-13.429755,563.712952,20.972591,114.779617,559.980774,256.600861,105.783630,716.709473,243.994324,207.755112,566.416443,248.820801,192.610123,725.521118,234.102676,,,,,,,,,,,,,,,
325,392.970245,-12.119231,14.136252,-10.556984,-13.142203,15.788546,389.876251,566.441589,24.216467,-13.509787,564.196167,20.435455,114.392715,560.662354,259.715057,105.780540,717.600159,247.312912,207.187286,566.631592,251.358032,192.618500,725.750366,236.971115,,,,,,,,,,,,,,,
326,393.037720,-12.132843,14.154417,-10.546321,-13.129222,15.794964,389.872437,566.432312,24.223829,-13.665810,563.950439,20.640863,113.659714,561.445618,263.063995,106.054214,718.431885,250.762466,206.513092,566.834595,253.856369,192.732117,726.004028,239.932205,,,,,,,,,,,,,,,
327,393.044342,-12.130107,14.147930,-10.553536,-13.136465,15.789537,389.883575,566.439209,24.220942,-13.738393,564.242676,20.309622,113.083916,562.213745,266.251770,106.354065,719.226990,254.295517,205.854996,566.997131,256.336639,193.108414,726.403320,242.776749,,,,,,,,,,,,,,,
328,392.965851,-12.116426,14.138726,-10.553547,-13.125627,15.794878,389.882538,566.434814,24.219830,-12.291520,564.845703,20.033405,112.401802,562.998413,269.525879,106.692604,720.004700,258.096985,205.254852,567.445557,258.676788,193.484497,727.032898,245.435852,,,,,,,,,,,,,,,
329,392.973022,-12.117678,14.138103,-10.559048,-13.129993,15.798022,389.873260,566.433228,24.220232,-12.172221,564.867798,20.030546,111.782211,563.798035,272.939972,106.929062,721.134949,261.685730,204.498413,567.641418,261.328430,193.640121,727.399414,248.319992,,,,,,,,,,,,,,,
330,393.035126,-12.133862,14.150267,-10.555676,-13.133394,15.792996,389.880341,566.450195,24.227720,-12.226023,564.857971,20.057261,110.839005,564.948608,276.317719,107.147491,722.095154,265.341309,203.682449,568.000549,263.958405,193.757050,727.594971,251.265091,,,,,,,,,,,,,,,
331,393.014282,-12.122421,14.113418,-10.559391,-13.132456,15.797652,389.883667,566.438782,24.226376,-12.239794,564.852905,20.051790,109.925652,565.927979,280.004883,107.586311,723.128296,269.061829,202.519943,568.448181,266.845428,193.942993,728.046936,254.179947,,,,,,,,,,,,,,,
332,393.030579,-12.133476,14.150883,-10.552432,-13.136379,15.795485,389.885254,566.434448,24.214733,-12.228504,564.853516,20.035975,108.912979,567.202087,283.783356,107.544464,724.166260,272.832397,201.410919,568.597961,269.589508,193.943741,728.359436,257.206726,,,,,,,,,,,,,,,
333,393.034851,-12.131231,14.160473,-10.553094,-13.131881,15.796109,389.874725,566.441711,24.223259,-12.225794,564.853210,20.065033,107.883842,568.039063,287.510803,107.702187,725.316284,276.420563,200.200272,568.945435,272.679321,193.885727,728.766541,260.295135,,,,,,,,,,,,,,,
334,392.968689,-12.114242,14.139482,-10.552983,-13.134382,15.789266,389.883240,566.441467,24.214354,-12.233497,564.858459,20.039524,106.687813,569.243835,291.456573,107.728394,726.317993,280.227692,199.126617,569.229980,275.695313,193.996658,729.169006,263.292175,,,,,,,,,,,,,,,
335,392.965729,-12.113940,14.134400,-10.550580,-13.148061,15.792530,389.887695,566.447632,24.212551,-12.229836,564.846985,20.042549,106.167496,570.279907,295.323669,107.869431,727.510193,283.892639,198.083786,569.575439,278.634491,193.959366,729.477478,266.262177,,,,,,,,,,,,,,,
336,392.966339,-12.110023,14.141386,-10.543881,-13.143138,15.790124,389.873138,566.435181,24.216497,-12.257339,564.788025,20.001257,105.144974,571.244446,299.174225,108.119446,728.262451,287.650024,196.956192,569.940979,281.574036,194.026886,730.090698,269.402374,,,,,,,,,,,,,,,
337,392.981049,-12.120104,14.143383,-10.558598,-13.140061,15.788169,389.874512,566.442566,24.205708,-12.225455,564.859924,20.028406,104.494102,572.250366,302.847931,108.263954,729.198242,291.522369,196.228683,570.344360,284.689636,194.162689,730.388550,272.736633,,,,,,,,,,,,,,,
338,392.972687,-12.113645,14.143087,-10.551853,-13.136073,15.792462,389.874054,566.435669,24.209669,-12.221972,564.855652,20.017241,103.798843,573.275696,306.586731,108.290993,730.437744,295.298920,195.277420,570.966919,287.675262,193.989044,730.947693,275.972565,,,,,,,,,,,,,,,
339,392.970581,-12.124697,14.128352,-10.562555,-13.129762,15.789202,389.864441,566.443604,24.217911,-12.216005,564.864014,20.020033,103.168030,574.134094,310.381378,108.369202,731.270081,299.304901,194.387405,571.330078,290.866180,193.838272,731.333862,279.253845,,,,,,,,,,,,,,,
340,392.975220,-12.118232,14.134386,-10.559326,-13.130553,15.788603,389.872559,566.435425,24.221626,-12.239627,564.865295,20.030458,102.161751,575.328918,314.225555,108.501389,731.981262,303.130585,193.667618,571.818237,294.074066,193.780106,731.983582,282.637146,,,,,,,,,,,,,,,
341,393.034515,-12.139359,14.137078,-10.555441,-13.133601,15.803615,389.874359,566.439026,24.230576,-12.244139,564.843506,20.052979,101.580635,576.145935,317.808258,108.308090,733.304382,307.107513,192.622818,572.512878,297.087189,193.674133,732.591492,286.089752,,,,,,,,,,,,,,,
342,393.041931,-12.128074,14.153410,-10.543628,-13.133265,15.799806,389.883118,566.428101,24.229593,-14.042650,564.598755,19.862852,100.953697,577.091919,321.764984,108.215782,734.079102,311.241486,191.912567,573.159668,300.591797,193.489990,733.246338,289.479584,,,,,,,,,,,,,,,
343,392.983734,-12.116818,14.145658,-10.546062,-13.139765,15.791964,389.885468,566.433472,24.234760,-13.742558,564.381836,20.181438,99.749008,578.344666,325.403442,108.129387,735.184387,315.318848,190.481766,573.807251,303.885071,193.053329,733.724060,293.089935,,,,,,,,,,,,,,,
344,393.028961,-12.146976,14.136159,-10.540455,-13.135458,15.798259,389.882935,566.440857,24.229015,-13.596715,564.740967,19.828865,98.620659,579.573425,328.844910,108.085052,736.617249,319.231934,189.642227,574.139954,307.502594,192.949875,734.298584,296.978027,,,,,,,,,,,,,,,
345,392.969971,-12.126056,14.130778,-10.549891,-13.143976,15.797372,389.878723,566.451904,24.215939,-13.586226,564.765015,19.805956,97.637848,580.774536,332.788147,107.951553,737.755981,323.387054,188.081604,575.172852,310.682068,192.893036,735.332886,300.786133,,,,,,,,,,,,,,,
346,392.962616,-12.121207,14.122914,-10.548252,-13.129696,15.798642,389.872650,566.441711,24.213928,-13.547591,564.215515,20.424633,96.624451,581.874512,336.753754,107.888344,738.789673,327.474701,187.038513,575.874939,314.186188,192.554214,736.215576,304.453278,,,,,,,,,,,,,,,
347,393.011261,-12.108499,14.115122,-10.558352,-13.139603,15.794889,389.871765,566.452820,24.216948,-13.299639,564.386597,20.260265,95.698845,583.469666,340.594940,107.957138,740.309937,331.721100,185.743118,576.862610,317.475800,192.518494,736.760071,308.292419,,,,,,,,,,,,,,,
348,392.980835,-12.119328,14.129159,-10.555214,-13.131205,15.799443,389.871490,566.429504,24.212542,-13.021326,564.408752,20.351419,94.778015,584.590027,344.567261,107.830925,741.729187,335.756622,184.606430,577.683228,321.072571,192.505264,737.466431,311.819153,,,,,,,,,,,,,,,
349,393.040253,-12.130237,14.143926,-10.551567,-13.135573,15.792417,389.868744,566.438721,24.216019,-12.772667,564.428040,20.276901,93.919029,585.893799,349.125488,107.994316,743.112671,339.651520,183.685211,578.490112,324.579407,192.310989,738.405151,315.375641,,,,,,,,,,,,,,,
350,392.983643,-12.112719,14.146070,-10.550368,-13.141953,15.794073,389.882874,566.439941,24.217354,-12.651016,564.468079,20.349371,93.315010,587.877014,353.131927,108.255081,744.629089,343.849609,182.197205,579.576477,327.848724,192.390991,739.139404,318.954224,,,,,,,,,,,,,,,
351,392.974548,-12.130005,14.138273,-10.553544,-13.151922,15.785408,389.877319,566.429688,24.213535,-12.637702,564.519775,20.288998,91.612366,589.690002,357.069061,108.271645,746.148010,347.712219,181.050171,580.282288,331.222107,192.273956,739.875488,321.545654,,,,,,,,,,,,,,,
352,392.970673,-12.114098,14.145983,-10.540501,-13.141958,15.789858,389.877716,566.440491,24.225798,-12.619819,564.572937,20.265549,90.751968,591.571533,361.337830,108.584282,747.367371,351.327942,179.630951,581.289734,334.414978,192.286118,740.623779,324.756134,,,,,,,,,,,,,,,
353,392.972382,-12.129417,14.135028,-10.547277,-13.131273,15.797384,389.880249,566.442566,24.227108,-12.600168,564.581482,20.247761,89.219543,593.412231,365.114441,108.727272,749.340454,354.765869,178.420975,582.310547,337.747070,192.212479,742.014893,327.224060,,,,,,,,,,,,,,,
354,392.974487,-12.124148,14.129431,-10.555502,-13.135143,15.800737,389.872253,566.441223,24.226244,-12.553732,564.566589,20.263081,88.624794,595.379578,369.372589,109.026527,750.964966,357.989655,177.239105,583.156250,341.174713,192.305481,742.395020,330.749542,,,,,,,,,,,,,,,
355,392.898987,-12.174520,14.079494,-10.552394,-13.141228,15.797147,389.869202,566.444702,24.221363,-12.491066,564.596924,20.264391,88.023445,597.216614,373.858612,109.154732,752.795532,361.457642,176.057037,584.389282,344.520721,192.573807,743.355103,333.362701,,,,,,,,,,,,,,,
356,392.959442,-12.122215,14.128353,-10.555922,-13.132373,15.792205,389.878754,566.436401,24.214399,-12.437790,564.633728,20.248081,86.973557,599.096802,377.924347,109.406258,754.193848,364.813232,174.564560,585.402588,347.704987,192.692337,744.240295,335.924072,,,,,,,,,,,,,,,
357,393.016113,-12.104402,14.119083,-10.554048,-13.131026,15.792229,389.864410,566.405396,24.205450,-12.392805,564.633118,20.249086,86.051186,601.390259,382.194183,109.846680,756.189575,368.281158,172.876709,586.547058,350.780701,192.814728,744.538757,339.182983,,,,,,,,,,,,,,,
358,393.027039,-12.124610,14.120056,-10.544521,-13.135908,15.790690,389.881104,566.427979,24.212692,-12.369720,564.639893,20.253952,85.095695,603.454163,386.358673,110.593460,758.113464,371.627380,171.752548,587.472229,353.994293,193.076614,745.317932,341.788147,,,,,,,,,,,,,,,
359,393.027496,-12.115341,14.124563,-10.540035,-13.140204,15.788597,389.881317,566.445923,24.210878,-12.339873,564.657410,20.271744,84.269203,605.654419,390.749420,111.408783,759.902588,375.448517,170.358841,588.782837,357.316223,193.470795,746.403381,344.213379,,,,,,,,,,,,,,,
360,392.982025,-12.116485,14.130850,-10.547394,-13.123250,15.789889,389.886414,566.438782,24.215620,-12.322000,564.621826,20.263090,83.750168,608.223511,395.330017,112.398582,762.250366,378.797424,168.920105,589.932434,360.460052,193.753159,747.362122,346.625366,,,,,,,,,,,,,,,
361,392.965057,-12.126925,14.124043,-10.548875,-13.135818,15.796553,389.872101,566.446716,24.216478,-12.322531,564.631897,20.267485,83.200035,610.589905,399.729889,113.219070,764.301270,382.372894,167.196625,591.683655,363.478058,193.805466,748.681519,348.856689,,,,,,,,,,,,,,,
362,392.961273,-12.117968,14.138371,-10.556705,-13.145547,15.800549,389.871674,566.440552,24.213470,-12.331998,564.638428,20.265867,82.986145,613.116211,404.426880,114.107666,766.479980,385.771698,166.557602,592.948242,366.939545,194.026917,749.852844,351.335876,,,,,,,,,,,,,,,
363,392.969543,-12.119113,14.129371,-10.551491,-13.140924,15.799381,389.869507,566.439087,24.214504,-12.338984,564.645691,20.275772,82.474174,615.936218,409.019684,114.896233,768.818115,389.241669,165.325241,594.693848,370.331970,194.417236,750.768555,353.647888,,,,,,,,,,,,,,,
364,392.974701,-12.125380,14.131395,-10.551629,-13.151878,15.795286,389.875671,566.427490,24.220968,-12.341729,564.563416,20.230804,82.429520,619.074341,413.649445,116.125870,771.286987,392.432587,164.391281,596.624817,373.325439,194.632370,752.476257,355.423248,,,,,,,,,,,,,,,
365,393.044708,-12.140636,14.147369,-10.550453,-13.134098,15.796995,389.882294,566.436707,24.222704,-12.335571,564.641418,20.278631,83.041931,621.787598,418.599731,117.313980,773.546143,395.650116,163.304428,598.333618,375.936188,194.719650,753.987549,357.159760,,,,,,,,,,,,,,,
366,392.978027,-12.115865,14.136917,-10.550489,-13.140527,15.796436,389.868225,566.443604,24.217264,-12.330360,564.638611,20.262064,82.649712,624.732788,422.622375,118.711525,775.825012,399.220978,162.280060,600.073914,378.463806,195.023346,754.961426,359.239227,,,,,,,,,,,,,,,
367,393.047150,-12.136667,14.151633,-10.546960,-13.146508,15.792588,389.880890,566.455994,24.212849,-12.320938,564.641052,20.259670,83.470856,627.170715,427.395081,120.551315,778.034912,402.780914,160.981781,601.629517,380.834320,195.299576,756.619141,360.374023,,,,,,,,,,,,,,,
368,393.044678,-12.120010,14.151721,-10.545716,-13.139333,15.789988,389.878784,566.447021,24.220798,-12.327029,564.637146,20.267536,84.218285,629.371826,431.712860,122.568237,780.153992,406.170410,159.678970,603.031982,383.000458,195.744583,757.302979,361.833221,,,,,,,,,,,,,,,
369,392.985901,-12.119680,14.140656,-10.552240,-13.128599,15.788786,389.875488,566.444214,24.215679,-12.329875,564.636475,20.258163,84.387321,632.390076,435.853912,125.493256,781.815430,409.604401,158.418213,604.663757,385.102234,196.107056,758.448120,362.568909,,,,,,,,,,,,,,,
370,392.975037,-12.112638,14.133107,-10.552827,-13.126903,15.789817,389.873108,566.440857,24.213715,-12.327262,564.636047,20.251823,84.702110,634.855652,439.990448,127.202324,783.677246,412.179413,156.539978,605.817505,386.723511,196.111740,758.836914,362.958862,,,,,,,,,,,,,,,
371,393.039673,-12.125984,14.149343,-10.559249,-13.130692,15.784842,389.872711,566.437805,24.214651,-12.344422,564.618652,20.270193,85.284058,637.049133,443.903961,129.264526,785.278015,414.303070,154.678650,607.203186,388.744629,196.255280,759.560181,363.268402,,,,,,,,,,,,,,,
372,393.038116,-12.139065,14.141171,-10.559767,-13.134347,15.795073,389.875763,566.429932,24.223328,-12.324354,564.641907,20.257196,85.757721,639.486206,447.577454,131.478546,787.269836,416.388245,153.006699,608.244934,390.712585,196.464035,759.991028,363.717590,,,,,,,,,,,,,,,
