Trial09
Date:,2014/06/11
Time:,11:03:21
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2999,393.002808,-11.880753,14.096900,-10.320667,-12.761529,15.583079,389.567505,566.516174,24.092155,-12.380294,564.771790,20.211674,539.648682,487.253204,281.120422,617.865967,522.450073,148.663696,485.528503,561.840210,267.085175,567.263123,592.505981,133.052643,,,,,,,,,,,,,,,
3000,393.067413,-12.015645,14.082068,-10.531459,-13.092757,15.749859,389.572388,566.520447,24.092773,-12.368718,564.822388,20.239805,539.399658,487.619629,281.082642,617.683960,522.913818,148.772217,485.212097,562.176575,267.067902,567.042480,592.720215,132.980164,,,,,,,,,,,,,,,
3001,393.086487,-12.044456,14.090170,-10.505621,-13.136556,15.732920,389.571686,566.514832,24.096254,-12.365327,564.838257,20.239750,539.239258,488.214630,280.981506,617.595520,523.350708,148.815552,484.897034,562.681213,266.961761,566.568237,592.892090,133.048141,,,,,,,,,,,,,,,
3002,393.081024,-12.028867,14.092865,-10.493517,-13.131933,15.740296,389.564880,566.523865,24.097279,-12.373426,564.830261,20.247250,539.260681,488.739105,280.914215,617.339661,523.668762,148.830536,484.597443,563.200317,266.911682,566.037048,593.328613,133.048935,,,,,,,,,,,,,,,
3003,393.090759,-12.040895,14.086438,-10.525187,-13.145904,15.760237,389.563507,566.526489,24.095263,-12.388610,564.755127,20.205948,539.140198,489.100342,280.985168,617.066406,524.519958,148.656448,484.348236,563.611389,266.762482,565.848877,594.018921,132.946655,,,,,,,,,,,,,,,
3004,393.119720,-12.040092,14.047925,-10.534854,-13.142389,15.788337,389.577118,566.537476,24.085371,-12.385862,564.755493,20.205643,539.024780,489.562439,280.960632,616.958618,525.260681,148.637909,484.210968,563.964905,266.665649,565.844604,594.678955,132.741928,,,,,,,,,,,,,,,
3005,393.088837,-12.040630,14.088470,-10.544104,-13.147511,15.794841,389.561768,566.534119,24.090181,-12.367133,564.827759,20.236078,538.723694,490.015656,280.983185,616.892334,525.852417,148.783371,483.950836,564.317139,266.639954,565.711609,595.200378,132.778244,,,,,,,,,,,,,,,
3006,393.096619,-12.044141,14.079426,-10.543464,-13.129331,15.796185,389.563324,566.540039,24.099104,-12.369176,564.835510,20.253130,538.522888,490.448425,281.002167,616.721191,526.366699,148.963791,483.631714,564.667114,266.555450,565.256958,595.757324,132.937317,,,,,,,,,,,,,,,
3007,393.089935,-12.030112,14.091247,-10.543418,-13.141049,15.794562,389.561493,566.526672,24.095589,-12.390033,564.754150,20.217123,538.337463,490.834351,280.956421,616.608398,526.869202,148.904663,483.279236,565.223145,266.498230,564.954468,596.215576,133.083755,,,,,,,,,,,,,,,
3008,393.080322,-12.042944,14.073629,-10.543665,-13.134177,15.798033,389.566742,566.531860,24.101210,-12.373321,564.821106,20.254774,538.172546,491.402954,280.938721,616.498596,527.861206,148.737488,482.941711,565.684631,266.462952,564.756531,596.870667,133.073410,,,,,,,,,,,,,,,
3009,393.073120,-12.028372,14.096917,-10.552221,-13.136009,15.798423,389.554626,566.529846,24.085638,-12.375956,564.827087,20.241121,538.011780,492.018829,280.924744,616.174133,528.705872,148.803497,482.626434,565.967102,266.553741,564.509644,597.685730,132.964478,,,,,,,,,,,,,,,
3010,393.081177,-12.038091,14.080028,-10.559519,-13.133512,15.797194,389.560303,566.524414,24.078302,-12.377278,564.837830,20.245457,537.820190,492.711395,280.775208,615.910767,529.042053,148.848526,482.210632,566.111206,266.669067,563.909607,597.984070,133.053818,,,,,,,,,,,,,,,
3011,393.065948,-12.021985,14.093492,-10.561554,-13.132569,15.802554,389.562500,566.519897,24.091301,-12.377096,564.827698,20.245636,537.584839,493.345154,280.684326,615.468872,529.677551,148.860168,481.721863,566.443420,266.762299,563.555908,598.488220,133.224335,,,,,,,,,,,,,,,
3012,393.091248,-12.034405,14.087801,-10.552299,-13.126862,15.797013,389.564758,566.527527,24.087402,-12.368809,564.832703,20.239239,537.278687,493.736603,280.777435,615.273804,530.700867,148.807129,481.491699,567.037537,266.709290,563.332520,599.269409,133.162094,,,,,,,,,,,,,,,
3013,393.093811,-12.031892,14.094913,-10.553672,-13.125677,15.796874,389.573578,566.519104,24.088737,-12.367036,564.829163,20.246872,537.108887,493.990082,280.899902,615.155701,531.150879,148.743378,481.234283,567.579346,266.642731,562.781128,600.093506,133.086197,,,,,,,,,,,,,,,
3014,393.093994,-12.023056,14.099896,-10.546452,-13.131434,15.792256,389.577087,566.523376,24.090965,-12.365912,564.827271,20.240431,536.909607,494.536377,280.872192,614.889282,531.822876,148.866791,480.863800,568.171326,266.654388,562.406738,600.359863,133.170792,,,,,,,,,,,,,,,
3015,393.077332,-12.030945,14.079103,-10.548960,-13.136003,15.797784,389.571747,566.525940,24.091604,-12.369543,564.829285,20.245569,536.578308,495.225677,280.851807,614.448364,532.580994,148.974625,480.478882,568.486694,266.703156,562.086914,600.671204,133.353119,,,,,,,,,,,,,,,
3016,393.080505,-12.028156,14.084837,-10.545943,-13.135174,15.787144,389.563965,566.525391,24.098148,-12.374362,564.832642,20.249422,536.459290,496.083740,280.771698,614.232483,533.187561,149.054413,480.093903,568.741760,266.771606,561.618103,601.401062,133.346420,,,,,,,,,,,,,,,
3017,393.081421,-12.031047,14.084247,-10.555167,-13.132144,15.796226,389.565582,566.532166,24.092501,-12.377401,564.824585,20.240755,536.162231,496.368774,280.820892,613.994751,534.129822,149.042221,479.645752,569.233948,266.739502,561.153381,602.620300,133.149658,,,,,,,,,,,,,,,
3018,393.085693,-12.045089,14.074899,-10.549903,-13.121621,15.796702,389.565460,566.538940,24.091953,-12.391412,564.760986,20.213425,535.689209,496.596161,280.943390,613.510925,534.480225,149.101746,479.200684,569.870117,266.738342,560.910156,603.064331,133.261276,,,,,,,,,,,,,,,
3019,393.082520,-12.039395,14.077916,-10.545555,-13.127642,15.793368,389.564087,566.536987,24.100889,-12.378653,564.823364,20.250572,535.359680,497.329315,280.844788,613.246460,535.264282,149.242569,478.739197,570.326233,266.829865,560.540527,603.445190,133.577545,,,,,,,,,,,,,,,
3020,393.074860,-12.033300,14.092344,-10.542074,-13.137695,15.792881,389.570770,566.540100,24.090544,-12.381040,564.772095,20.222425,535.071289,497.893829,280.898834,612.952087,535.946594,149.328140,478.277374,570.434692,266.967865,559.752380,604.048706,133.669113,,,,,,,,,,,,,,,
3021,393.096832,-12.041656,14.068985,-10.544687,-13.128052,15.794004,389.574921,566.542969,24.092955,-12.379745,564.829773,20.252405,534.729614,498.265442,281.114624,612.348877,536.803772,149.368042,477.729126,570.778320,267.037689,559.237000,604.805481,133.585648,,,,,,,,,,,,,,,
3022,393.107483,-12.054472,14.083749,-10.537621,-13.132698,15.801697,389.572296,566.537903,24.089178,-12.370442,564.840637,20.244547,534.460938,498.860168,281.215271,612.062988,537.512329,149.555649,477.391815,571.526611,266.986176,558.962769,605.484558,133.547562,,,,,,,,,,,,,,,
3023,393.093140,-12.042295,14.093260,-10.542196,-13.132221,15.800356,389.566254,566.532043,24.093887,-12.371185,564.841797,20.246227,534.193848,499.654999,281.204193,611.869324,538.322205,149.601974,477.103333,572.441589,267.017670,558.325623,606.229309,133.862808,,,,,,,,,,,,,,,
3024,393.092682,-12.032925,14.092824,-10.545036,-13.131248,15.791932,389.576752,566.527710,24.097807,-12.369218,564.825928,20.242849,533.741882,500.205536,281.416504,611.354675,539.269653,149.717529,476.737427,572.974365,267.175629,557.909241,606.900757,134.117249,,,,,,,,,,,,,,,
3025,393.086243,-12.036606,14.093922,-10.555506,-13.134521,15.795879,389.560730,566.520020,24.087130,-12.374822,564.833923,20.250109,533.494324,500.716675,281.458893,610.782898,539.874084,149.769485,476.208252,573.216431,267.425995,557.222595,607.565613,134.166138,,,,,,,,,,,,,,,
3026,393.077118,-12.016858,14.087182,-10.559635,-13.140636,15.796167,389.566254,566.520142,24.086908,-12.378223,564.825378,20.245731,532.960449,501.228302,281.588867,610.341675,540.458435,149.737625,475.615234,573.565002,267.663635,556.602234,608.238220,134.358368,,,,,,,,,,,,,,,
3027,393.087280,-12.037538,14.091191,-10.558044,-13.132105,15.799635,389.566406,566.511597,24.087294,-12.369243,564.831665,20.240215,532.530396,501.720856,281.760712,609.790405,541.451233,149.666138,475.239990,574.229797,267.771667,556.255432,608.943848,134.561905,,,,,,,,,,,,,,,
3028,393.085388,-12.033448,14.075191,-10.558666,-13.123164,15.796915,389.566315,566.520935,24.086203,-12.369531,564.828003,20.247202,532.410889,502.503235,281.764618,609.308044,542.158875,149.688065,474.757813,574.854187,267.962311,555.258179,609.544250,134.847534,,,,,,,,,,,,,,,
3029,393.099365,-12.039117,14.075657,-10.554063,-13.134765,15.797738,389.571655,566.520508,24.096546,-12.367318,564.836365,20.252661,532.100769,503.256500,281.822540,608.713440,542.812805,149.816666,474.347229,575.354248,268.166107,554.826843,610.392578,134.857285,,,,,,,,,,,,,,,
3030,393.086823,-12.028333,14.097692,-10.549616,-13.135057,15.803095,389.573639,566.537415,24.099922,-12.376168,564.842224,20.252857,531.758728,503.782104,281.854950,608.153137,543.592224,149.968323,473.971344,575.921265,268.368622,554.471008,610.994019,134.860764,,,,,,,,,,,,,,,
3031,393.092224,-12.041286,14.095947,-10.545547,-13.130527,15.785877,389.574097,566.545715,24.095446,-12.374022,564.817688,20.239229,531.364990,504.326721,281.942780,607.902527,544.114807,149.921524,473.601746,576.528381,268.546509,553.648071,611.686157,135.049225,,,,,,,,,,,,,,,
3032,393.075653,-12.028846,14.090029,-10.536102,-13.143045,15.791771,389.568909,566.539673,24.091404,-12.375237,564.830627,20.253370,531.007813,504.832458,282.130035,607.343262,545.153259,150.062088,473.207123,577.177551,268.587463,553.037170,612.199829,135.272964,,,,,,,,,,,,,,,
3033,393.075317,-12.034117,14.096894,-10.547680,-13.130794,15.788283,389.569794,566.529358,24.090286,-12.371162,564.824890,20.246695,530.633911,505.491028,282.166595,606.943359,545.721436,150.172775,472.713257,577.543274,268.672272,552.623413,612.787354,135.380524,,,,,,,,,,,,,,,
3034,393.078125,-12.032569,14.094694,-10.544976,-13.133910,15.793356,389.568573,566.532410,24.092134,-12.370258,564.829102,20.249916,530.361755,506.133484,282.224457,606.652649,546.625000,150.323929,472.211792,577.821899,268.815491,552.331726,614.001526,135.242798,,,,,,,,,,,,,,,
3035,393.088318,-12.049219,14.075052,-10.543800,-13.134789,15.797739,389.566620,566.538147,24.087500,-12.365123,564.829102,20.240082,530.207520,506.858856,282.050659,606.376160,547.405029,150.274139,471.697479,578.214905,268.908234,552.086121,614.515015,135.281723,,,,,,,,,,,,,,,
3036,393.094360,-12.034121,14.095119,-10.552276,-13.136952,15.792949,389.567383,566.536133,24.096317,-12.384515,564.749695,20.201141,529.886963,507.599701,282.019104,606.034973,547.872803,150.389984,471.207092,579.031860,268.837402,551.466797,615.084045,135.404785,,,,,,,,,,,,,,,
3037,393.092834,-12.031713,14.093987,-10.547105,-13.137650,15.797143,389.571808,566.522461,24.090225,-12.366013,564.837219,20.246143,529.374634,508.202728,282.158661,605.633118,548.528503,150.452118,470.912109,579.513855,268.740662,550.770813,615.520447,135.418259,,,,,,,,,,,,,,,
3038,393.087769,-12.030661,14.080904,-10.554569,-13.133724,15.794620,389.564087,566.527405,24.084557,-12.386094,564.764587,20.210928,529.126953,508.450165,282.207458,605.334839,549.469788,150.249146,470.476654,579.943420,268.675568,550.395081,616.101563,135.219772,,,,,,,,,,,,,,,
3039,393.088287,-12.045259,14.087805,-10.555215,-13.130073,15.803664,389.561066,566.526428,24.090090,-12.377598,564.821350,20.247404,528.761353,508.963531,282.143127,604.848633,550.325684,150.223068,470.097076,580.311951,268.696716,550.118896,616.757141,135.128754,,,,,,,,,,,,,,,
3040,393.062775,-12.027261,14.092772,-10.559247,-13.129560,15.797637,389.561890,566.530701,24.095388,-12.373932,564.842468,20.259165,528.434143,509.738129,282.075745,604.505981,550.742859,150.270248,469.563263,580.915405,268.691315,549.281372,617.348694,135.057587,,,,,,,,,,,,,,,
3041,393.084503,-12.037247,14.083589,-10.555264,-13.134184,15.796838,389.561310,566.524719,24.094437,-12.376660,564.839905,20.247509,528.277954,510.636017,281.956909,604.077454,551.432007,150.092392,469.186523,581.603333,268.646210,548.725037,617.789856,135.100754,,,,,,,,,,,,,,,
3042,393.077454,-12.029885,14.099321,-10.551912,-13.128084,15.796818,389.570038,566.521362,24.095125,-12.383239,564.762817,20.213640,527.935120,510.980560,281.999390,603.505066,552.519958,149.867889,468.716003,581.928040,268.701416,548.395447,618.715698,134.998962,,,,,,,,,,,,,,,
3043,393.093903,-12.034616,14.092357,-10.555789,-13.127960,15.797551,389.573181,566.517029,24.101128,-12.370850,564.827881,20.249063,527.524841,511.594574,281.890594,603.244141,552.832642,149.954559,468.280487,582.298218,268.821991,547.818176,619.359680,134.904495,,,,,,,,,,,,,,,
3044,393.095459,-12.024037,14.094150,-10.546577,-13.133479,15.788400,389.571136,566.529663,24.094866,-12.363935,564.833069,20.245687,527.208374,512.257263,281.941986,602.689941,553.814941,150.036285,468.031616,583.233032,268.696869,547.144958,619.818542,135.168030,,,,,,,,,,,,,,,
3045,393.097595,-12.033875,14.094332,-10.539999,-13.127913,15.796603,389.572235,566.526733,24.097372,-12.385392,564.755371,20.210339,526.941040,513.005554,282.104584,602.330566,554.792053,149.936142,467.696411,584.287109,268.606354,546.614136,620.998596,135.025238,,,,,,,,,,,,,,,
3046,393.079437,-12.031061,14.097044,-10.542577,-13.123053,15.797678,389.570740,566.536682,24.097023,-12.384713,564.766052,20.212778,526.738770,513.619629,282.084442,602.145996,555.630371,150.070236,467.309845,584.661194,268.682465,546.500244,622.142761,134.998383,,,,,,,,,,,,,,,
3047,393.081665,-12.045712,14.082881,-10.544655,-13.128370,15.798804,389.568909,566.536316,24.081636,-12.367098,564.830505,20.244741,526.465332,514.623413,281.792816,601.843933,556.669006,150.005066,466.909058,585.016968,268.827393,546.297424,622.637146,135.246246,,,,,,,,,,,,,,,
3048,393.067749,-12.035171,14.078779,-10.537964,-13.124846,15.798573,389.563293,566.537659,24.089954,-12.377934,564.828247,20.248585,526.090515,515.424805,281.855804,601.583191,557.707336,150.083176,466.512085,585.708313,268.944305,545.660522,623.554260,135.363235,,,,,,,,,,,,,,,
3049,393.085388,-12.046172,14.081925,-10.549959,-13.132795,15.796166,389.569611,566.531189,24.085411,-12.379064,564.828064,20.245649,525.873108,515.735291,281.929779,601.284424,558.139709,150.256516,466.200500,586.497314,268.916321,545.500610,624.530884,135.306778,,,,,,,,,,,,,,,
3050,393.090240,-12.029286,14.085965,-10.547139,-13.132284,15.793683,389.562103,566.521851,24.092800,-12.392227,564.760620,20.215784,525.591858,516.268677,281.920166,600.723633,559.110718,150.326981,465.818298,587.057373,268.968048,545.107849,625.286499,135.552689,,,,,,,,,,,,,,,
3051,393.095978,-12.023899,14.088244,-10.546518,-13.133235,15.798915,389.568146,566.528625,24.098755,-12.386896,564.757446,20.205778,525.373840,517.544067,281.851929,600.621582,560.230164,150.332596,465.502563,587.524048,269.085358,544.541626,625.960571,135.799652,,,,,,,,,,,,,,,
3052,393.126678,-12.033311,14.048240,-10.547566,-13.136653,15.796857,389.557434,566.514099,24.100021,-12.380978,564.766968,20.210720,525.152771,518.233704,282.007446,600.446655,560.889832,150.588058,465.095123,588.342163,269.158356,544.212830,626.589844,135.933472,,,,,,,,,,,,,,,
3053,393.096222,-12.032283,14.076572,-10.557355,-13.133376,15.797523,389.565552,566.509216,24.090479,-12.381123,564.768372,20.213728,524.852173,518.478027,282.251251,599.874695,561.510559,150.799316,464.686005,588.949219,269.432556,543.964111,627.346802,135.926636,,,,,,,,,,,,,,,
3054,393.086029,-12.033308,14.092721,-10.553780,-13.122996,15.802062,389.567047,566.522156,24.087772,-12.385449,564.766418,20.211483,524.559631,519.062927,282.349091,599.659973,562.369263,150.736298,464.324860,589.366882,269.696808,543.303162,628.022827,136.104416,,,,,,,,,,,,,,,
3055,393.094208,-12.027432,14.092925,-10.563916,-13.134233,15.795570,389.560822,566.507446,24.084728,-12.374336,564.825195,20.242641,524.172852,520.142151,282.699280,599.219666,563.140930,150.671509,464.083618,589.993591,269.865723,542.734192,628.619141,136.274658,,,,,,,,,,,,,,,
3056,393.078918,-12.036206,14.080173,-10.561304,-13.125893,15.792260,389.566040,566.529968,24.087704,-12.375278,564.830688,20.252489,524.094116,521.052246,282.816681,598.625732,563.841125,150.764618,463.752350,590.805969,270.000671,542.388245,629.225403,136.499481,,,,,,,,,,,,,,,
3057,393.112640,-12.037302,14.050479,-10.555155,-13.121352,15.801133,389.563965,566.520020,24.091627,-12.374513,564.827454,20.255102,523.877075,521.380371,283.015015,598.210327,564.622253,151.127747,463.374573,591.576904,270.245667,541.741089,630.025757,136.585068,,,,,,,,,,,,,,,
3058,393.081451,-12.030063,14.090481,-10.547266,-13.134086,15.803085,389.572235,566.526855,24.085670,-12.371096,564.830322,20.245029,523.397278,521.937256,283.272339,598.071838,565.060059,151.301849,462.959259,591.956665,270.583923,541.297180,630.476501,136.762009,,,,,,,,,,,,,,,
3059,393.099792,-12.047065,14.087487,-10.539933,-13.133127,15.799128,389.574951,566.538696,24.097832,-12.363635,564.825867,20.244818,523.183105,522.634644,283.418427,597.490845,566.010437,151.380722,462.528107,592.248779,270.890045,540.777161,631.113525,137.063538,,,,,,,,,,,,,,,
3060,393.100861,-12.046535,14.084023,-10.541312,-13.140140,15.797862,389.574768,566.537720,24.091438,-12.383776,564.757874,20.212164,522.990967,523.280884,283.670776,597.066345,566.694946,151.454819,462.258148,592.941101,271.082275,540.100464,631.791138,137.367874,,,,,,,,,,,,,,,
3061,393.083740,-12.034130,14.092350,-10.536350,-13.144835,15.795251,389.572021,566.531433,24.092014,-12.369678,564.813660,20.240593,522.851135,524.025757,283.904999,596.523560,567.324158,151.781036,461.925110,593.697571,271.287415,539.781860,632.446899,137.538605,,,,,,,,,,,,,,,
3062,393.089355,-12.041978,14.084430,-10.536703,-13.125782,15.793678,389.562592,566.535461,24.092550,-12.391129,564.764771,20.220749,522.472290,524.648193,284.101379,596.040894,567.871216,151.939651,461.604919,594.171936,271.540802,539.546509,633.148926,137.620956,,,,,,,,,,,,,,,
3063,393.085907,-12.043152,14.082063,-10.538134,-13.141785,15.797843,389.561768,566.540283,24.093628,-12.374704,564.832947,20.253698,522.122070,525.090637,284.422119,595.682373,568.623230,152.198944,461.205109,594.622620,271.896301,538.586975,633.844788,137.894531,,,,,,,,,,,,,,,
3064,393.085266,-12.040546,14.082406,-10.550299,-13.142300,15.802737,389.559753,566.518921,24.091311,-12.378594,564.829163,20.253428,521.846802,525.614868,284.710846,595.375488,569.053528,152.408676,460.830872,595.013367,272.443390,537.961365,633.983704,138.188766,,,,,,,,,,,,,,,
3065,393.076447,-12.037580,14.084760,-10.552459,-13.128121,15.802081,389.562500,566.521606,24.094019,-12.390327,564.764160,20.215906,521.649902,525.968079,285.109344,594.724182,569.767578,152.613953,460.433136,595.446350,272.813385,537.530762,634.344421,138.515015,,,,,,,,,,,,,,,
3066,393.118195,-12.031503,14.049982,-10.556513,-13.138225,15.797254,389.565094,566.528625,24.085316,-12.374725,564.821045,20.234943,521.383362,526.589661,285.787628,594.169861,570.325684,152.738861,460.134399,595.949585,273.188873,536.998169,634.982727,138.731689,,,,,,,,,,,,,,,
3067,393.092224,-12.030082,14.093534,-10.559258,-13.130392,15.796337,389.563141,566.517334,24.087221,-12.386539,564.763367,20.209442,521.137878,527.124817,286.143890,593.901306,570.593201,152.957901,459.782562,596.207581,273.569550,536.392883,635.287598,139.016449,,,,,,,,,,,,,,,
3068,393.082275,-12.024720,14.098902,-10.556617,-13.126157,15.792171,389.559570,566.518250,24.090328,-12.370919,564.837769,20.251381,520.991760,527.646851,286.291870,593.493042,571.000916,153.258163,459.493591,596.485107,274.043182,536.017456,635.641541,139.253952,,,,,,,,,,,,,,,
3069,393.081360,-12.034793,14.098352,-10.555222,-13.128854,15.791286,389.566040,566.512756,24.084122,-12.388493,564.764343,20.216190,520.789490,528.074768,286.599976,593.211731,571.626831,153.587540,459.252808,596.983643,274.439880,535.764343,636.123962,139.455719,,,,,,,,,,,,,,,
3070,393.085724,-12.035165,14.090093,-10.554500,-13.137360,15.793078,389.565796,566.506775,24.088602,-12.371549,564.822449,20.245647,520.636658,528.526978,287.048920,592.764893,572.178284,153.995377,459.047546,597.575623,274.599121,535.334595,636.842896,139.733109,,,,,,,,,,,,,,,
3071,393.084503,-12.031751,14.088543,-10.550777,-13.142526,15.798661,389.565979,566.524475,24.099411,-12.384524,564.776001,20.222546,520.248657,528.925720,287.500702,592.598022,572.688110,154.321564,458.746521,598.162476,274.816010,535.092712,637.165466,140.047104,,,,,,,,,,,,,,,
3072,393.091309,-12.021996,14.096980,-10.553134,-13.123538,15.793607,389.566956,566.525940,24.090666,-12.387521,564.761292,20.213358,520.006531,529.275818,287.695313,592.507019,573.364563,154.481308,458.434967,598.599915,275.152100,534.697510,637.683533,140.401627,,,,,,,,,,,,,,,
3073,393.089264,-12.049600,14.082849,-10.542604,-13.120925,15.790839,389.572540,566.538208,24.090714,-12.369348,564.827820,20.247068,520.020813,530.089111,287.889679,592.101685,573.899475,154.663849,458.109741,598.851868,275.549347,534.375244,638.241821,140.719406,,,,,,,,,,,,,,,
3074,393.097290,-12.036785,14.077621,-10.545618,-13.126247,15.798410,389.570648,566.531311,24.098156,-12.369249,564.838318,20.256294,519.744019,530.694641,288.154724,591.762146,574.515869,154.861282,457.847748,599.267273,275.875580,533.889771,638.831055,141.050629,,,,,,,,,,,,,,,
3075,393.085266,-12.030272,14.087101,-10.536620,-13.137846,15.789458,389.572266,566.536438,24.089777,-12.374249,564.827637,20.245625,519.612976,531.053894,288.351776,591.528015,575.226440,155.157059,457.763214,599.633484,276.178711,533.559753,639.263916,141.219086,,,,,,,,,,,,,,,
3076,393.096802,-12.046350,14.094535,-10.545953,-13.135477,15.790405,389.555176,566.524414,24.092094,-12.387024,564.749207,20.202770,519.437988,531.568115,288.684479,591.410706,575.385376,155.455994,457.474762,600.147888,276.517853,533.394409,639.762146,141.392654,,,,,,,,,,,,,,,
3077,393.083679,-12.041891,14.089303,-10.542072,-13.141133,15.792567,389.557770,566.524780,24.092855,-12.386860,564.808411,20.242464,519.171387,532.090820,288.990479,591.182129,575.750977,155.730759,457.256317,600.758484,276.752991,533.127014,640.352539,141.608566,,,,,,,,,,,,,,,
3078,393.079987,-12.028481,14.081737,-10.547168,-13.142736,15.794238,389.558167,566.527039,24.082634,-12.380409,564.832031,20.253750,518.966797,532.379150,289.209686,590.687012,576.442566,155.902267,457.156891,601.281860,276.874786,532.857727,640.753174,141.697067,,,,,,,,,,,,,,,
3079,393.074707,-12.035138,14.076147,-10.551534,-13.137670,15.794685,389.558685,566.522217,24.083784,-12.379856,564.847473,20.259275,518.928345,532.785767,289.213562,590.420837,576.927185,155.937714,456.924500,601.621277,277.020203,532.268860,641.152649,141.846100,,,,,,,,,,,,,,,
3080,393.076935,-12.041121,14.069829,-10.554934,-13.125421,15.797098,389.565979,566.516296,24.085857,-12.374292,564.832153,20.248013,518.919312,533.426453,289.215027,590.325317,577.362671,155.975403,456.630463,601.830017,277.224274,531.948730,641.363831,142.029984,,,,,,,,,,,,,,,
3081,393.094666,-12.039602,14.088543,-10.549298,-13.125066,15.789229,389.566254,566.529785,24.087870,-12.372584,564.825012,20.237293,518.748962,533.888916,289.454651,590.062012,577.792725,156.216934,456.478088,602.005249,277.462738,531.691895,641.657715,142.282761,,,,,,,,,,,,,,,
3082,393.084381,-12.029236,14.079796,-10.553653,-13.138755,15.792684,389.566956,566.530762,24.089848,-12.371730,564.838562,20.252037,518.564392,534.177490,289.793854,589.966309,578.189453,156.438385,456.272217,602.284180,277.637024,531.650574,642.022095,142.386444,,,,,,,,,,,,,,,
3083,393.092743,-12.024964,14.086424,-10.553718,-13.129595,15.789691,389.567810,566.522888,24.094162,-12.372939,564.836243,20.247080,518.444214,534.494019,290.164307,589.847351,578.487793,156.675125,455.979858,602.721069,277.781586,531.583313,642.392029,142.513916,,,,,,,,,,,,,,,
3084,393.083405,-12.027637,14.085774,-10.555023,-13.133422,15.795485,389.569641,566.524170,24.091286,-12.381660,564.770996,20.208351,518.332214,534.721375,290.375763,589.672363,578.876526,156.931244,455.803223,603.197144,277.822845,531.370422,642.817566,142.728775,,,,,,,,,,,,,,,
3085,393.086609,-12.030947,14.088363,-10.555416,-13.123620,15.795420,389.566772,566.516663,24.093187,-12.373634,564.816650,20.245682,518.154358,535.011536,290.447205,589.451843,579.234863,157.145920,455.693359,603.563599,277.841980,531.163757,643.274231,142.888824,,,,,,,,,,,,,,,
3086,393.080750,-12.039076,14.093709,-10.554242,-13.137080,15.795266,389.562469,566.516235,24.094921,-12.368933,564.828125,20.244122,518.046814,535.321228,290.473053,589.375732,579.592346,157.278137,455.592804,603.817017,277.930847,531.106384,643.552979,142.995544,,,,,,,,,,,,,,,
3087,393.078033,-12.036904,14.083936,-10.546941,-13.137794,15.788801,389.572723,566.518188,24.090418,-12.375905,564.833923,20.251055,517.917419,535.780701,290.507660,589.335144,579.946045,157.335114,455.469574,604.080139,278.051392,531.047729,643.774902,143.016006,,,,,,,,,,,,,,,
3088,393.087219,-12.035716,14.095259,-10.552170,-13.130086,15.789865,389.569611,566.531189,24.087809,-12.384741,564.757202,20.216238,517.912659,536.231079,290.544922,589.289246,580.235107,157.367508,455.352142,604.228821,278.163391,530.819214,644.013428,143.058777,,,,,,,,,,,,,,,
3089,393.098663,-12.045691,14.083430,-10.544843,-13.126032,15.790028,389.571960,566.526245,24.093060,-12.368185,564.825195,20.245047,517.916748,536.648987,290.614166,589.186401,580.601563,157.457428,455.154572,604.420166,278.327515,530.559875,644.208069,143.160156,,,,,,,,,,,,,,,
3090,393.089935,-12.029651,14.092775,-10.537709,-13.129119,15.790123,389.567322,566.532471,24.090508,-12.370817,564.832947,20.254128,517.770264,536.993774,290.743256,589.078918,580.814209,157.525970,454.994202,604.644165,278.452789,530.291321,644.288940,143.291183,,,,,,,,,,,,,,,
3091,393.097351,-12.037132,14.086901,-10.532510,-13.133468,15.798748,389.573547,566.533325,24.087103,-12.382075,564.760315,20.210226,517.629395,537.193359,290.896240,588.977356,580.950195,157.544952,454.863678,604.779297,278.517975,530.035706,644.414612,143.401367,,,,,,,,,,,,,,,
3092,393.088135,-12.031208,14.096748,-10.536801,-13.131030,15.793074,389.571899,566.540955,24.084824,-12.382068,564.826050,20.249798,517.500488,537.340881,291.089508,588.674377,581.227844,157.606369,454.666840,604.948425,278.625153,529.865112,644.623047,143.457642,,,,,,,,,,,,,,,
3093,393.079956,-12.031247,14.089172,-10.546142,-13.137803,15.791291,389.567474,566.525879,24.085596,-12.375178,564.834045,20.246414,517.419983,537.443054,291.245758,588.441406,581.568970,157.702637,454.529938,605.160095,278.729156,529.562744,644.872742,143.555984,,,,,,,,,,,,,,,
3094,393.084290,-12.043563,14.087502,-10.552202,-13.131304,15.796094,389.560760,566.526978,24.088516,-12.396491,564.768799,20.218452,517.375732,537.605652,291.403442,588.366333,581.885437,157.796478,454.432343,605.306152,278.806183,529.284729,645.088684,143.640060,,,,,,,,,,,,,,,
