Timestamp, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagnetometerX, MagnetometerY, MagnetometerZ, DMUserAccelerationX, DMUserAccelerationY, DMUserAccelerationZ, DMGravityX, DMGravityY, DMGravityZ, DMMagX, DMMagY, DMMagZ, DMAttitudeX, DMAttitudeY, DMAttitudeZ, DMAttitudeW 
424168846.112593, 0.01202393, -0.28048706, -0.98736572, 0.09583039, 0.01656513, -0.06855669, -174.69738770, 150.05836487, 236.81053162, 0.03058035, -0.26691195, -0.96323562, -0.02726919, -0.01633694, -0.02461839, 0.00000000, 0.00000000, 0.00000000, 0.06002045, 0.12157194, 0.83269607, 0.53687527
424168846.130321, 0.02856445, -0.28434753, -0.97277832, 0.07966580, 0.03651913, -0.06490044, -174.69738770, 149.71615601, 233.81504822, 0.02999718, -0.26816446, -0.96290600, -0.00822288, -0.01136130, -0.01977526, 0.00000000, 0.00000000, 0.00000000, 0.06064929, 0.12193710, 0.83247698, 0.53706153
424168846.143812, 0.05165100, -0.28660583, -0.95944214, 0.05769605, 0.06357338, -0.05071138, -174.69738770, 149.71615601, 233.81504822, 0.03066160, -0.26932189, -0.96256196, -0.00209715, -0.01502565, -0.01021633, 0.00000000, 0.00000000, 0.00000000, 0.06072499, 0.12260294, 0.83224856, 0.53725536
424168846.159576, 0.05781555, -0.28010559, -0.96742249, 0.05999436, 0.06245752, -0.04023104, -175.38180542, 150.40057373, 235.14637756, 0.03233961, -0.27063403, -0.96213895, 0.01931140, -0.01597181, 0.00269682, 0.00000000, 0.00000000, 0.00000000, 0.06040973, 0.12361709, 0.83202584, 0.53740347
424168846.175239, 0.05781555, -0.28010559, -0.96742249, 0.07507824, 0.05434686, -0.01693158, -173.49966431, 149.88726807, 234.64712524, 0.03332819, -0.27137697, -0.96189594, 0.02448736, -0.00872862, -0.00552656, 0.00000000, 0.00000000, 0.00000000, 0.06020769, 0.12420576, 0.83193123, 0.53743688
424168846.191411, 0.04792786, -0.26675415, -0.95376587, 0.04840961, 0.00784541, -0.00983878, -172.13082886, 147.83401489, 235.31278992, 0.03419088, -0.27231312, -0.96160102, 0.01984049, -0.00403882, -0.00850699, 0.00000000, 0.00000000, 0.00000000, 0.06009381, 0.12485277, 0.83190752, 0.53733638
424168846.207639, 0.04177856, -0.27943420, -0.92585754, 0.01412274, -0.00368555, -0.01737260, -173.32855225, 148.68952942, 235.47920227, 0.03498236, -0.27297369, -0.96138525, 0.00414117, -0.00047906, 0.02585363, 0.00000000, 0.00000000, 0.00000000, 0.05992686, 0.12536406, 0.83192838, 0.53720368
424168846.222791, 0.04193115, -0.27555847, -0.91882324, -0.03950853, 0.03175367, 0.00360885, -173.15745544, 146.12297058, 233.98146057, 0.03486454, -0.27319220, -0.96132743, 0.01312436, -0.00004693, 0.04595270, 0.00000000, 0.00000000, 0.00000000, 0.06003426, 0.12542790, 0.83193028, 0.53717384
424168846.239766, 0.01454163, -0.26231384, -0.95927429, -0.05278332, 0.01079805, 0.00079309, -173.15745544, 146.80738831, 235.97845459, 0.03526424, -0.27322328, -0.96130407, 0.00666691, -0.00233519, 0.04248080, 0.00000000, 0.00000000, 0.00000000, 0.05984939, 0.12556284, 0.83202883, 0.53701028
424168846.255196, 0.02236938, -0.26557922, -0.98034668, -0.04372538, -0.01864133, -0.03335636, -173.15745544, 146.80738831, 235.97845459, 0.03545250, -0.27226499, -0.96156895, -0.02091088, 0.00995115, 0.00229468, 0.00000000, 0.00000000, 0.00000000, 0.05946773, 0.12521622, 0.83223678, 0.53681135
