Trial02
Date:,2014/06/11
Time:,10:41:34
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47,,,*48,,,*49,,,*50,,,*51,,,*52,,,*53,,,*54,,,*55,,,*56,,,*57,,,*58,,,*59,,,*60,,,*61,,,*62,,,*63,,,*64,,,*65,,,*66,,,*67,,,*68,,,*69
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
31,392.784119,-5.980946,16.493315,-10.925352,-1.480399,15.988945,396.185699,572.557312,24.544737,-5.305639,576.157593,20.213730,167.204514,128.554382,29.995188,9.942467,124.109215,25.444397,163.284714,221.626877,30.976763,3.689408,211.877151,26.946463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,392.791077,-5.977850,16.489649,-10.971162,-1.415257,16.049259,396.179230,572.553345,24.538677,-5.338894,576.182495,20.292835,167.189636,128.553848,29.995680,9.940675,124.106071,25.449402,163.274170,221.628952,30.978252,3.692444,211.882935,26.931641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,392.785309,-5.978710,16.492891,-10.984948,-1.420697,16.062136,396.185760,572.554199,24.539925,-5.336253,576.198242,20.290260,167.194412,128.554535,29.994545,9.940850,124.115852,25.447521,163.281616,221.623566,30.975924,3.687148,211.875946,26.929785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,392.781616,-5.975677,16.489779,-10.929757,-1.498800,15.989553,396.185333,572.552307,24.537109,-5.341834,576.183167,20.271242,167.189545,128.551315,29.997320,9.934252,124.110168,25.446665,163.279953,221.619308,30.973139,3.699914,211.865936,26.940556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,392.778046,-5.973002,16.487841,-10.991842,-1.428192,16.048321,396.179535,572.552795,24.542358,-5.318233,576.162415,20.214916,167.193375,128.555984,29.992828,9.939733,124.105476,25.447512,163.279556,221.613602,30.975069,3.697274,211.865997,26.940462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,392.781281,-5.973146,16.489876,-10.980894,-1.425177,16.052879,396.178406,572.553101,24.542419,-5.343533,576.169739,20.258270,167.182617,128.549286,29.991180,9.936723,124.108665,25.443359,163.281082,221.615585,30.974449,3.720323,211.831696,26.938675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,392.785004,-5.980861,16.495035,-10.998410,-1.425703,16.055019,396.178131,572.560059,24.542320,-5.335037,576.191650,20.288290,167.193222,128.547043,29.991997,9.940676,124.109833,25.448952,163.279282,221.615524,30.962465,3.675561,211.725555,26.774017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,392.783752,-5.975991,16.492722,-10.989134,-1.432683,16.050219,396.178009,572.559570,24.541855,-5.341296,576.186584,20.275375,167.188110,128.542786,29.990959,9.939077,124.113609,25.439611,163.280258,221.624207,30.973244,3.984870,211.606735,26.958712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,392.777344,-5.976212,16.493980,-10.993343,-1.419883,16.049931,396.173584,572.569458,24.542023,-5.344567,576.166504,20.272341,167.195999,128.541138,29.990435,9.940208,124.108978,25.439554,163.276382,221.621078,30.967106,3.615136,211.977264,26.967054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,392.792603,-5.979692,16.496544,-10.937635,-1.506467,15.985086,396.177002,572.561157,24.546928,-5.338266,576.195923,20.291382,167.189941,128.545258,29.993109,9.938828,124.123596,25.444672,163.281799,221.620255,30.970907,3.598683,211.990387,26.972519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,392.783875,-5.979003,16.496414,-10.988053,-1.433748,16.053095,396.177582,572.562256,24.541916,-5.313002,576.145752,20.211576,167.190994,128.546234,29.986782,9.943784,124.117889,25.446655,163.279724,221.619751,30.968435,3.599053,211.985443,26.971487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,392.784241,-5.978740,16.497463,-10.993575,-1.430755,16.059053,396.182373,572.554077,24.540890,-5.340030,576.177917,20.278120,167.187912,128.542618,29.990828,9.941894,124.113091,25.449047,163.273026,221.611847,30.965954,3.601292,211.993027,26.969505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,392.788116,-5.978849,16.493574,-10.987214,-1.439930,16.051603,396.188721,572.547302,24.541147,-5.303185,576.152039,20.223858,167.194458,128.541290,29.987587,9.940757,124.105202,25.449333,163.282318,221.612305,30.972446,3.608346,211.991135,26.971773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,392.789001,-5.975288,16.484201,-10.982549,-1.441858,16.058624,396.189728,572.554810,24.541571,-5.301261,576.142273,20.217443,167.204041,128.557968,29.996576,9.944181,124.112457,25.448156,163.280075,221.621826,30.979206,3.608508,211.998001,26.962872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,392.792786,-5.989613,16.499586,-10.985526,-1.437609,16.061155,396.190765,572.558960,24.540276,-5.310100,576.176453,20.253700,167.198624,128.551849,29.996567,9.943643,124.114426,25.439693,163.281281,221.619171,30.975790,3.614493,211.995255,26.959599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,392.798248,-5.963841,16.482874,-10.983873,-1.448349,16.044930,396.186523,572.561890,24.536470,-5.331968,576.167908,20.272842,167.201202,128.552124,29.995554,9.944821,124.112961,25.447838,163.280106,221.615356,30.967123,3.602858,211.999039,26.961458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,392.788910,-5.975719,16.494144,-10.995069,-1.442219,16.057983,396.184174,572.558350,24.542280,-5.303551,576.154053,20.222040,167.189941,128.557907,29.994884,9.941206,124.115730,25.446903,163.277145,221.625641,30.978151,3.604113,211.993958,26.965111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,392.785583,-5.982737,16.492916,-11.010024,-1.437048,16.059160,396.176636,572.561707,24.543598,-5.320734,576.134705,20.206345,167.183273,128.542587,29.990978,9.935630,124.108818,25.450790,163.273727,221.620651,30.977821,3.592450,212.001083,26.960739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,392.783966,-5.974643,16.493170,-10.950439,-1.516434,15.987660,396.177002,572.559998,24.543098,-5.318808,576.140686,20.210920,167.190475,128.544693,29.987837,9.945150,124.113289,25.446951,163.271240,221.606003,30.970388,3.594126,211.992462,26.963902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,392.779236,-5.961252,16.478704,-10.995728,-1.440584,16.052267,396.169189,572.564636,24.548931,-5.323671,576.136597,20.205553,167.187180,128.538010,29.989862,10.005316,124.093948,25.503960,163.276917,221.618668,30.974035,3.594512,211.986221,26.967497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,392.779358,-5.972929,16.489809,-11.003103,-1.438744,16.048971,396.175629,572.563232,24.541767,-5.324049,576.140564,20.214870,167.191101,128.548965,29.997982,10.019020,124.112976,25.509712,163.275253,221.618607,30.967470,3.598229,211.997910,26.959990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,392.787292,-5.979108,16.499678,-11.001458,-1.444296,16.048052,396.174286,572.559814,24.542587,-5.309188,576.134949,20.208546,167.195023,128.545410,29.991457,10.173790,123.996826,25.547188,163.271729,221.609528,30.969570,3.598446,212.001694,26.947996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,392.786591,-5.981416,16.500326,-10.934763,-1.521069,15.980054,396.178864,572.551331,24.541086,-5.321170,576.191040,20.277086,167.194901,128.548965,29.995913,10.313905,123.952698,25.612598,163.283890,221.618607,30.975668,3.604829,211.987228,26.951731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,392.793335,-5.984103,16.500801,-10.935882,-1.518404,15.983339,396.184052,572.556763,24.537750,-5.305003,576.142517,20.214884,167.196548,128.549637,29.993980,10.431963,123.994629,25.755772,163.280518,221.613495,30.976988,3.597413,211.992874,26.956850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,392.781128,-5.981252,16.496510,-10.993642,-1.450608,16.060116,396.184753,572.554443,24.546059,-5.294051,576.145569,20.218380,167.201599,128.550522,29.999516,9.926192,124.195862,25.421423,163.281967,221.611588,30.976942,3.599487,211.997711,26.969046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,392.786407,-5.981294,16.500059,-10.993813,-1.452311,16.056068,396.188019,572.547791,24.546488,-5.300249,576.163330,20.226175,167.192566,128.546280,29.993170,9.975546,124.290665,25.493525,163.282974,221.622406,30.975050,3.601694,211.996246,26.966562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,392.781921,-5.966306,16.482952,-11.000996,-1.443026,16.055977,396.182068,572.558472,24.548367,-5.309887,576.159424,20.229025,167.197449,128.550980,29.994240,9.970734,124.291092,25.492010,163.281036,221.625290,30.976944,3.599855,211.990311,26.964788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,392.783112,-5.978012,16.494337,-10.941451,-1.515445,15.992666,396.183289,572.565002,24.545969,-5.303699,576.152283,20.226624,167.197937,128.555634,29.995628,9.964238,124.341255,25.470291,163.274429,221.627350,30.978485,3.591407,212.002838,26.960167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,392.781342,-5.979897,16.494118,-10.989791,-1.449909,16.053446,396.182434,572.565247,24.544271,-5.303710,576.164368,20.230619,167.197006,128.556931,30.001268,9.899509,124.221848,25.404263,163.275269,221.626724,30.974573,3.599202,211.998703,26.962507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,392.781921,-5.982900,16.494556,-10.998534,-1.446338,16.051880,396.187042,572.558167,24.538403,-5.333557,576.184631,20.276037,167.203140,128.550598,29.998669,9.904114,124.211929,25.401859,163.279831,221.627518,30.973633,3.601178,211.998505,26.958038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,392.779053,-5.979478,16.494902,-10.989667,-1.444370,16.050093,396.181305,572.561646,24.542986,-5.332974,576.190918,20.288774,167.191895,128.547287,29.992586,9.896405,124.210152,25.399307,163.276627,221.621170,30.979351,3.607386,211.993057,26.954039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,392.782898,-5.978800,16.489342,-11.003517,-1.438614,16.056736,396.180847,572.553589,24.541754,-5.309572,576.134583,20.195606,167.199661,128.551758,29.997992,9.904979,124.206261,25.398335,163.278107,221.610245,30.968227,3.596916,211.997650,26.949373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,392.787781,-5.981581,16.496679,-11.009126,-1.425851,16.046053,396.181549,572.547058,24.543880,-5.338191,576.187378,20.281017,167.192108,128.540924,29.991556,9.898211,124.187782,25.401281,163.275848,221.617386,30.973747,3.591962,212.001724,26.950993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,392.780914,-5.977978,16.499083,-11.009907,-1.439120,16.054770,396.174835,572.554321,24.542631,-5.348851,576.200500,20.289310,167.190430,128.549423,29.995794,9.898439,124.196579,25.411146,163.281494,221.617218,30.970648,3.592977,211.995178,26.952869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,392.786102,-5.976211,16.489698,-10.990903,-1.440943,16.049999,396.173370,572.555908,24.545376,-5.326246,576.141907,20.206602,167.185471,128.545471,29.986303,9.897994,124.202492,25.401510,163.275055,221.617950,30.971437,3.584259,211.991180,26.952585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,392.775177,-5.976274,16.497496,-10.907759,-1.525490,16.047508,396.167084,572.568726,24.545542,-5.349120,576.174316,20.272688,167.192352,128.547348,29.992764,9.900501,124.202629,25.397377,163.271729,221.627777,30.980165,3.584948,211.993286,26.950583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,392.783691,-5.977617,16.495790,-10.608316,-1.794614,16.008329,396.172028,572.570923,24.545084,-5.322391,576.180847,20.259377,167.190613,128.549866,29.995718,9.907981,124.212975,25.404852,163.278152,221.622818,30.975973,3.598531,211.987381,26.958212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,392.786194,-5.975483,16.494413,-10.201582,-2.216636,15.929796,396.181824,572.556763,24.544357,-5.310102,576.158264,20.218191,167.194458,128.542175,29.992699,9.908223,124.216110,25.406612,163.279114,221.615692,30.967251,3.604842,211.998093,26.970522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
