Trial01
Date:,2000/01/01
Time:,00:00:00
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20,392.685577,-6.005417,17.347475,-11.011011,-1.550863,16.178865,396.237244,572.547546,24.647106,-5.424483,575.924072,19.914673,150.548447,136.737991,30.314602,-6.765645,135.326508,25.565744,148.203827,230.561630,31.031622,-11.640236,222.968185,26.867085
21,392.700409,-5.964784,17.340223,-11.015995,-1.543563,16.176374,396.238892,572.543335,24.646154,-5.435149,575.927124,19.910357,150.553253,136.722198,30.309530,-6.770631,135.321671,25.567656,148.204620,230.575821,31.040367,-11.638609,222.958023,26.864237
22,392.661438,-6.098731,17.275135,-11.018237,-1.537690,16.181021,396.232056,572.534180,24.651386,-5.432030,575.917664,19.904305,150.555054,136.733719,30.307243,-6.765352,135.315155,25.571901,148.212051,230.566040,31.030258,-11.629541,222.966278,26.863461
23,392.702423,-5.987079,17.344976,-11.059044,-1.457974,16.220644,396.234711,572.533752,24.648188,-5.417286,575.912537,19.908829,150.555069,136.731537,30.310202,-6.762541,135.321793,25.570702,148.206711,230.564102,31.034714,-11.623807,222.959183,26.860699
24,392.702026,-5.973916,17.339533,-11.007351,-1.535696,16.174564,396.239410,572.537598,24.655190,-5.427887,575.927429,19.919102,150.555542,136.736099,30.314960,-6.756877,135.313919,25.571344,148.214554,230.561081,31.042305,-11.613901,222.958588,26.868103
25,392.699097,-5.973239,17.335258,-11.054027,-1.455011,16.225979,396.241333,572.537903,24.655420,-5.422750,575.918396,19.919336,150.561249,136.734680,30.322577,-6.759696,135.318130,25.572706,148.218430,230.562714,31.038834,-11.617350,222.959335,26.868252
26,392.701050,-5.976820,17.348455,-11.012062,-1.534021,16.181150,396.245575,572.531433,24.653240,-5.426314,575.918030,19.919277,150.566483,136.726929,30.313839,-6.753894,135.316376,25.565084,148.222473,230.571686,31.042223,-11.619312,222.960312,26.870718
27,392.680359,-6.009358,17.338230,-11.009307,-1.547850,16.178116,396.251801,572.528687,24.648523,-5.437673,575.947754,19.952011,150.560333,136.732651,30.321177,-6.754227,135.322647,25.572222,148.214325,230.568207,31.035950,-11.634483,222.962616,26.868576
28,392.697418,-5.973520,17.342836,-11.018225,-1.548777,16.183027,396.248383,572.535583,24.654854,-5.429323,575.924011,19.920053,150.565002,136.738235,30.326488,-6.754230,135.330948,25.568487,148.216919,230.582672,31.038448,-11.630697,222.966324,26.868832
29,392.691406,-5.978883,17.350384,-11.021173,-1.543362,16.181324,396.243835,572.544067,24.647968,-5.434999,575.916809,19.919786,150.559738,136.736816,30.324928,-6.752632,135.336441,25.571415,148.209946,230.572449,31.035734,-11.636723,222.964569,26.859301
30,392.701263,-5.971546,17.342655,-11.014202,-1.535040,16.176647,396.239655,572.546143,24.645794,-5.437232,575.936890,19.951872,150.563019,136.743149,30.322906,-6.755610,135.330963,25.568438,148.214127,230.562775,31.030451,-11.630539,222.962753,26.863981
31,392.635681,-6.044442,17.258512,-11.016775,-1.541116,16.179705,396.245819,572.545898,24.650562,-5.429418,575.929504,19.922842,150.557907,136.732590,30.318213,-6.764978,135.332352,25.563639,148.205612,230.565323,31.026918,-11.629713,222.965622,26.866467
32,392.700806,-5.969852,17.343287,-11.064497,-1.457421,16.229240,396.235229,572.530640,24.652042,-5.429911,575.931335,19.922527,150.555984,136.732773,30.319897,-6.774715,135.324036,25.556915,148.202408,230.562637,31.033724,-11.630644,222.970413,26.861065
33,392.696808,-5.974348,17.338081,-11.069411,-1.457950,16.223331,396.236206,572.535400,24.649378,-5.435020,575.921936,19.921684,150.560486,136.742340,30.321203,-6.768964,135.314041,25.568808,148.211227,230.566757,31.033216,-11.629155,222.969147,26.857258
34,392.616577,-6.049930,17.237125,-11.066174,-1.459788,16.222040,396.227539,572.540833,24.652863,-5.432541,575.923767,19.914364,150.553574,136.725479,30.309643,-6.774127,135.324448,25.567621,148.198593,230.581100,31.038481,-11.635852,222.973251,26.860270
35,392.694672,-5.980893,17.340826,-11.022696,-1.543174,16.186836,396.235016,572.539124,24.649136,-5.439633,575.924683,19.914063,150.551208,136.735580,30.316597,-6.764266,135.315643,25.558355,148.200607,230.562241,31.030464,-11.640826,222.972168,26.864573
36,392.616272,-6.059017,17.242197,-11.016710,-1.546921,16.177938,396.231323,572.556335,24.649065,-5.424345,575.915833,19.921612,150.556076,136.732880,30.306507,-6.764737,135.318329,25.573082,148.212723,230.557205,31.035173,-11.637902,222.972351,26.860537
37,392.742706,-6.022564,17.376755,-11.013470,-1.537513,16.178122,396.238647,572.556824,24.656553,-5.429138,575.919922,19.917446,150.550827,136.745651,30.324476,-6.761019,135.325241,25.564165,148.202469,230.575607,31.031763,-11.630824,222.971725,26.863136
38,392.705353,-5.966773,17.346218,-11.014317,-1.544610,16.177139,396.246704,572.547546,24.650217,-5.430430,575.923889,19.913786,150.557663,136.733185,30.317400,-6.763397,135.324036,25.567690,148.210342,230.567047,31.038109,-11.626251,222.964951,26.865210
39,392.703613,-5.967067,17.347538,-11.061654,-1.463112,16.224047,396.237274,572.535400,24.651247,-5.423203,575.924927,19.923410,150.559769,136.740601,30.321796,-6.754443,135.318726,25.571337,148.225464,230.566818,31.043308,-11.623780,222.964218,26.870346
40,392.624939,-6.047122,17.249235,-11.053041,-1.450376,16.227198,396.249237,572.532898,24.653929,-5.423822,575.926392,19.920544,150.562256,136.732880,30.325228,-6.756339,135.330673,25.561981,148.221268,230.578079,31.046181,-11.623554,222.964203,26.867233
41,392.688110,-6.007214,17.340210,-11.059296,-1.455754,16.225496,396.244324,572.538513,24.651537,-5.432458,575.923157,19.917988,150.564850,136.728424,30.320679,-6.754495,135.327881,25.562986,148.213638,230.564621,31.037231,-11.632973,222.962982,26.862490
42,392.699036,-5.969560,17.347097,-11.070758,-1.458748,16.233776,396.250763,572.527100,24.640676,-5.441408,575.913086,19.915852,150.564651,136.736038,30.321320,-6.767124,135.320847,25.565521,148.219391,230.563507,31.038189,-11.630157,222.956253,26.856295
43,392.698669,-5.968264,17.340799,-11.065587,-1.456471,16.229464,396.243225,572.537598,24.649576,-5.438885,575.921936,19.915825,150.560425,136.735168,30.319380,-6.755033,135.341003,25.562593,148.212479,230.567780,31.036505,-11.637358,222.961243,26.858995
44,392.694489,-5.980999,17.341288,-11.016849,-1.540498,16.190416,396.247223,572.542664,24.648857,-5.442693,575.923584,19.919867,150.558228,136.734543,30.321049,-6.763913,135.334213,25.566998,148.202484,230.566254,31.035700,-11.638648,222.971786,26.860926
45,392.702850,-5.970679,17.330481,-11.019272,-1.542793,16.179852,396.241547,572.545593,24.652870,-5.421150,575.923706,19.921488,150.556854,136.735062,30.320999,-6.763137,135.334305,25.563280,148.207611,230.572968,31.034477,-11.630491,222.970596,26.861393
46,392.696716,-5.969172,17.341818,-11.012637,-1.544081,16.175850,396.233917,572.540222,24.650934,-5.423076,575.932495,19.926121,150.555801,136.733215,30.322708,-6.760831,135.331085,25.555790,148.220779,230.565094,31.029757,-11.634329,222.970261,26.869650
47,392.697205,-5.978959,17.334522,-11.025246,-1.539237,16.178713,396.237335,572.537537,24.655745,-5.426530,575.928040,19.920958,150.556534,136.736496,30.317905,-6.762073,135.331909,25.568924,148.210678,230.575317,31.041552,-11.629369,222.966187,26.856030
48,392.706787,-5.967997,17.335474,-11.014681,-1.539706,16.183445,396.229553,572.540527,24.658381,-5.431454,575.920349,19.917830,150.551102,136.735672,30.317245,-6.764140,135.316666,25.565666,148.204102,230.571716,31.033323,-11.636151,222.979385,26.851738
49,392.622070,-6.052385,17.234751,-11.072247,-1.460321,16.232452,396.230804,572.540710,24.651224,-5.443654,575.929077,19.914804,150.547623,136.736343,30.314949,-6.768589,135.329712,25.553055,148.197006,230.554398,31.029846,-11.639702,222.971497,26.851408
50,392.696655,-5.987265,17.333002,-11.070519,-1.455101,16.222914,396.233307,572.541565,24.654936,-5.444268,575.923828,19.908449,150.550842,136.738342,30.317410,-6.772828,135.329803,25.554756,148.192337,230.556992,31.028072,-11.635746,222.963226,26.849163
51,392.703125,-5.973809,17.347752,-11.017404,-1.534579,16.176025,396.216858,572.614746,24.683064,-5.443018,576.021667,19.956366,150.541779,136.728668,30.307568,-6.768130,135.320618,25.559521,148.204407,230.569397,31.037155,-11.640398,222.970657,26.861534
52,392.616821,-6.062646,17.229856,-11.061136,-1.458434,16.221411,396.243530,572.553467,24.689295,-5.438268,576.029724,19.959570,150.552750,136.734344,30.321878,-6.766853,135.324417,25.560966,148.209717,230.572052,31.039150,-11.630891,222.966888,26.860014
53,392.745392,-6.021947,17.381428,-11.061512,-1.461082,16.224531,396.252228,572.512939,24.670980,-5.428627,576.030334,19.960699,150.558365,136.739075,30.317961,-6.754338,135.325043,25.560425,148.217804,230.572311,31.036993,-11.622714,222.965973,26.861652
54,392.751465,-6.025095,17.376112,-11.008700,-1.538096,16.174694,396.237427,572.526672,24.650471,-5.427384,576.025452,19.961258,150.556488,136.733734,30.320314,-6.752303,135.339279,25.558546,148.213165,230.565399,31.038218,-11.623918,222.970856,26.863953
55,392.701782,-5.983822,17.334332,-11.003433,-1.540887,16.172834,396.222046,572.571472,24.628731,-5.421055,576.027161,19.958637,150.564255,136.733093,30.321484,-6.755831,135.336227,25.558031,148.209579,230.578140,31.034634,-11.617294,222.969223,26.860266
56,392.615265,-6.052616,17.240993,-11.063081,-1.456745,16.229332,396.215210,572.584595,24.617773,-5.427886,576.038086,19.961084,150.562897,136.733902,30.322361,-6.753000,135.337982,25.555233,148.218475,230.566116,31.032154,-11.620382,222.965622,26.855068
57,392.687653,-5.980139,17.329422,-11.066575,-1.450911,16.228075,396.204163,572.600830,24.624269,-5.438270,576.027710,19.954626,150.560928,136.730438,30.323143,-6.753153,135.335388,25.563408,148.207138,230.567993,31.039778,-11.634086,222.967270,26.858669
58,392.682953,-6.007504,17.346716,-11.067499,-1.456541,16.229000,396.198303,572.587891,24.625641,-5.453265,576.047485,19.985895,150.562180,136.736465,30.324528,-6.765746,135.328476,25.558743,148.204590,230.572113,31.030592,-11.638395,222.965912,26.856472
59,392.694458,-5.970953,17.343748,-11.071205,-1.449762,16.231644,396.200409,572.593811,24.621542,-5.454487,576.046021,19.989559,150.561600,136.737366,30.314642,-6.769635,135.327621,25.557663,148.200302,230.563950,31.038618,-11.639988,222.967606,26.853676
60,392.699371,-5.977006,17.339855,-11.061010,-1.449671,16.230427,396.195435,572.590942,24.623547,-5.440528,576.025879,19.955221,150.558228,136.729309,30.317917,-6.765450,135.328033,25.548237,148.208420,230.571991,31.035479,-11.634748,222.964890,26.859983
61,392.703247,-5.960472,17.337059,-11.055829,-1.453798,16.221666,396.196045,572.587036,24.617531,-5.434114,576.025269,19.951847,150.556839,136.743805,30.320515,-6.762699,135.342010,25.554150,148.212173,230.570023,31.030973,-11.630986,222.972885,26.853256
62,392.702209,-5.972199,17.349354,-11.018705,-1.532180,16.179779,396.193604,572.601257,24.623190,-5.431202,576.021851,19.945065,150.555145,136.742004,30.314642,-6.767546,135.330643,25.553400,148.194489,230.562210,31.040140,-11.637331,222.979858,26.853945
63,392.705566,-5.976865,17.347729,-11.014867,-1.541131,16.178741,396.196533,572.589172,24.620636,-5.434080,576.020142,19.949070,150.556091,136.745010,30.318707,-6.763987,135.329453,25.549610,148.197495,230.562592,31.032074,-11.635570,222.978317,26.851011
64,392.622131,-6.055464,17.247940,-11.062663,-1.461042,16.231646,396.194672,572.595337,24.618492,-5.442719,576.021301,19.954540,150.556931,136.735931,30.315500,-6.764960,135.330185,25.549885,148.206223,230.581314,31.041113,-11.635829,222.967773,26.849316
65,392.606445,-6.060604,17.236610,-11.076324,-1.460570,16.230305,396.191742,572.601685,24.623972,-5.440650,576.033875,19.963718,150.553391,136.739349,30.322800,-6.756264,135.336349,25.556032,148.202301,230.570145,31.030039,-11.636139,222.971466,26.859365
66,392.694672,-5.969941,17.343075,-11.062526,-1.450902,16.225105,396.195160,572.588623,24.620047,-5.436475,576.024658,19.952963,150.550034,136.743591,30.321381,-6.768747,135.331055,25.548429,148.206451,230.561234,31.034843,-11.635614,222.964569,26.851286
67,392.696472,-5.964902,17.343700,-11.060102,-1.457024,16.226561,396.199524,572.583984,24.619335,-5.433960,576.025513,19.960266,150.556396,136.733444,30.316383,-6.763442,135.325241,25.556400,148.202484,230.557877,31.036179,-11.630655,222.961823,26.850336
68,392.744751,-6.018903,17.380129,-11.064421,-1.459797,16.228270,396.200653,572.588440,24.623709,-5.429185,576.026733,19.958950,150.561234,136.734787,30.316666,-6.759542,135.324768,25.551922,148.208893,230.560440,31.036665,-11.624941,222.957016,26.855089
69,392.702850,-5.971705,17.346287,-11.060127,-1.458762,16.228558,396.202545,572.585388,24.617929,-5.429672,576.017273,19.944258,150.561035,136.737503,30.320435,-6.758162,135.331757,25.552361,148.217682,230.564209,31.042856,-11.621738,222.958969,26.855705
70,392.693420,-5.974855,17.335091,-11.062062,-1.455260,16.233282,396.199982,572.584045,24.620178,-5.427204,576.029663,19.962420,150.563965,136.740158,30.316854,-6.756383,135.332108,25.557796,148.216583,230.558746,31.036762,-11.622147,222.965408,26.859470
71,392.693024,-5.968174,17.348227,-11.061480,-1.456138,16.232307,396.204010,572.581482,24.624393,-5.438767,576.060852,19.993500,150.564987,136.735565,30.325457,-6.757607,135.342789,25.552999,148.222977,230.564529,31.035824,-11.627097,222.966812,26.855209
72,392.616913,-6.059717,17.238295,-11.058210,-1.448032,16.228537,396.209686,572.585876,24.618084,-5.446681,576.054138,19.989363,150.562912,136.736389,30.327440,-6.750014,135.339951,25.560743,148.217422,230.571884,31.038116,-11.636277,222.969528,26.854338
73,392.692352,-5.977038,17.340250,-11.071158,-1.446194,16.237303,396.202698,572.588989,24.620768,-5.435500,576.035706,19.964735,150.556717,136.740295,30.318750,-6.761626,135.352829,25.545570,148.210236,230.569016,31.030325,-11.645172,222.977936,26.849745
74,392.672119,-6.004872,17.329596,-11.069765,-1.462153,16.230003,396.197754,572.595032,24.619896,-5.437608,576.026489,19.953815,150.547150,136.728455,30.312908,-6.765124,135.341507,25.546223,148.206024,230.567322,31.022074,-11.640491,222.974960,26.848217
75,392.696686,-5.976035,17.341949,-11.061635,-1.454625,16.230721,396.196808,572.590698,24.614721,-5.437248,576.031372,19.949932,150.555008,136.725632,30.308182,-6.767321,135.337494,25.546082,148.209976,230.577621,31.034372,-11.638489,222.976669,26.844116
76,392.703125,-5.972324,17.336590,-11.071054,-1.459970,16.227051,396.192352,572.591003,24.622412,-5.441780,576.021179,19.949789,150.558777,136.739365,30.312038,-6.772645,135.330978,25.549454,148.197906,230.557800,31.030380,-11.632012,222.970428,26.838892
77,392.690552,-5.963845,17.347277,-11.074969,-1.455166,16.230656,396.191772,572.598450,24.617821,-5.438522,576.022705,19.950434,150.559570,136.726379,30.311573,-6.773623,135.318527,25.557615,148.207672,230.568253,31.034277,-11.630716,222.957809,26.839531
78,392.626373,-6.049643,17.237564,-11.066429,-1.461066,16.226196,396.194336,572.586609,24.619551,-5.431763,576.023499,19.951120,150.555817,136.729843,30.311262,-6.773473,135.329224,25.546579,148.203506,230.560318,31.036106,-11.635772,222.973175,26.841496
79,392.702820,-5.977709,17.335821,-11.057801,-1.457862,16.228235,396.193604,572.588074,24.617899,-5.436635,576.032349,19.961298,150.558060,136.736252,30.317064,-6.768347,135.331314,25.540115,148.203842,230.564621,31.035936,-11.637147,222.967072,26.848642
80,392.701752,-5.972145,17.332632,-11.071178,-1.457438,16.236332,396.193146,572.594971,24.627472,-5.434783,576.029114,19.961145,150.552917,136.734879,30.310602,-6.767962,135.337204,25.547466,148.198578,230.570129,31.040546,-11.637261,222.965897,26.847729
81,392.694305,-5.974358,17.354414,-11.015553,-1.541736,16.180202,396.195740,572.595703,24.622942,-5.438037,576.027954,19.962656,150.556793,136.749359,30.321863,-6.767875,135.341934,25.545662,148.204636,230.581650,31.047327,-11.637988,222.970520,26.852442
82,392.700684,-5.970775,17.347399,-11.012219,-1.534164,16.178692,396.200531,572.608582,24.620325,-5.429468,576.030090,19.956753,150.556580,136.751205,30.318905,-6.749177,135.343552,25.548059,148.204010,230.577591,31.037037,-11.640811,222.975784,26.849205
83,392.699432,-5.974421,17.340427,-11.009076,-1.532418,16.182619,396.200409,572.595764,24.620195,-5.436816,576.043579,19.989435,150.558456,136.741211,30.320879,-6.761576,135.333450,25.547958,148.206451,230.583923,31.041855,-11.627824,222.966339,26.855106
84,392.705902,-5.973762,17.339909,-11.058578,-1.460714,16.223135,396.207733,572.587524,24.620953,-5.424646,576.019165,19.955290,150.562195,136.727036,30.315727,-6.763380,135.331787,25.550280,148.216995,230.566437,31.034327,-11.623672,222.971512,26.857016
85,392.695374,-5.968802,17.338539,-11.057188,-1.452502,16.231138,396.209656,572.579407,24.623091,-5.439051,576.047729,19.990553,150.563843,136.732101,30.322094,-6.753174,135.334000,25.550356,148.213181,230.566284,31.034998,-11.622311,222.967163,26.846127
86,392.697723,-5.986337,17.326550,-11.062469,-1.459738,16.230944,396.204254,572.573547,24.613909,-5.444483,576.027161,19.957254,150.559280,136.725464,30.314629,-6.765453,135.333679,25.548935,148.218216,230.566116,31.034292,-11.619411,222.959808,26.846533
87,392.701569,-5.982964,17.344000,-11.062309,-1.461181,16.222990,396.204132,572.574463,24.619017,-5.444031,576.019897,19.951138,150.561630,136.726151,30.315168,-6.772330,135.330505,25.544743,148.215027,230.561829,31.033203,-11.629957,222.963135,26.840738
88,392.620667,-6.060817,17.244032,-11.069214,-1.456104,16.225740,396.197144,572.588928,24.618109,-5.434646,576.044006,19.963764,150.559311,136.726730,30.315149,-6.770597,135.338562,25.533878,148.209473,230.561676,31.034988,-11.630143,222.963181,26.836924
89,392.697906,-5.980025,17.332560,-11.073217,-1.462133,16.230820,396.190552,572.590820,24.621260,-5.445877,576.029724,19.953999,150.551239,136.742233,30.315140,-6.766094,135.348083,25.532917,148.206116,230.571045,31.025778,-11.638427,222.977631,26.843956
90,392.692230,-5.965639,17.342489,-11.023168,-1.540946,16.181871,396.190704,572.592468,24.617182,-5.441950,576.027832,19.952755,150.553192,136.742691,30.316969,-6.761500,135.356079,25.537365,148.206238,230.564743,31.029284,-11.643697,222.977554,26.842632
91,392.698212,-5.972079,17.351973,-11.070367,-1.464065,16.227608,396.188080,572.600220,24.627232,-5.435818,576.030945,19.951923,150.550171,136.748199,30.329876,-6.770358,135.346924,25.537455,148.194031,230.578812,31.035521,-11.643196,222.984299,26.844206
92,392.616821,-6.051567,17.242746,-11.022995,-1.541468,16.178534,396.191498,572.592102,24.620653,-5.432127,576.029907,19.957396,150.547180,136.745041,30.318207,-6.760173,135.343002,25.543856,148.208740,230.583923,31.040981,-11.632102,222.978165,26.849209
93,392.734619,-6.012209,17.379076,-11.059405,-1.453812,16.229494,396.198273,572.593262,24.618097,-5.443888,576.058411,19.985800,150.561844,136.734283,30.315481,-6.760873,135.332001,25.549065,148.201599,230.571838,31.033201,-11.636634,222.971313,26.847898
94,392.698547,-5.959192,17.352104,-11.063036,-1.460923,16.225561,396.202698,572.587708,24.619173,-5.424422,576.027100,19.961407,150.558395,136.737183,30.311670,-6.755375,135.335175,25.545597,148.199997,230.576889,31.033625,-11.629663,222.959579,26.844723
95,392.704468,-5.956913,17.346420,-11.065497,-1.457586,16.230185,396.197784,572.573181,24.612291,-5.439989,576.019043,19.945574,150.554337,136.729202,30.318384,-6.765581,135.334885,25.539757,148.201859,230.562668,31.023129,-11.633693,222.956940,26.847998
96,392.698761,-5.973647,17.349144,-11.060135,-1.459484,16.223009,396.191162,572.586121,24.619198,-5.437846,576.019409,19.951437,150.556168,136.722610,30.309147,-6.767084,135.334900,25.542852,148.198257,230.558807,31.027681,-11.634361,222.960632,26.840504
97,392.689972,-5.967680,17.331501,-11.065505,-1.458180,16.230696,396.204926,572.579956,24.616953,-5.439162,576.018982,19.954359,150.560242,136.718124,30.303925,-6.761253,135.329453,25.539507,148.208450,230.565994,31.042376,-11.636993,222.964569,26.847034
98,392.698212,-5.981425,17.343628,-11.013169,-1.537480,16.178152,396.193329,572.595459,24.620279,-5.433345,576.026001,19.953760,150.551041,136.734924,30.318233,-6.764856,135.339615,25.538246,148.211670,230.571701,31.026905,-11.631757,222.970642,26.852919
99,392.624298,-6.053390,17.237082,-11.003537,-1.542266,16.174406,396.199768,572.591309,24.622505,-5.429873,576.023987,19.961569,150.555496,136.736588,30.320940,-6.757647,135.345856,25.538134,148.213730,230.586609,31.039326,-11.629313,222.972885,26.843672
100,392.685699,-5.970326,17.333269,-11.009929,-1.534531,16.174753,396.196381,572.594788,24.616726,-5.433373,576.023376,19.956844,150.556305,136.738846,30.318550,-6.761946,135.346710,25.538254,148.201462,230.576385,31.030266,-11.625064,222.966568,26.845005
101,392.690277,-5.970425,17.352938,-11.062570,-1.452025,16.223757,396.198883,572.583313,24.616718,-5.436239,576.033020,19.953112,150.556671,136.739929,30.317703,-6.760263,135.350189,25.547382,148.209961,230.559601,31.030382,-11.633631,222.972992,26.846052
102,392.734955,-6.014609,17.392591,-11.069485,-1.454760,16.232677,396.199738,572.587952,24.613569,-5.441078,576.026794,19.953682,150.562241,136.734146,30.323511,-6.766260,135.332596,25.541157,148.209412,230.567764,31.035818,-11.627975,222.967789,26.841461
103,392.702545,-5.980261,17.347469,-11.022193,-1.541894,16.180744,396.198608,572.584900,24.620630,-5.449827,576.022461,19.956362,150.561859,136.725327,30.319082,-6.778670,135.336975,25.544319,148.203674,230.554871,31.027960,-11.642176,222.972900,26.843340
104,392.691803,-5.965515,17.340666,-11.064860,-1.453056,16.230797,396.194824,572.591797,24.628832,-5.439953,576.034973,19.956343,150.554672,136.732651,30.319939,-6.773088,135.336777,25.542311,148.208099,230.570755,31.035192,-11.640855,222.964417,26.839983
105,392.688690,-5.978893,17.333460,-11.067821,-1.467266,16.226496,396.200226,572.590759,24.619967,-5.433725,576.029419,19.949903,150.554840,136.736435,30.312263,-6.766991,135.334152,25.534492,148.203796,230.571472,31.033289,-11.635153,222.961014,26.830137
106,392.624084,-6.056735,17.238482,-11.068532,-1.463937,16.226162,396.195740,572.595459,24.622183,-5.442870,576.044128,19.986052,150.556427,136.735825,30.310986,-6.764208,135.340897,25.538784,148.205994,230.566391,31.027771,-11.630135,222.966339,26.840799
