Trial04
Date:,2014/06/11
Time:,10:47:30
Type:,Auto-capture
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,RTHI,,,RKNE
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
20,393.908875,-11.817115,16.501303,-10.085805,-13.671777,16.221603,389.277710,566.880066,24.228140,-12.803133,564.264099,19.939241,153.135590,381.410004,33.700863,,,,246.945206,381.820648,34.487438,242.797562,541.707886,33.984509
21,393.917999,-11.818100,16.500717,-10.081275,-13.664983,16.208893,389.293945,566.879700,24.192253,-12.781792,564.273438,19.913025,153.140625,381.405396,33.682022,,,,246.956238,381.809723,34.467907,242.807251,541.697510,33.969410
22,393.979645,-12.012568,16.551674,-10.073294,-13.668349,16.196932,389.305450,566.852661,24.208054,-12.788982,564.283997,19.934441,153.125458,381.402527,33.695717,,,,246.954346,381.794189,34.485191,242.793167,541.688599,33.965694
23,394.039764,-12.042413,16.508240,-10.073785,-13.682741,16.208149,389.315308,566.827759,24.241627,-12.820918,564.274536,19.985004,153.129456,381.404144,33.698383,,,,246.958893,381.814972,34.491581,242.800507,541.682495,33.973316
24,394.018036,-12.038224,16.538857,-10.066219,-13.682747,16.212023,389.311615,566.829529,24.237967,-12.792288,564.279785,19.962011,153.131104,381.405060,33.689186,,,,246.956573,381.801239,34.487202,242.816925,541.686584,33.990971
25,394.015167,-12.033023,16.564625,-10.066703,-13.675611,16.213146,389.310577,566.829712,24.213907,-12.795682,564.286865,19.950720,153.119217,381.398254,33.692947,,,,246.952576,381.791382,34.488678,242.803619,541.680603,33.982296
26,394.018646,-12.061466,16.529736,-10.061421,-13.681108,16.193838,389.317200,566.836548,24.203026,-12.824750,564.264832,19.970881,153.109650,381.393585,33.695168,,,,246.954102,381.787415,34.480011,242.806702,541.688477,33.965721
27,394.007690,-12.047266,16.545937,-10.063388,-13.677226,16.204697,389.317078,566.823364,24.230770,-12.800069,564.275330,19.954983,153.126755,381.399384,33.693062,,,,246.963150,381.795898,34.486607,242.811279,541.691162,33.961258
28,394.022888,-12.020652,16.523392,-10.054374,-13.681458,16.217628,389.321747,566.854736,24.229856,-12.785993,564.287964,19.957682,153.141281,381.400848,33.692551,,,,246.969757,381.810028,34.474533,242.812790,541.684875,33.985317
29,393.994202,-12.013680,16.560001,-10.060143,-13.673458,16.217505,389.309692,566.872498,24.202047,-12.792084,564.276123,19.954651,153.129944,381.396332,33.689224,,,,246.961273,381.816437,34.468903,242.807144,541.688599,33.986130
30,393.959167,-12.044593,16.559179,-10.079324,-13.691245,16.196081,389.310669,566.857483,24.201229,-12.801145,564.267517,19.946501,153.109482,381.384491,33.697304,,,,246.945419,381.782623,34.465336,242.799210,541.683411,33.973057
31,393.943420,-12.031446,16.576752,-10.073599,-13.682845,16.206669,389.291351,566.852356,24.230419,-12.794032,564.281006,19.946060,153.113129,381.372559,33.701744,,,,246.943451,381.792542,34.492992,242.797897,541.687073,33.972496
32,393.896820,-11.847588,16.503250,-10.090181,-13.680453,16.224369,389.285645,566.854980,24.246792,-12.802379,564.274414,19.984526,153.111725,381.376984,33.710323,,,,246.933258,381.795135,34.486050,242.802429,541.691956,33.980537
33,393.982941,-12.012547,16.530924,-10.078801,-13.681823,16.220400,389.286560,566.854980,24.223194,-12.826139,564.256348,19.988464,153.108353,381.373718,33.701450,,,,246.930099,381.801361,34.489510,242.793762,541.686829,33.986713
34,394.018829,-12.039600,16.505783,-10.080578,-13.679571,16.206367,389.298615,566.853088,24.205572,-12.796875,564.275391,19.926306,153.120087,381.392761,33.696487,,,,246.947571,381.801666,34.474861,242.794586,541.678406,33.979721
35,393.978271,-12.020696,16.538395,-10.068512,-13.671371,16.206453,389.310730,566.845642,24.216133,-12.788657,564.277710,19.929064,153.136749,381.395538,33.687111,,,,246.959564,381.800293,34.471405,242.814987,541.681091,33.972404
36,394.030609,-12.033174,16.523272,-10.043061,-13.685508,16.211405,389.323608,566.826050,24.234943,-12.799628,564.280334,19.980967,153.137024,381.405060,33.695644,,,,246.959610,381.806610,34.469013,242.818283,541.687317,33.967243
37,394.017181,-12.038759,16.555269,-10.044735,-13.684275,16.211435,389.327026,566.822998,24.231852,-12.796525,564.281677,19.957958,153.146378,381.400604,33.698467,,,,246.979858,381.798401,34.473614,242.820648,541.691528,33.979004
38,393.962341,-12.010231,16.607174,-10.041804,-13.683712,16.210094,389.329071,566.823975,24.210489,-12.824362,564.242798,19.954166,153.132339,381.395599,33.695999,,,,246.958130,381.775177,34.475304,242.821915,541.678040,33.975727
39,393.959290,-12.016257,16.591864,-10.061742,-13.685280,16.206539,389.323486,566.829834,24.214336,-12.813677,564.247864,19.937820,153.124695,381.394348,33.689754,,,,246.968903,381.779877,34.476254,242.808243,541.678833,33.968281
40,393.977478,-12.050987,16.563944,-10.073349,-13.694174,16.204660,389.304504,566.838074,24.228830,-12.808183,564.264404,19.962088,153.112991,381.391388,33.695107,,,,246.956726,381.784058,34.483646,242.800247,541.691284,33.965347
41,393.984985,-12.056702,16.554728,-10.070641,-13.691917,16.209740,389.302063,566.853455,24.224356,-12.825749,564.256592,19.980774,153.120071,381.390198,33.703857,,,,246.953598,381.794037,34.479248,242.800690,541.696838,33.972973
42,393.893250,-11.934937,16.599140,-10.074947,-13.671085,16.222153,389.300598,566.861450,24.210558,-12.814824,564.261230,19.961437,153.125885,381.393524,33.696571,,,,246.957428,381.809998,34.487263,242.806381,541.692810,33.978741
43,394.003113,-12.036632,16.516584,-10.054734,-13.666536,16.206642,389.306061,566.857422,24.205055,-12.792287,564.285278,19.948343,153.122742,381.399261,33.707264,,,,246.951263,381.814240,34.475876,242.803329,541.695557,33.977345
44,394.015259,-12.017685,16.534941,-10.060876,-13.675529,16.216112,389.311676,566.842590,24.238073,-12.786145,564.288452,19.970259,153.131683,381.399750,33.696766,,,,246.951996,381.811798,34.489685,242.807449,541.684204,33.975422
45,393.993530,-12.015332,16.572876,-10.048884,-13.674094,16.216394,389.308777,566.838867,24.242771,-12.798859,564.280640,19.998995,153.141418,381.404968,33.690231,,,,246.960632,381.812805,34.494316,242.819336,541.697510,33.978901
46,393.971619,-12.020518,16.576195,-10.055810,-13.679885,16.224358,389.312927,566.831055,24.213638,-12.787852,564.277344,19.940136,153.143433,381.398651,33.688675,,,,246.958908,381.794891,34.480507,242.821960,541.688110,33.981937
47,393.937286,-12.000165,16.602507,-10.061849,-13.692174,16.206875,389.317871,566.833679,24.209976,-12.802738,564.271545,19.946346,153.129562,381.390778,33.685448,,,,246.952454,381.775146,34.473953,242.812363,541.674866,33.973671
48,393.971527,-12.051179,16.567421,-10.073483,-13.696104,16.205084,389.312073,566.832703,24.224562,-12.828681,564.249390,19.968691,153.109360,381.370392,33.698444,,,,246.945831,381.780762,34.478954,242.799500,541.664490,33.978600
49,393.993683,-12.065643,16.527351,-10.069558,-13.692389,16.211769,389.311615,566.841736,24.226633,-12.823651,564.250549,19.976385,153.120789,381.378693,33.697083,,,,246.949173,381.794250,34.482052,242.799911,541.671753,33.971733
50,393.922760,-11.963295,16.548264,-10.064876,-13.696750,16.215557,389.310852,566.830994,24.217522,-12.823374,564.254700,19.971985,153.120956,381.382446,33.699131,,,,246.954361,381.788849,34.477856,242.815994,541.680725,33.980743
51,394.000549,-12.043489,16.519321,-10.077123,-13.684307,16.204296,389.298340,566.843567,24.209038,-12.831640,564.256653,19.976694,153.117523,381.389496,33.705894,,,,246.948029,381.786987,34.487770,242.796112,541.684265,33.971359
52,393.932983,-11.957889,16.559782,-10.080599,-13.677399,16.207466,389.299194,566.859253,24.221422,-12.799327,564.279114,19.953766,153.111389,381.393372,33.697414,,,,246.948700,381.795319,34.483150,242.803299,541.697693,33.965565
53,394.022278,-12.022819,16.531641,-10.067274,-13.669351,16.213205,389.308868,566.856079,24.217178,-12.796867,564.289246,19.985407,153.138458,381.409790,33.693439,,,,246.980133,381.812714,34.473644,242.816086,541.704895,33.965393
54,394.046204,-12.035967,16.515636,-10.053668,-13.672885,16.215437,389.307373,566.854126,24.210922,-12.791738,564.279846,19.951912,153.138397,381.409790,33.687317,,,,246.958969,381.802002,34.473660,242.805023,541.700989,33.954872
55,393.981415,-12.013849,16.582182,-10.051759,-13.682645,16.209146,389.311646,566.859741,24.198385,-12.787584,564.277161,19.934187,153.132843,381.407806,33.692669,,,,246.961609,381.794067,34.463795,242.808304,541.700500,33.959179
56,393.926941,-11.946170,16.601078,-10.044225,-13.679078,16.209333,389.322845,566.848755,24.220938,-12.803464,564.278259,19.974609,153.132675,381.400330,33.689720,,,,246.964584,381.805420,34.474758,242.809006,541.692200,33.957951
57,394.011353,-12.024131,16.567797,-10.051283,-13.683414,16.216988,389.322968,566.831848,24.240461,-12.784540,564.283264,19.951281,153.129730,381.403656,33.693703,,,,246.969894,381.811371,34.478096,242.811447,541.688171,33.976643
58,393.941040,-11.958847,16.555197,-10.069220,-13.688817,16.219376,389.308929,566.816101,24.239830,-12.778419,564.278625,19.921747,153.118851,381.384583,33.695011,,,,246.946609,381.782379,34.492283,242.805511,541.675293,33.983837
59,393.968384,-12.026816,16.563026,-10.078238,-13.685293,16.212088,389.299652,566.830627,24.223034,-12.806085,564.268250,19.947392,153.114914,381.382904,33.698952,,,,246.940826,381.784241,34.494911,242.796341,541.674683,33.968704
60,393.924713,-11.852475,16.493692,-10.072105,-13.674936,16.209843,389.306946,566.830200,24.237543,-12.820813,564.270020,19.983503,153.117477,381.400787,33.715324,,,,246.948303,381.800110,34.493454,242.808228,541.688660,33.975872
61,393.992828,-12.030107,16.529095,-10.064061,-13.685658,16.218073,389.308685,566.823425,24.233538,-12.798881,564.285461,19.975845,153.140488,381.396240,33.695366,,,,246.961151,381.796448,34.485275,242.818680,541.677673,33.980427
62,393.987915,-12.015195,16.532362,-10.053401,-13.682353,16.213371,389.318024,566.846863,24.203850,-12.823056,564.267090,19.964672,153.143967,381.402222,33.693462,,,,246.959274,381.799530,34.471779,242.807709,541.680969,33.967911
63,394.020752,-12.029825,16.514748,-10.046330,-13.676295,16.203016,389.332275,566.846497,24.205732,-12.835941,564.257324,19.998461,153.140991,381.400177,33.700363,,,,246.969864,381.807922,34.462555,242.812378,541.687866,33.968391
64,394.020691,-12.056221,16.524921,-10.045493,-13.677892,16.210197,389.326447,566.833313,24.226288,-12.827665,564.266479,19.995342,153.123367,381.386047,33.694717,,,,246.983627,381.786957,34.470428,242.820404,541.692810,33.960339
65,394.007416,-12.066606,16.528233,-10.067135,-13.679415,16.222239,389.308502,566.852173,24.229132,-12.790125,564.270508,19.963667,153.116058,381.382172,33.697178,,,,246.962006,381.794678,34.477772,242.803162,541.684082,33.972763
66,393.925812,-12.000142,16.612957,-10.073274,-13.690190,16.210688,389.308929,566.856079,24.212481,-12.842072,564.253174,19.979023,153.103302,381.381012,33.692650,,,,246.941559,381.783295,34.478977,242.787125,541.687927,33.958534
67,393.924561,-11.961461,16.565979,-10.070653,-13.685398,16.205156,389.305206,566.852905,24.218264,-12.787106,564.278564,19.926189,153.124893,381.395203,33.692562,,,,246.954956,381.782074,34.477570,242.795929,541.687500,33.958675
68,394.016113,-12.035296,16.525942,-10.074647,-13.680970,16.207289,389.305115,566.836853,24.237137,-12.784142,564.255920,19.903240,153.128723,381.397095,33.693176,,,,246.969070,381.794403,34.477154,242.803772,541.684814,33.965813
69,393.960144,-11.999853,16.580673,-10.062968,-13.682641,16.218431,389.313568,566.840210,24.231501,-12.789570,564.272278,19.930889,153.139786,381.399780,33.689178,,,,246.970963,381.819183,34.481972,242.805313,541.682617,33.967628
70,393.961029,-11.994624,16.580961,-10.053976,-13.673888,16.211725,389.316925,566.843628,24.215923,-12.785620,564.283264,19.946657,153.148239,381.411041,33.692867,,,,246.972626,381.815308,34.470955,242.824234,541.692993,33.966671
71,394.015106,-12.027189,16.550797,-10.055325,-13.680972,16.211754,389.317200,566.823059,24.217997,-12.780419,564.283447,19.927666,153.147507,381.407318,33.693920,,,,246.971542,381.794037,34.474007,242.834137,541.685730,33.963932
72,394.015045,-12.050698,16.553818,-10.068059,-13.690174,16.210449,389.309845,566.816772,24.235085,-12.790220,564.284546,19.941231,153.142288,381.397156,33.709347,,,,246.973419,381.791138,34.480457,242.819046,541.684204,33.969654
73,394.009949,-12.062753,16.546003,-10.062001,-13.704796,16.224741,389.309845,566.825500,24.235029,-12.858472,564.236023,20.009159,153.110535,381.377716,33.704407,,,,246.957779,381.789764,34.483818,242.801514,541.678284,33.973450
74,393.933716,-12.024456,16.607496,-10.064359,-13.692670,16.216183,389.316193,566.835632,24.226631,-12.849984,564.239380,20.018608,153.100739,381.367828,33.710442,,,,246.963776,381.788239,34.485580,242.795090,541.672302,33.973404
75,393.920929,-12.043281,16.606201,-10.054216,-13.690480,16.209568,389.323944,566.830811,24.216782,-12.822002,564.254456,19.992426,153.105286,381.366302,33.711735,,,,246.954819,381.779480,34.481659,242.794067,541.661255,33.973629
76,393.987823,-12.041930,16.546694,-10.050954,-13.698392,16.205444,389.336639,566.832397,24.213642,-12.828134,564.253357,19.974398,153.119873,381.374908,33.702950,,,,246.961349,381.788239,34.474537,242.809784,541.676086,33.974331
77,393.976776,-12.017129,16.555357,-10.049136,-13.689922,16.215349,389.310394,566.845825,24.226871,-12.812409,564.248657,19.966963,153.122055,381.383728,33.702854,,,,246.960083,381.805481,34.486111,242.805405,541.682983,33.971130
78,393.923218,-11.829675,16.503395,-10.076573,-13.671338,16.223034,389.303680,566.845825,24.232397,-12.761748,564.291931,19.942719,153.147964,381.404602,33.700954,,,,246.960876,381.798584,34.488625,242.811600,541.692566,33.969727
79,394.023468,-12.020144,16.510424,-10.076407,-13.668502,16.210056,389.300354,566.843201,24.215849,-12.780427,564.277344,19.927887,153.153793,381.415771,33.690815,,,,246.973267,381.802094,34.488876,242.816254,541.694519,33.965038
80,394.006104,-12.038980,16.548384,-10.073185,-13.675910,16.204538,389.300385,566.831116,24.212551,-12.781613,564.273987,19.912647,153.141586,381.419159,33.686348,,,,246.974030,381.801331,34.468918,242.824799,541.701355,33.951645
81,394.018921,-12.029283,16.524134,-10.067872,-13.681448,16.215837,389.308411,566.834839,24.230261,-12.780570,564.272522,19.932083,153.153625,381.412048,33.692322,,,,246.969162,381.811035,34.467369,242.821732,541.693542,33.957386
82,393.991821,-12.005654,16.567566,-10.056352,-13.680524,16.211836,389.327545,566.844116,24.224594,-12.780564,564.287170,19.968269,153.138367,381.405182,33.695000,,,,246.962189,381.806213,34.471230,242.817719,541.689636,33.969482
83,393.929871,-11.977152,16.598461,-10.051805,-13.691253,16.206848,389.334442,566.833740,24.207844,-12.785522,564.276306,19.946302,153.130920,381.387787,33.682892,147.492630,543.815430,22.391954,246.984344,381.788727,34.466812,242.803070,541.676514,33.960194
84,393.952698,-12.022909,16.590780,-10.045670,-13.687961,16.203331,389.328339,566.817139,24.217232,-12.816360,564.275024,19.958601,153.127411,381.391144,33.689468,147.492630,543.815430,22.391954,246.965714,381.777924,34.470581,242.808807,541.669983,33.967953
85,394.029144,-12.088317,16.528793,-10.065918,-13.696628,16.213930,389.318451,566.807190,24.252619,-12.833835,564.255249,19.996439,153.114990,381.383942,33.709015,147.492630,543.815430,22.391954,246.951263,381.772736,34.492329,242.812302,541.676086,33.978214
86,393.956329,-11.961954,16.565226,-10.057000,-13.691840,16.221552,389.321106,566.807922,24.255968,-12.829117,564.266968,19.991837,153.119110,381.383148,33.715820,147.492630,543.815430,22.391954,246.950867,381.789734,34.498348,242.812088,541.673096,33.981770
87,394.013611,-12.040565,16.549395,-10.056446,-13.694482,16.204245,389.328888,566.816101,24.225578,-12.806138,564.279236,19.959997,153.128601,381.395813,33.700863,147.492630,543.815430,22.391954,246.966431,381.788269,34.482201,242.816696,541.670654,33.971611
88,393.949707,-12.008310,16.589401,-10.049510,-13.709193,16.201393,389.346191,566.816589,24.222565,-12.782891,564.284607,19.948626,153.138885,381.380249,33.696629,146.491287,542.179138,21.299049,246.951584,381.779358,34.467739,242.824631,541.679321,33.963886
89,394.023102,-12.034311,16.512907,-10.047962,-13.696003,16.212852,389.322174,566.831848,24.236725,-12.790625,564.262634,19.928707,153.146973,381.392639,33.695621,146.012711,541.441589,21.149757,246.964249,381.799316,34.475483,242.820129,541.677429,33.964821
90,393.971954,-12.020769,16.560858,-10.055990,-13.698879,16.211864,389.333740,566.823608,24.238485,-12.793718,564.257874,19.954798,153.132217,381.382019,33.695210,146.031586,541.475830,21.199511,246.966827,381.784119,34.464310,242.822617,541.674622,33.972828
91,393.934631,-12.029379,16.600334,-10.069557,-13.707739,16.203831,389.319336,566.818176,24.227615,-12.808119,564.251648,19.944405,153.104324,381.351410,33.694874,147.152496,543.293457,22.310812,246.966309,381.776337,34.480480,242.800308,541.665405,33.966732
92,393.991760,-12.069246,16.541441,-10.073662,-13.695343,16.206717,389.305969,566.819092,24.211958,-12.791889,564.251648,19.905561,153.118607,381.367340,33.688339,155.075394,538.701477,33.270794,246.949951,381.757599,34.462025,242.795715,541.669312,33.955776
93,393.921295,-11.997690,16.607550,-10.071749,-13.692883,16.211439,389.307587,566.826294,24.225666,-12.787760,564.252869,19.900427,153.120667,381.379089,33.683674,155.071213,538.707703,33.266983,246.945602,381.784943,34.477280,242.802002,541.682434,33.954967
94,393.991974,-12.043732,16.572334,-10.063107,-13.681334,16.213160,389.306396,566.827026,24.243454,-12.776458,564.277954,19.940460,153.125717,381.401855,33.702427,155.087357,538.710999,33.262196,246.968521,381.798126,34.486332,242.810181,541.691589,33.961231
95,393.979431,-12.022643,16.568922,-10.066080,-13.682429,16.208836,389.310791,566.846802,24.219616,-12.805483,564.270569,19.949148,153.138916,381.400635,33.696712,155.097733,538.714478,33.255547,246.962051,381.797302,34.465782,242.803360,541.685120,33.952667
96,393.996826,-12.003637,16.557373,-10.039689,-13.682179,16.206495,389.313690,566.853333,24.197557,-12.779822,564.266907,19.896452,153.149200,381.420258,33.670986,155.091385,538.715210,33.250618,246.976440,381.801422,34.464958,242.819733,541.696655,33.951820
97,394.015503,-12.016465,16.544624,-10.051028,-13.676034,16.194782,389.322235,566.835938,24.218039,-12.761450,564.273010,19.867071,153.153519,381.413513,33.677616,155.084473,538.717102,33.259769,246.980316,381.817444,34.481407,242.810730,541.700378,33.941231
98,394.018402,-12.038466,16.522343,-10.070968,-13.678078,16.206198,389.304504,566.804504,24.259281,-12.775899,564.267517,19.880335,153.138092,381.407257,33.687172,155.070267,538.734070,33.236164,246.957748,381.793182,34.496624,242.805893,541.685242,33.957199
99,393.987061,-12.069069,16.586542,-10.055834,-13.699181,16.212868,389.319977,566.798828,24.262367,-12.766931,564.277649,19.889469,153.133331,381.386230,33.685791,155.076157,538.726868,33.233486,246.953873,381.774872,34.484035,242.803589,541.676392,33.960239
100,393.961334,-12.045007,16.605270,-10.051973,-13.699146,16.201242,389.326019,566.823547,24.227970,-13.102249,563.880493,19.993237,153.138000,381.379883,33.673637,155.100143,538.719604,33.234276,246.963760,381.774658,34.482731,242.809937,541.673035,33.954865
101,393.971558,-12.058808,16.588259,-10.038038,-13.703606,16.195305,389.335632,566.822510,24.220110,-12.797794,564.228149,19.851517,153.136414,381.372589,33.671471,155.059311,538.751465,33.227058,246.964340,381.768951,34.474693,242.803101,541.675354,33.952404
102,393.949524,-12.039102,16.610712,-10.045586,-13.711155,16.210756,389.331146,566.809448,24.236372,-12.777607,564.269958,19.898613,153.112610,381.353912,33.693130,155.057480,538.747070,33.233768,246.963760,381.764130,34.472614,242.794647,541.663330,33.953121
103,393.960663,-11.964077,16.571749,-10.051947,-13.699607,16.221382,389.327728,566.821716,24.248728,-12.819673,564.249634,19.965965,153.116440,381.374268,33.695599,154.997055,538.806396,33.200680,246.965958,381.788513,34.480770,242.809464,541.677917,33.973286
104,393.960358,-11.968868,16.580923,-10.051814,-13.682223,16.222580,389.323029,566.826843,24.227404,-12.786013,564.277832,19.964962,153.146027,381.400360,33.696373,155.021912,538.792603,33.206635,246.976242,381.812317,34.475994,242.810730,541.688110,33.963791
105,393.978912,-12.033141,16.577063,-10.050718,-13.679508,16.210646,389.276367,566.743896,24.215628,-12.803271,564.278137,19.972740,153.131165,381.398590,33.697243,155.015594,538.801392,33.218624,246.963882,381.807465,34.464111,242.804871,541.695374,33.955700
106,394.018188,-12.052827,16.503691,-10.058581,-13.683160,16.206450,389.319061,566.754456,24.296228,-12.806432,564.282104,19.965309,153.131317,381.395966,33.697704,155.029922,538.745483,33.266411,246.951660,381.807892,34.468742,242.802322,541.686646,33.954624
107,393.985870,-12.025522,16.565308,-10.062037,-13.678557,16.220812,389.331543,566.774170,24.292427,-12.815036,564.265442,19.978472,153.126144,381.395691,33.704708,155.034256,538.732849,33.266163,246.954147,381.797394,34.485840,242.813675,541.698242,33.957306
108,393.984924,-12.034515,16.536438,-10.051817,-13.679451,16.212282,389.329193,566.783508,24.273386,-12.791151,564.257080,19.915453,153.128494,381.392059,33.688297,155.045441,538.726990,33.252842,246.972397,381.795197,34.463688,242.813766,541.685669,33.951920
109,393.918549,-12.025841,16.610212,-10.060513,-13.699736,16.199799,389.332550,566.765747,24.285582,-12.803532,564.233154,19.891392,153.117249,381.384003,33.685032,155.053513,538.716370,33.252155,246.954575,381.770935,34.457870,242.788345,541.682983,33.940823
110,393.920654,-12.035278,16.617016,-10.066306,-13.700294,16.195110,389.331696,566.746887,24.314724,-12.775585,564.255554,19.877966,153.102661,381.370392,33.683151,155.030640,538.710022,33.275738,246.946075,381.776489,34.484673,242.783295,541.674438,33.946167
111,393.988037,-12.052037,16.583801,-10.067632,-13.698541,16.197142,389.329132,566.759583,24.299868,-12.753275,564.262390,19.841961,153.101273,381.383392,33.680740,155.029053,538.680725,33.323154,246.953384,381.776031,34.495743,242.792709,541.684143,33.950703
112,393.982086,-12.040228,16.580961,-10.059352,-13.698089,16.204556,389.338531,566.768921,24.306786,-12.757019,564.264343,19.817009,153.130356,381.399475,33.683884,155.027878,538.465576,33.492249,246.948212,381.796295,34.489819,242.798386,541.582092,34.039963
113,394.022217,-12.048059,16.554604,-10.061635,-13.688589,16.202147,389.333893,566.783142,24.304979,-12.743728,564.283020,19.822283,153.131058,381.406860,33.676945,155.004684,538.587402,33.356777,246.967819,381.810791,34.482529,242.833176,541.654846,34.031097
114,394.034393,-12.043734,16.558268,-10.043493,-13.685859,16.204227,389.348022,566.764038,24.307272,-13.098920,563.874756,19.951290,153.137833,381.410828,33.667511,154.999619,538.599976,33.358101,246.964951,381.802917,34.475723,242.850906,541.660950,34.027458
115,394.011230,-12.026355,16.548525,-10.058765,-13.682764,16.205967,389.334717,566.766968,24.314564,-12.786562,564.242737,19.863951,153.158813,381.415588,33.676689,155.004074,538.609802,33.396091,246.962204,381.816681,34.485435,242.842987,541.672485,34.029873
